YEAR,STATE,ST_CASE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY
2015,13,130956,77,1,1,4,2,2,4,2,6,2,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,13,130957,89,1,1,4,2,2,4,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,130958,89,1,1,4,2,1,1,2,1,3,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,13,130959,97,1,1,4,2,1,4,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,130960,241,1,1,4,1,2,1,2,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,130961,321,2,1,4,1,2,1,2,4,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2
2015,13,130962,75,1,1,4,1,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2
2015,13,130963,95,1,1,4,2,2,4,2,4,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,130964,293,1,1,4,2,2,2,2,5,2,3,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130965,295,1,1,4,2,2,4,2,5,2,1,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130966,89,1,1,4,2,2,1,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,13,130967,91,1,1,4,1,2,1,2,5,2,2,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,13,130968,135,1,1,4,2,2,1,1,3,1,3,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130969,207,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2
2015,13,130970,231,1,1,4,1,2,1,2,5,2,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130971,313,2,1,4,2,2,1,1,3,1,2,1,1,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,130972,139,1,1,4,1,2,1,2,5,2,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130973,315,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130974,45,1,1,4,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2
2015,13,130975,89,1,1,4,2,2,1,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2
2015,13,130976,121,1,1,4,2,2,4,2,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,1
2015,13,130977,121,1,1,4,2,1,4,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130978,163,1,1,4,1,2,1,2,6,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,130979,1,1,1,4,2,2,1,2,3,2,1,1,1,3,1,2,1,2,2,2,2,1,2,3,2,2,1,1,1,1,1,1,2,2,2
2015,13,130980,89,1,1,4,2,2,1,1,4,1,3,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,130981,121,1,1,4,2,2,1,2,6,3,4,2,1,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,130982,123,1,1,4,1,2,4,2,5,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2
2015,13,130983,217,1,1,4,1,2,1,2,4,2,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,130984,231,1,1,4,1,2,4,2,6,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2
2015,13,130985,15,1,1,4,2,2,4,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130986,15,1,1,4,2,2,4,2,5,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,130987,63,1,1,4,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,130988,67,1,1,4,2,2,1,2,3,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,130989,135,1,1,4,2,2,1,1,4,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,13,130990,135,1,1,4,2,2,1,1,4,1,4,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2
2015,13,130991,197,1,1,4,1,2,1,2,5,2,1,1,1,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,130992,215,1,1,4,2,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,13,130993,51,1,1,4,2,2,1,2,3,2,3,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130994,87,1,1,4,2,2,4,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130995,223,1,1,4,2,2,1,2,4,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,13,130996,271,1,1,4,1,2,4,2,6,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,130997,73,1,1,4,1,2,4,2,6,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,130998,95,1,1,4,2,2,3,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,13,130999,107,1,1,4,2,2,4,2,6,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2
2015,13,131000,121,1,1,4,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131001,295,1,1,4,1,2,4,2,4,2,1,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131002,51,1,1,4,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131003,57,1,1,4,2,2,4,2,4,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131004,67,1,1,4,2,2,1,2,4,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131005,75,1,1,4,2,1,4,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,131006,87,1,1,4,2,2,1,1,4,1,3,1,2,3,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131007,89,1,1,4,2,2,4,2,4,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2
2015,13,131008,135,1,1,4,2,2,4,2,6,2,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131009,151,1,1,4,2,1,1,2,1,2,6,1,2,2,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2
2015,13,131010,121,1,1,4,2,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131011,149,1,1,4,1,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2
2015,13,131012,169,1,1,4,1,2,1,2,6,2,5,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,13,131013,123,1,1,4,1,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131014,229,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2
2015,13,131015,27,2,1,4,1,2,4,2,5,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131016,121,1,1,4,2,2,4,2,3,2,1,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131017,121,1,1,4,2,2,4,1,6,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2
2015,13,131018,129,1,1,4,2,2,1,1,5,1,4,1,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131019,131,1,1,4,1,2,4,2,4,2,1,2,1,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,2,1,2
2015,13,131020,217,1,1,4,1,2,3,2,4,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1
2015,13,131021,89,1,1,4,2,2,1,2,5,2,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131022,277,1,1,4,2,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131023,43,1,1,4,1,2,4,2,6,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2
2015,13,131024,63,1,1,4,2,2,1,2,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,131025,211,1,1,4,1,2,4,2,5,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2
2015,13,131026,89,1,1,4,2,2,4,2,4,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2
2015,13,131027,111,1,1,4,1,2,1,2,5,2,3,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,13,131028,111,1,1,4,1,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131029,321,1,1,4,1,2,4,2,5,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131030,43,1,1,4,1,2,1,2,5,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131031,51,1,1,4,2,2,1,2,4,2,1,2,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,1,2
2015,13,131032,103,1,1,4,1,2,1,2,4,3,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131033,179,1,1,4,1,2,4,2,3,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2
2015,13,131034,67,1,1,4,2,2,1,2,4,2,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131035,89,1,1,4,2,2,4,2,4,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2
2015,13,131036,93,1,1,4,1,2,1,2,6,3,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,13,131037,127,1,1,4,2,2,1,2,3,2,1,2,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131038,295,1,1,4,1,2,1,1,5,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,13,131039,89,1,1,4,2,2,4,2,6,2,1,1,1,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2
2015,13,131040,129,1,1,4,2,2,1,2,3,3,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131041,281,1,1,4,1,2,1,2,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131042,15,1,1,4,2,1,1,2,1,2,5,1,1,3,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131043,69,1,1,4,1,2,4,2,5,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,131044,77,1,1,4,1,2,4,1,6,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2
2015,13,131045,99,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2
2015,13,131046,137,1,1,4,2,2,4,2,5,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2
2015,13,131047,135,1,1,4,2,2,1,2,4,3,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,13,131048,121,1,1,4,2,2,1,1,3,1,4,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,13,131049,227,1,1,4,1,2,1,1,3,1,4,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2
2015,13,131050,45,1,1,4,2,2,4,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2
2015,13,131051,121,1,1,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2
2015,13,131052,145,1,1,4,1,1,1,2,1,3,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2
2015,13,131053,159,1,1,4,1,2,1,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,13,131054,219,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2
2015,13,131055,47,1,1,4,2,1,4,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,13,131056,51,1,1,4,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2
2015,13,131057,89,1,1,4,2,2,1,1,4,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
2015,13,131058,121,1,1,4,2,2,4,2,5,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131059,185,1,1,4,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1
2015,13,131060,67,1,1,4,2,2,1,1,3,1,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131061,89,1,1,4,2,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,131062,135,1,1,4,2,2,1,1,4,1,1,2,1,3,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,13,131063,73,1,1,4,2,2,1,1,4,1,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2
2015,13,131064,121,1,1,4,2,2,1,2,4,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131065,135,1,1,4,2,2,1,2,3,3,3,2,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131066,129,1,1,4,2,1,1,2,1,2,5,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,1,2,2
2015,13,131067,245,1,1,4,2,2,1,1,4,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131068,89,2,1,4,2,1,1,2,1,3,1,2,1,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131069,169,1,1,4,1,2,1,2,4,2,3,2,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131070,15,2,1,4,1,2,4,1,6,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2
2015,13,131071,67,1,1,4,2,2,1,2,4,2,5,1,1,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,1
2015,13,131072,121,1,1,4,2,2,1,2,3,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131073,151,1,1,4,2,2,1,1,6,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131074,13,1,1,4,2,2,4,2,4,2,1,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,13,131075,15,1,1,4,2,2,1,1,4,1,4,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2
2015,13,131076,89,1,1,4,2,1,4,2,1,3,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131077,135,2,1,4,2,2,1,1,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2
2015,13,131078,141,1,1,4,1,2,1,2,5,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131079,199,1,1,4,1,2,1,2,4,2,1,1,1,3,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131080,225,1,1,4,2,1,1,2,1,2,3,2,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2
2015,13,131081,299,1,1,4,2,2,1,1,3,1,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131082,13,1,1,4,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131083,67,1,1,4,2,2,3,2,4,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2
2015,13,131084,85,1,1,4,1,2,1,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131085,131,1,1,4,2,2,4,1,6,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,13,131086,201,1,1,4,1,2,4,2,6,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131087,211,2,1,4,1,2,4,2,5,2,1,2,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131088,217,2,1,4,1,2,4,2,4,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131089,297,1,1,4,1,2,1,1,4,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2
2015,13,131091,51,1,1,4,2,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2
2015,13,131092,69,1,1,4,2,2,1,2,3,3,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2
2015,13,131093,67,1,1,4,2,2,1,2,4,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,13,131094,89,1,1,4,2,2,1,1,3,1,4,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131095,51,1,1,4,2,2,3,2,4,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2
2015,13,131096,89,1,1,4,2,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131097,319,2,1,4,1,2,4,1,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2
2015,13,131098,59,1,1,4,2,2,1,1,3,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,131099,71,1,1,4,2,2,1,1,4,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,131100,85,1,1,4,2,2,1,1,5,1,4,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131101,91,1,1,4,1,2,1,1,5,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2015,13,131102,135,1,1,4,2,2,1,1,3,1,1,2,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2
2015,13,131103,71,1,1,4,1,2,1,2,5,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2
2015,13,131104,133,2,1,4,1,1,4,2,1,3,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131105,229,1,1,4,2,2,1,2,3,2,6,1,1,3,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2
2015,13,131106,121,1,1,4,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2
2015,13,131107,67,1,1,4,2,2,1,1,3,1,4,1,1,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131108,75,1,1,4,2,1,1,2,1,2,5,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131109,77,1,1,4,2,1,4,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,131110,89,1,1,4,2,2,1,2,6,3,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,13,131111,121,1,1,4,2,1,1,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131112,145,1,1,4,1,2,1,2,4,2,4,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,2,2,2,2,1,2,2,2
2015,13,131113,135,1,1,4,2,2,4,2,6,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131114,145,1,1,4,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2
2015,13,131115,25,1,1,4,1,2,4,2,4,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2
2015,13,131116,51,1,1,4,2,2,1,2,3,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2
2015,13,131117,115,1,1,4,2,2,1,1,4,1,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2
2015,13,131118,153,1,1,4,2,2,4,1,3,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131119,245,1,1,4,2,2,1,1,5,1,4,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131120,285,1,1,4,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
2015,13,131121,95,1,1,4,2,2,1,1,3,1,4,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2
2015,13,131122,115,1,1,4,2,2,1,2,3,2,1,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131123,141,1,1,4,1,2,4,2,6,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131124,1,2,1,4,1,2,3,2,3,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2
2015,13,131125,21,1,1,4,2,2,1,2,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2
2015,13,131126,121,1,1,4,2,2,1,2,6,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
2015,13,131127,311,1,1,4,1,2,1,2,4,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131128,21,1,1,4,2,2,4,2,5,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2
2015,13,131129,185,1,1,4,1,1,4,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2
2015,13,131130,45,1,1,4,2,1,1,2,1,2,5,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
2015,13,131131,63,1,1,4,2,2,1,2,4,2,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
2015,13,131132,89,1,1,4,2,2,1,2,6,2,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2
