STATE,ST_CASE,VEH_NO,PVE_FORMS,PNUMOCCS,PDAY,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PREG_STAT,POWNER,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PVIN_1,PVIN_2,PVIN_3,PVIN_4,PVIN_5,PVIN_6,PVIN_7,PVIN_8,PVIN_9,PVIN_10,PVIN_11,PVIN_12,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PUNDERIDE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PDEATHS
12,120497,3,2,0,17,1,9,53,12,1,3,0,12,6,63,32,63032,4,2003,KNADC1254362,K,N,A,D,C,1,2,5,4,3,6,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,6,2,12,0,0,0,0
12,120523,3,2,0,2,4,13,45,12,6,2,0,47,6,82,884,82884,63,2007,1FVDCXDC67HX,1,F,V,D,C,X,D,C,6,7,H,X,0,47,391773,47391773,3,2,98,1,0,0,0,0,0,0,0,0,4,4,5,12,0,0,0,0
12,120565,2,1,0,12,4,18,26,33,0,3,0,12,6,35,51,35051,6,2012,JN8AS5MT6CW6,J,N,8,A,S,5,M,T,6,C,W,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,30,0,0,0,0
12,120573,2,1,1,10,4,16,55,14,0,2,0,12,6,13,1,13001,4,2003,1LNHM81W23Y6,1,L,N,H,M,8,1,W,2,3,Y,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,0
12,120664,2,1,0,18,4,1,37,1,0,3,0,12,6,6,43,6043,4,2010,1C3CC5FB4AN1,1,C,3,C,C,5,F,B,4,A,N,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,6,2,12,0,0,0,0
12,120664,3,1,0,18,4,1,37,1,0,3,0,12,6,12,481,12481,31,2005,1FTRF12W35NA,1,F,T,R,F,1,2,W,3,5,N,A,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,6,2,12,0,0,0,0
12,120684,2,1,0,26,4,2,47,14,0,2,0,12,6,20,16,20016,4,2003,1G1JC52F8371,1,G,1,J,C,5,2,F,8,3,7,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,5,12,0,0,0,0
12,120723,1,1,0,29,4,23,53,8,0,2,0,12,6,49,32,49032,4,2006,1NXBR32E96Z7,1,N,X,B,R,3,2,E,9,6,Z,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,6,2,12,0,0,0,0
12,120733,2,1,0,1,1,20,31,53,0,3,0,12,6,6,51,6051,4,2006,2C3KA43R76H3,2,C,3,K,A,4,3,R,7,6,H,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,12,0,0,0,0
12,120733,3,1,0,1,1,20,31,53,0,3,0,12,6,13,1,13001,4,2000,1LNHM82W9YY9,1,L,N,H,M,8,2,W,9,Y,Y,9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,2,5,12,0,0,0,0
12,120758,2,1,0,18,1,15,0,33,0,3,0,12,6,82,881,82881,66,1999,1FUYDDYB2XLA,1,F,U,Y,D,D,Y,B,2,X,L,A,1,12,278516,12278516,3,6,1,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
12,120868,3,2,0,12,5,19,49,12,6,3,0,12,6,12,481,12481,31,1997,1FTDX18W5VNB,1,F,T,D,X,1,8,W,5,V,N,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,6,5,12,0,0,0,0
12,120890,3,2,0,24,1,1,14,12,6,3,0,12,6,49,421,49421,15,1997,JT3HJ85J3V01,J,T,3,H,J,8,5,J,3,V,0,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,4,5,12,0,0,0,0
12,120890,4,2,0,24,1,1,14,12,6,3,0,12,6,49,401,49401,14,2001,JT3GN86R9102,J,T,3,G,N,8,6,R,9,1,0,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,12,0,0,0,0
12,120897,2,1,1,7,5,14,14,45,0,4,0,0,0,98,998,98998,92,2013,000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1
12,120914,1,1,1,16,5,7,10,8,0,2,0,12,6,12,3,12003,2,2008,1ZVHT80N5851,1,Z,V,H,T,8,0,N,5,8,5,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,120922,2,1,0,18,4,7,25,33,0,3,0,12,6,49,401,49401,14,2008,JTEBU14R98K0,J,T,E,B,U,1,4,R,9,8,K,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
12,120992,2,1,0,30,5,18,41,8,0,3,0,12,6,37,32,37032,4,2011,1HGCP2F35BA0,1,H,G,C,P,2,F,3,5,B,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,5,12,0,0,0,0
12,121056,3,2,0,10,6,15,0,12,1,3,0,12,6,12,3,12003,2,1994,1FALP4044RF2,1,F,A,L,P,4,0,4,4,R,F,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
12,121069,2,1,0,28,5,1,12,42,0,3,0,12,6,37,31,37031,2,2009,2HGFG12899H5,2,H,G,F,G,1,2,8,9,9,H,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,3,12,0,0,0,0
12,121109,2,1,0,8,6,1,31,38,0,3,0,12,6,35,421,35421,15,2007,5N1BA08A57N7,5,N,1,B,A,0,8,A,5,7,N,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
12,121130,2,1,0,8,6,23,12,14,0,2,0,12,6,7,482,7482,31,2007,3D7KS28A97G7,3,D,7,K,S,2,8,A,9,7,G,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,121196,2,1,0,16,6,15,4,38,0,3,0,12,6,7,422,7422,15,2005,1D4HD48N25F5,1,D,4,H,D,4,8,N,2,5,F,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
12,121222,2,1,0,30,6,21,53,14,0,2,0,12,6,12,481,12481,31,2004,1FTRF12W74NB,1,F,T,R,F,1,2,W,7,4,N,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,2,5,12,0,0,0,0
12,121222,3,1,0,30,6,21,53,14,0,2,0,12,6,98,701,98701,80,2013,ZAPC386B4D55,Z,A,P,C,3,8,6,B,4,D,5,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,4,2,5,12,0,0,0,0
12,121222,4,1,0,30,6,21,53,14,0,2,0,12,6,2,403,2403,14,2006,1J4FA39SX6P7,1,J,4,F,A,3,9,S,X,6,P,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0
12,121227,3,2,0,3,7,19,10,12,6,3,0,12,6,52,35,52035,4,2001,JA3AY26C21U0,J,A,3,A,Y,2,6,C,2,1,U,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,4,2,5,12,0,0,0,0
12,121283,2,1,0,11,7,15,10,14,0,2,0,12,6,2,1,2001,6,2008,1J8FT470X8D6,1,J,8,F,T,4,7,0,X,8,D,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,2,5,14,0,0,0,0
12,121283,3,1,0,11,7,15,10,14,0,2,0,12,6,23,472,23472,30,2006,1GTCS1961682,1,G,T,C,S,1,9,6,1,6,8,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,3,14,0,0,0,0
12,121283,4,1,0,11,7,15,10,14,0,2,0,12,6,38,402,38402,14,1998,4S2CM58W3W43,4,S,2,C,M,5,8,W,3,W,4,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,3,14,0,0,0,0
12,121331,3,2,0,1,7,22,32,8,0,2,0,12,6,20,37,20037,4,2004,1G1ZS528X4F2,1,G,1,Z,S,5,2,8,X,4,F,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
12,121384,2,1,0,25,7,2,5,33,0,3,0,12,6,20,2,20002,4,2005,2G1WF52E2591,2,G,1,W,F,5,2,E,2,5,9,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,4,5,43,0,0,0,0
12,121384,3,1,0,25,7,2,5,33,0,3,0,12,6,49,40,49040,4,2013,4T1BF1FKXDU2,4,T,1,B,F,1,F,K,X,D,U,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,5,43,0,0,0,0
12,121514,2,1,0,16,8,3,0,42,0,3,0,12,6,6,441,6441,20,2001,2C4GP54L31R2,2,C,4,G,P,5,4,L,3,1,R,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,14,0,0,0,0
12,121514,3,1,0,16,8,3,0,42,0,3,0,12,6,2,403,2403,14,2008,1J8HS48N38C1,1,J,8,H,S,4,8,N,3,8,C,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,4,5,14,0,0,0,0
12,121514,4,1,0,16,8,3,0,42,0,3,0,12,6,49,401,49401,14,1987,JT4RN62S8H01,J,T,4,R,N,6,2,S,8,H,0,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,98,4,5,14,0,0,0,0
12,121614,2,1,0,26,8,1,27,14,0,3,0,12,6,55,35,55035,4,2006,KMHDN46D76U2,K,M,H,D,N,4,6,D,7,6,U,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,5,12,0,0,0,0
12,121669,2,1,0,30,8,0,5,14,0,2,0,12,6,49,442,49442,20,2005,5TDZA23C05S3,5,T,D,Z,A,2,3,C,0,5,S,3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,121840,3,2,0,11,9,12,30,12,7,2,0,12,6,20,36,20036,2,2003,2G1WW12E5392,2,G,1,W,W,1,2,E,5,3,9,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
12,121850,2,1,0,3,10,4,2,59,0,3,0,12,6,63,401,63401,14,1999,KNDJB7239X56,K,N,D,J,B,7,2,3,9,X,5,6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,14,0,0,0,0
12,121850,3,1,0,3,10,4,2,59,0,3,0,12,6,37,31,37031,4,2009,2HGFA55589H7,2,H,G,F,A,5,5,5,8,9,H,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,14,0,0,0,0
12,121955,2,2,0,9,8,0,10,8,0,2,0,12,6,37,32,37032,2,2006,1HGCM82696A0,1,H,G,C,M,8,2,6,9,6,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,12,0,0,0,0
12,122008,6,5,0,23,8,17,25,12,1,3,0,12,6,49,482,49482,31,2004,5TBET34164S4,5,T,B,E,T,3,4,1,6,4,S,4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,14,0,0,0,0
12,122008,7,5,0,23,8,17,25,12,1,3,0,12,6,23,461,23461,21,2007,1GTGG25V6711,1,G,T,G,G,2,5,V,6,7,1,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,4,5,14,0,0,0,0
12,122008,8,5,0,23,8,17,25,12,1,3,0,12,6,23,401,23401,14,2003,1GKES16S8362,1,G,K,E,S,1,6,S,8,3,6,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,2,5,14,0,0,0,0
12,122151,2,2,1,13,9,6,35,14,0,2,0,12,6,51,890,51890,66,2016,4V4NC9EH9GN9,4,V,4,N,C,9,E,H,9,G,N,9,1,12,199623,12199623,3,6,1,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,122267,2,1,1,22,11,7,35,18,0,3,0,12,6,12,481,12481,40,2007,3FRNX65F87V4,3,F,R,N,X,6,5,F,8,7,V,4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
12,122310,2,1,0,21,11,21,40,8,0,2,0,12,6,12,37,12037,4,2010,1FAHP3HNXAW1,1,F,A,H,P,3,H,N,X,A,W,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
12,122445,2,1,0,29,11,1,45,14,0,2,0,12,6,20,421,20421,15,1998,1GNDT13WXW21,1,G,N,D,T,1,3,W,X,W,2,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,2,5,12,0,0,0,0
12,122489,2,1,0,25,10,6,40,14,0,2,0,18,6,98,884,98884,66,2013,1DW1A532XDS3,1,D,W,1,A,5,3,2,X,D,S,3,1,77,777777777,77777777777,3,6,1,1,0,0,0,0,0,0,0,0,12,4,5,12,0,0,0,0
12,122537,2,1,0,24,12,5,30,14,0,3,0,12,6,42,55,42055,5,2015,WDCTG4EB5FJ1,W,D,C,T,G,4,E,B,5,F,J,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,9,3,12,0,0,0,0
12,122550,2,1,0,11,12,11,28,14,0,2,0,12,6,12,884,12884,63,2007,3FRXF75G97V5,3,F,R,X,F,7,5,G,9,7,V,5,0,12,1200758,121200758,3,2,1,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
12,122609,3,2,0,29,12,1,52,12,1,2,0,12,6,98,998,98998,93,2015,WFN4RUUU8F20,W,F,N,4,R,U,U,U,8,F,2,0,0,12,165438,12165438,3,2,98,1,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,0
12,122647,2,1,0,12,12,0,53,33,0,3,0,12,6,49,402,49402,14,2008,JTMZD33V0850,J,T,M,Z,D,3,3,V,0,8,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,81,4,3,12,0,0,0,0
12,122672,2,1,0,4,11,23,25,42,0,3,0,12,6,12,471,12471,30,2001,1FTYR10E21PB,1,F,T,Y,R,1,0,E,2,1,P,B,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,2,5,12,0,0,0,0
12,122724,3,2,0,30,9,12,20,12,6,2,0,12,6,37,402,37402,14,2005,JHLRD68545C0,J,H,L,R,D,6,8,5,4,5,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
12,122724,4,2,0,30,9,12,20,12,6,2,0,12,6,37,31,37031,2,2014,2HGFG3B54EH5,2,H,G,F,G,3,B,5,4,E,H,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,4,5,12,0,0,0,0
12,122724,5,2,0,30,9,12,20,12,6,2,0,12,6,35,51,35051,6,2015,5N1AT2MT1FC8,5,N,1,A,T,2,M,T,1,F,C,8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,4,4,5,12,0,0,0,0
12,122724,6,2,0,30,9,12,20,12,6,2,0,12,6,20,443,20443,20,2000,1GNDX03E6YD1,1,G,N,D,X,0,3,E,6,Y,D,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,6,2,12,0,0,0,0
12,122799,3,2,0,4,4,18,0,12,6,3,0,12,6,59,35,59035,4,2015,JTHBF1D22F50,J,T,H,B,F,1,D,2,2,F,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,4,5,12,0,0,0,0
13,130004,3,2,0,2,1,13,3,12,2,3,0,13,6,12,481,12481,31,2010,1FTEW1C80AKE,1,F,T,E,W,1,C,8,0,A,K,E,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,2,5,12,0,0,0,0
13,130059,2,1,0,20,1,16,31,14,0,2,0,13,6,20,881,20881,61,2006,1GBE5E1266F4,1,G,B,E,5,E,1,2,6,6,F,4,0,57,924521,57924521,2,1,96,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
13,130059,3,1,0,20,1,16,31,14,0,2,0,13,6,12,481,12481,32,2012,1FD8W3GT0CEC,1,F,D,8,W,3,G,T,0,C,E,C,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
13,130100,2,1,0,1,2,23,45,14,0,3,0,92,6,9,399,9399,4,1986,JP3BA46K2GU1,J,P,3,B,A,4,6,K,2,G,U,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,9,5,12,0,0,0,0
13,130118,2,1,0,7,2,3,7,24,0,3,0,13,6,54,39,54039,4,2004,JH4CL96964C0,J,H,4,C,L,9,6,9,6,4,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,3,6,2,12,0,0,0,0
13,130160,2,1,1,20,2,3,38,14,0,2,0,34,6,82,884,82884,66,2006,1FUJBBCK96LU,1,F,U,J,B,B,C,K,9,6,L,U,1,57,49885,5749885,3,6,1,1,0,0,0,0,0,0,0,0,7,6,2,12,0,0,0,0
13,130285,2,1,0,27,3,10,45,34,0,3,0,92,6,12,998,12998,92,9999,000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,4,5,12,0,0,0,0
13,130418,2,1,0,24,3,14,8,34,0,3,0,13,6,35,401,35401,14,1994,JN8HD17SXRW2,J,N,8,H,D,1,7,S,X,R,W,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,4,8,12,0,0,0,0
13,130473,3,2,0,16,4,13,2,12,6,3,0,13,6,20,2,20002,4,2003,2G1WF52E2392,2,G,1,W,F,5,2,E,2,3,9,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,3,12,0,0,0,0
13,130748,3,2,0,4,8,13,54,12,6,3,0,13,6,49,422,49422,15,2001,5TDZT34A81S0,5,T,D,Z,T,3,4,A,8,1,S,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2,12,0,0,0,0
13,130766,2,1,0,9,8,22,9,42,0,3,0,13,6,6,18,6018,4,2012,1C3CCBAB2CN2,1,C,3,C,C,B,A,B,2,C,N,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,7,6,8,12,0,0,0,0
13,130766,3,1,0,9,8,22,9,42,0,3,0,13,6,59,31,59031,4,2005,JTHBA30G1500,J,T,H,B,A,3,0,G,1,5,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,8,12,0,0,0,0
13,130940,2,1,1,26,9,18,53,14,0,2,0,39,6,84,884,84884,66,2009,2HSCUAPR89C0,2,H,S,C,U,A,P,R,8,9,C,0,1,57,0265752,570265752,3,6,1,1,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,0
13,130947,2,1,0,26,9,11,28,14,0,2,0,13,6,12,16,12016,4,2011,2FABP7BV3BX1,2,F,A,B,P,7,B,V,3,B,X,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0
13,130977,2,1,0,4,10,0,47,8,0,2,0,99,6,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,9,9,12,0,0,0,0
13,131039,2,1,0,21,10,11,20,42,0,3,0,13,6,34,34,34034,4,2006,WBAVB33526PS,W,B,A,V,B,3,3,5,2,6,P,S,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,6,5,12,0,0,0,0
13,131059,2,2,0,25,10,2,49,14,0,2,0,13,6,14,443,14443,20,1995,4M2DV11W3SDJ,4,M,2,D,V,1,1,W,3,S,D,J,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,0
13,131082,2,2,0,31,10,1,10,14,0,2,0,13,6,20,461,20461,21,2005,1GCGG25V1511,1,G,C,G,G,2,5,V,1,5,1,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,12,0,0,0,0
13,131129,2,1,4,10,11,21,35,8,0,2,0,92,6,7,442,7442,20,2008,2D8HN44H28R7,2,D,8,H,N,4,4,H,2,8,R,7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,8,6,2,12,0,0,0,0
13,131151,2,1,0,16,11,17,17,53,0,3,0,0,6,12,37,12037,4,2015,1FADP3F22FL2,1,F,A,D,P,3,F,2,2,F,L,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,5,4,8,12,0,0,0,0
13,131256,2,3,1,15,12,0,25,14,0,2,0,13,6,98,808,98808,62,2008,JNALC81HX8AH,J,N,A,L,C,8,1,H,X,8,A,H,0,88,888888888,88888888888,2,1,3,1,0,0,0,0,0,0,0,0,6,4,3,12,0,0,0,0
13,131307,3,2,0,25,12,0,5,12,6,3,0,13,6,22,20,22020,4,1999,1G2WJ52M0XF2,1,G,2,W,J,5,2,M,0,X,F,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,13,2,8,12,0,0,0,0
13,131332,2,1,0,7,5,14,40,59,0,3,0,13,6,41,402,41402,14,2002,4F2CU09152KM,4,F,2,C,U,0,9,1,5,2,K,M,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,9,8,12,0,0,0,0
15,150010,2,1,0,17,1,0,55,14,0,2,0,15,6,6,43,6043,4,2004,1C3EL55R04N1,1,C,3,E,L,5,5,R,0,4,N,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,4,5,14,0,0,0,0
15,150010,3,1,2,17,1,0,55,14,0,2,0,15,6,7,27,7027,6,2010,3D4PG5FVXAT1,3,D,4,P,G,5,F,V,X,A,T,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,9,14,0,0,0,0
15,150010,4,1,0,17,1,0,55,14,0,2,0,15,6,35,39,35039,4,1995,JN1CA21D2ST0,J,N,1,C,A,2,1,D,2,S,T,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,9,14,0,0,0,0
15,150010,5,1,0,17,1,0,55,14,0,2,0,15,6,20,2,20002,4,2005,2G1WF52E7592,2,G,1,W,F,5,2,E,7,5,9,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,4,9,14,0,0,0,0
15,150022,3,2,0,9,4,8,44,12,1,3,0,15,6,49,40,49040,4,1998,JT2BG22K5W01,J,T,2,B,G,2,2,K,5,W,0,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,8,0,0,0,0
15,150022,4,2,0,9,4,8,44,12,1,3,0,15,6,37,402,37402,14,2004,JHLRD68424C0,J,H,L,R,D,6,8,4,2,4,C,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,6,2,8,0,0,0,0
15,150022,5,2,0,9,4,8,44,12,1,3,0,15,6,42,42,42042,4,2012,WDDGF4HB9CR2,W,D,D,G,F,4,H,B,9,C,R,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,2,3,8,0,0,0,0
15,150022,6,2,0,9,4,8,44,12,1,3,0,15,6,49,40,49040,4,2000,JT2BF22KXY02,J,T,2,B,F,2,2,K,X,Y,0,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,11,2,3,8,0,0,0,0
16,160008,2,1,0,5,2,21,59,11,0,2,0,16,6,49,471,49471,30,1989,JT4VN13G4K00,J,T,4,V,N,1,3,G,4,K,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,4,5,12,0,0,0,0
17,170057,2,1,1,17,2,14,40,14,0,2,0,19,6,23,481,23481,39,2005,1GDE5C1215F5,1,G,D,E,5,C,1,2,1,5,F,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,9,5,12,0,0,0,0
17,170075,2,1,0,7,3,23,35,31,0,3,0,17,6,20,23,20023,6,2007,3GNDA13D47S5,3,G,N,D,A,1,3,D,4,7,S,5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,9,6,2,12,0,0,0,0
17,170086,1,1,1,8,4,16,26,14,0,2,0,17,6,6,43,6043,2,1999,4C3AU52N2XE1,4,C,3,A,U,5,2,N,2,X,E,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1
17,170146,2,1,1,7,3,2,43,14,0,2,0,26,6,51,884,51884,66,2005,4V4NC9TJX5N3,4,V,4,N,C,9,T,J,X,5,N,3,1,57,02386957,5702386957,3,6,1,1,0,0,0,0,0,0,0,0,6,2,3,12,0,0,0,0
17,170149,2,1,1,3,4,15,34,14,0,2,0,17,6,51,881,51881,66,2004,4V4NC9GG64N3,4,V,4,N,C,9,G,G,6,4,N,3,1,57,0582316,570582316,3,6,97,1,0,0,0,0,0,0,0,0,6,0,5,12,0,0,0,0
17,170155,2,1,1,27,2,7,0,14,0,2,0,17,6,41,51,41051,4,2015,3MZBM1V76FM1,3,M,Z,B,M,1,V,7,6,F,M,1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1
17,170164,2,1,0,5,3,13,20,8,0,3,0,17,6,34,35,34035,4,2010,WBASN4C55AC2,W,B,A,S,N,4,C,5,5,A,C,2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,8,2,12,0,0,0,0
17,170164,3,1,0,5,3,13,20,8,0,3,0,17,6,59,35,59035,4,2006,JTHCK2626650,J,T,H,C,K,2,6,2,6,6,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,99,8,2,12,0,0,0,0
17,170233,2,1,0,1,5,15,30,14,0,2,0,17,6,37,32,37032,4,2002,1HGCG32462A0,1,H,G,C,G,3,2,4,6,2,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,1,8,5,12,0,0,0,0
17,170265,2,1,1,9,4,3,13,30,0,2,0,17,6,49,472,49472,30,2013,5TFUU4EN6DX0,5,T,F,U,U,4,E,N,6,D,X,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,8,5,12,0,0,0,0
17,170301,2,1,0,27,4,0,45,8,0,2,0,17,6,32,401,32401,14,2007,WA1BY74LX7D0,W,A,1,B,Y,7,4,L,X,7,D,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,12,8,5,12,0,0,0,0
