STATE,ST_CASE,VEH_NO,MDAREAS
4,40295,1,10
4,40295,1,11
4,40295,1,12
4,40295,1,13
4,40295,1,14
4,40296,1,1
4,40296,1,2
4,40296,1,3
4,40296,1,4
4,40296,1,5
4,40296,1,6
4,40296,1,7
4,40296,1,8
4,40296,1,9
4,40296,1,10
4,40296,1,11
4,40296,1,12
4,40296,1,13
4,40296,1,14
4,40296,2,4
4,40296,2,5
4,40296,2,6
4,40296,2,7
4,40296,2,8
4,40297,1,1
4,40297,1,2
4,40297,1,3
4,40297,1,4
4,40297,1,5
4,40297,1,6
4,40297,1,7
4,40297,1,8
4,40297,1,9
4,40297,1,10
4,40297,1,11
4,40297,1,12
4,40297,1,13
4,40297,1,14
4,40298,1,15
4,40299,1,1
4,40299,1,2
4,40299,1,3
4,40299,1,4
4,40299,1,5
4,40299,1,6
4,40299,1,7
4,40299,1,8
4,40299,1,9
4,40299,1,10
4,40299,1,11
4,40299,1,12
4,40299,1,13
4,40299,1,14
4,40300,1,1
4,40300,1,2
4,40300,1,10
4,40300,1,11
4,40300,1,12
4,40300,2,4
4,40300,2,5
4,40300,2,6
4,40300,2,7
4,40300,2,8
4,40301,1,1
4,40301,1,2
4,40301,1,10
4,40301,1,11
4,40301,1,12
4,40302,1,1
4,40302,1,2
4,40302,1,3
4,40302,1,4
4,40302,1,5
4,40302,1,6
4,40302,1,7
4,40302,1,8
4,40302,1,9
4,40302,1,10
4,40302,1,11
4,40302,1,12
4,40302,1,13
4,40302,1,14
4,40303,1,12
4,40304,1,1
4,40304,1,2
4,40304,1,3
4,40304,1,4
4,40304,1,5
4,40304,1,6
4,40304,1,7
4,40304,1,8
4,40304,1,9
4,40304,1,10
4,40304,1,11
4,40304,1,12
4,40304,1,13
4,40304,1,14
4,40305,1,1
4,40305,1,2
4,40305,1,7
4,40305,1,8
4,40305,1,9
4,40305,1,10
4,40305,1,11
4,40305,1,12
4,40306,1,1
4,40306,1,2
4,40306,1,3
4,40306,1,4
4,40306,1,5
4,40306,1,6
4,40306,1,7
4,40306,1,8
4,40306,1,9
4,40306,1,10
4,40306,1,11
4,40306,1,12
4,40306,1,13
4,40306,1,14
4,40306,2,1
4,40306,2,2
4,40306,2,10
4,40306,2,11
4,40306,2,12
4,40307,1,99
4,40308,1,1
4,40308,1,2
4,40308,1,3
4,40308,1,4
4,40308,1,5
4,40308,1,11
4,40309,1,7
4,40309,1,8
4,40309,1,9
4,40309,1,10
4,40309,1,11
4,40310,1,1
4,40310,1,2
4,40310,1,7
4,40310,1,8
4,40310,1,9
4,40310,1,10
4,40310,1,11
4,40310,1,12
4,40310,2,1
4,40310,2,2
4,40310,2,3
4,40310,2,4
4,40310,2,5
4,40310,2,10
4,40310,2,11
4,40310,2,12
4,40311,1,1
4,40311,1,2
4,40311,1,10
4,40311,1,11
4,40311,1,12
4,40311,2,1
4,40311,2,2
4,40311,2,10
4,40311,2,11
4,40311,2,12
4,40312,1,12
4,40313,1,1
4,40313,1,2
4,40313,1,3
4,40313,1,13
4,40314,1,1
4,40314,1,2
4,40314,1,3
4,40314,1,4
4,40314,1,5
4,40314,2,10
4,40314,2,11
4,40314,2,12
4,40315,1,99
4,40317,1,9
4,40317,1,10
4,40317,1,11
4,40317,2,12
4,40318,1,10
4,40318,1,11
4,40318,1,12
4,40318,2,4
4,40318,2,5
4,40318,2,6
4,40318,2,7
4,40318,2,8
4,40319,1,1
4,40319,1,2
4,40319,1,3
4,40319,1,4
4,40319,1,5
4,40319,1,6
4,40319,1,7
4,40319,1,8
4,40319,1,9
4,40319,1,10
4,40319,1,11
4,40319,1,12
4,40319,1,13
4,40319,1,14
4,40320,1,10
4,40320,1,11
4,40320,1,12
4,40321,1,1
4,40321,1,2
4,40321,1,10
4,40321,1,11
4,40321,1,12
4,40322,1,99
4,40323,1,1
4,40323,1,2
4,40323,1,3
4,40323,1,4
4,40323,1,5
4,40323,1,6
4,40323,1,7
4,40323,1,8
4,40323,1,9
4,40323,1,10
4,40323,1,11
4,40323,1,12
4,40323,1,13
4,40323,1,14
4,40324,1,12
4,40324,2,99
4,40325,1,12
4,40325,2,1
4,40325,2,2
4,40325,2,3
4,40325,2,4
4,40325,2,5
4,40325,2,6
4,40325,2,7
4,40325,2,8
4,40325,2,9
4,40325,2,10
4,40325,2,11
4,40325,2,12
4,40325,2,13
4,40325,2,14
4,40326,1,1
4,40326,1,2
4,40326,1,3
4,40326,1,4
4,40326,1,5
4,40326,1,6
4,40326,1,7
4,40326,1,8
4,40326,1,9
4,40326,1,10
4,40326,1,11
4,40326,1,12
4,40326,1,13
4,40326,1,14
4,40327,1,12
4,40328,1,1
4,40328,1,2
4,40328,1,3
4,40328,1,4
4,40328,1,5
4,40328,1,6
4,40328,1,7
4,40328,1,8
4,40328,1,9
4,40328,1,10
4,40328,1,11
4,40328,1,12
4,40328,1,13
4,40328,1,14
4,40329,1,12
4,40329,1,14
4,40330,1,1
4,40330,1,2
4,40330,1,3
4,40330,1,4
4,40330,1,5
4,40330,2,12
4,40331,1,1
4,40331,1,2
4,40331,1,3
4,40331,1,9
4,40331,1,10
4,40331,1,11
4,40331,1,12
4,40331,1,14
4,40332,1,7
4,40332,1,8
4,40332,1,9
4,40332,1,10
4,40332,1,11
4,40332,1,12
4,40332,2,4
4,40332,2,5
4,40332,2,6
4,40333,1,99
4,40334,1,1
4,40334,1,2
4,40334,1,12
4,40334,2,1
4,40334,2,2
4,40334,2,3
4,40334,2,4
4,40334,2,5
4,40334,2,7
4,40334,2,8
4,40335,1,3
4,40335,1,4
4,40335,1,5
4,40335,2,12
4,40336,1,99
4,40337,1,99
4,40337,2,4
4,40337,2,5
4,40338,1,99
4,40338,2,99
4,40339,1,1
4,40339,1,2
4,40339,1,3
4,40339,1,12
4,40340,1,12
4,40340,2,7
4,40340,2,8
4,40340,2,9
4,40340,3,11
4,40340,4,12
4,40341,1,1
4,40341,1,2
4,40341,1,3
4,40341,1,4
4,40341,1,5
4,40341,1,6
4,40341,1,7
4,40341,1,8
4,40341,1,9
4,40341,1,10
4,40341,1,11
4,40341,1,12
4,40341,1,13
4,40341,1,14
4,40341,2,1
4,40341,2,2
4,40341,2,3
4,40341,2,4
4,40341,2,5
4,40341,2,6
4,40341,2,7
4,40341,2,8
4,40341,2,9
4,40341,2,10
4,40341,2,11
4,40341,2,12
4,40341,2,13
4,40341,2,14
4,40342,1,99
4,40343,1,1
4,40343,1,2
4,40343,1,3
4,40343,1,4
4,40343,1,5
4,40343,1,6
4,40343,1,7
4,40343,1,8
4,40343,1,9
4,40343,1,10
4,40343,1,11
4,40343,1,12
4,40343,1,13
4,40343,1,14
4,40344,1,6
4,40344,1,10
4,40344,1,11
4,40344,1,12
4,40344,2,9
4,40344,2,10
4,40344,2,11
4,40344,2,12
4,40344,2,14
4,40344,3,1
4,40344,3,2
4,40344,3,10
4,40344,3,11
4,40344,3,12
4,40345,1,1
4,40345,1,2
4,40345,1,12
4,40346,1,8
4,40346,1,9
4,40346,1,10
4,40346,1,11
4,40346,1,12
4,40348,1,99
4,40349,1,1
4,40349,1,2
4,40349,1,3
4,40349,1,4
4,40349,1,5
4,40349,1,6
4,40349,1,7
4,40349,1,8
4,40349,1,9
4,40349,1,10
4,40349,1,11
4,40349,1,12
4,40349,1,13
4,40349,1,14
4,40350,1,99
4,40350,2,99
4,40351,1,10
4,40351,1,11
4,40351,2,10
4,40351,2,11
4,40352,1,99
4,40353,1,99
4,40354,1,1
4,40354,1,2
4,40354,1,3
4,40354,1,4
4,40354,1,8
4,40354,1,9
4,40354,1,10
4,40354,2,1
4,40354,2,2
4,40354,2,10
4,40354,2,11
4,40354,2,12
4,40354,3,9
4,40354,3,10
4,40354,3,11
4,40354,3,12
4,40355,1,1
4,40355,1,2
4,40355,1,12
4,40355,2,1
4,40355,2,2
4,40355,2,10
4,40355,2,11
4,40355,2,12
4,40356,1,1
4,40356,1,2
4,40356,1,3
4,40356,1,4
4,40356,1,5
4,40356,1,6
4,40356,1,7
4,40356,1,8
4,40356,1,9
4,40356,1,10
4,40356,1,11
4,40356,1,12
4,40356,1,13
4,40356,1,14
4,40357,1,1
4,40357,1,2
4,40357,1,12
4,40357,2,1
4,40357,2,2
4,40357,2,3
4,40357,2,4
4,40357,2,5
4,40357,2,6
4,40357,2,7
4,40357,2,8
4,40357,2,9
4,40357,2,10
4,40357,2,11
4,40357,2,12
4,40357,2,13
4,40357,2,14
4,40358,1,12
4,40359,1,1
4,40359,1,2
4,40359,1,3
4,40359,1,4
4,40359,1,5
4,40359,1,6
4,40359,1,7
4,40359,1,8
4,40359,1,9
4,40359,1,10
4,40359,1,11
4,40359,1,12
4,40359,1,13
4,40359,1,14
4,40359,2,1
4,40359,2,2
4,40359,2,3
4,40359,2,4
4,40359,2,5
4,40359,2,6
4,40359,2,7
4,40359,2,8
4,40359,2,9
4,40359,2,10
4,40359,2,11
4,40359,2,12
4,40359,2,13
4,40359,2,14
4,40360,1,1
4,40360,1,2
4,40360,1,12
4,40360,2,1
4,40360,2,2
4,40360,2,3
4,40360,2,4
4,40360,2,5
4,40360,2,6
4,40360,2,7
4,40360,2,8
4,40360,2,9
4,40360,2,10
4,40360,2,11
4,40360,2,12
4,40360,2,13
4,40360,2,14
4,40360,3,14
4,40361,1,10
4,40361,1,11
4,40361,1,12
4,40362,1,1
4,40362,1,2
4,40362,1,3
4,40362,1,4
4,40362,1,5
4,40362,1,6
4,40362,1,7
4,40362,1,8
4,40362,1,9
4,40362,1,10
4,40362,1,11
4,40362,1,12
4,40362,1,13
4,40362,1,14
4,40363,1,12
4,40364,1,1
4,40364,1,2
4,40364,1,3
4,40364,1,4
4,40364,1,5
4,40364,1,6
4,40364,1,7
4,40364,1,8
4,40364,1,9
4,40364,1,10
4,40364,1,11
4,40364,1,12
4,40364,1,13
4,40364,1,14
4,40364,2,1
4,40364,2,2
4,40364,2,3
4,40364,2,4
4,40364,2,5
4,40364,2,6
4,40364,2,7
4,40364,2,8
4,40364,2,9
4,40364,2,10
4,40364,2,11
4,40364,2,12
4,40364,2,13
4,40364,2,14
4,40365,1,1
4,40365,1,2
4,40365,1,10
4,40365,1,11
4,40365,1,12
4,40365,2,1
4,40365,2,2
4,40365,2,10
4,40365,2,11
4,40365,2,12
4,40366,1,10
4,40366,1,11
4,40366,1,12
4,40367,1,3
4,40367,1,4
4,40367,1,5
4,40367,2,1
4,40367,2,2
4,40367,2,3
4,40367,2,4
4,40367,2,5
4,40367,2,6
4,40367,2,7
4,40367,2,8
4,40367,2,9
4,40367,2,10
4,40367,2,11
4,40367,2,12
4,40367,2,13
4,40367,2,14
4,40368,1,1
4,40368,1,2
4,40368,1,3
4,40368,1,4
4,40368,1,5
4,40368,1,12
4,40368,1,13
4,40369,1,1
4,40369,1,2
4,40369,1,3
4,40370,1,4
4,40370,2,1
4,40370,2,2
4,40370,2,10
4,40370,2,11
4,40370,2,12
4,40371,1,3
4,40371,1,7
4,40371,1,8
4,40371,1,9
4,40371,1,12
4,40372,1,1
4,40372,1,2
4,40372,1,3
4,40372,1,4
4,40372,1,5
4,40372,1,6
4,40372,1,7
4,40372,1,8
4,40372,1,9
4,40372,1,10
4,40372,1,11
4,40372,1,12
4,40372,1,13
4,40372,1,14
4,40373,1,1
4,40373,1,2
4,40373,1,6
4,40373,1,10
4,40373,1,11
4,40373,1,12
4,40374,1,7
4,40374,1,8
4,40374,1,9
4,40374,1,10
4,40374,1,11
4,40375,1,1
4,40375,1,2
4,40375,1,3
4,40375,1,4
4,40375,1,5
4,40375,1,6
4,40375,1,7
4,40375,1,8
4,40375,1,9
4,40375,1,10
4,40375,1,11
4,40375,1,12
4,40375,1,13
4,40375,1,14
4,40376,1,1
4,40376,1,2
4,40376,1,3
4,40376,1,4
4,40376,1,5
4,40376,1,6
4,40376,1,7
4,40376,1,8
4,40376,1,9
4,40376,1,10
4,40376,1,11
4,40376,1,12
4,40376,1,13
4,40376,1,14
4,40377,1,8
4,40377,1,9
4,40377,1,10
4,40377,1,11
4,40377,1,13
4,40377,2,1
4,40377,2,2
4,40377,2,10
4,40377,2,11
4,40377,2,12
4,40378,1,1
4,40378,1,2
4,40378,1,3
4,40378,1,4
4,40378,1,5
4,40378,1,6
4,40378,1,7
4,40378,1,8
4,40378,1,9
4,40378,1,10
4,40378,1,11
4,40378,1,12
4,40378,1,13
4,40378,1,14
4,40379,1,7
4,40379,1,8
4,40379,1,9
4,40379,1,10
4,40379,1,11
4,40379,2,1
4,40379,2,2
4,40379,2,10
4,40379,2,11
4,40379,2,12
4,40380,1,1
4,40380,1,2
4,40380,1,12
4,40380,2,4
4,40380,2,5
4,40380,2,6
4,40381,1,10
4,40381,1,11
4,40381,1,12
4,40381,2,6
4,40382,1,1
4,40382,1,2
4,40382,1,3
4,40382,1,4
4,40382,1,5
4,40382,1,6
4,40382,1,7
4,40382,1,8
4,40382,1,9
4,40382,1,10
4,40382,1,11
4,40382,1,12
4,40382,1,13
4,40382,1,14
4,40383,1,10
4,40383,1,11
4,40383,1,12
4,40384,1,1
4,40384,1,2
4,40384,1,3
4,40384,1,4
4,40384,1,5
4,40384,1,6
4,40384,1,7
4,40384,1,8
4,40384,1,9
4,40384,1,10
4,40384,1,11
4,40384,1,12
4,40384,1,13
4,40384,1,14
4,40384,2,12
4,40384,3,4
4,40384,3,5
4,40385,1,9
4,40385,1,12
4,40385,2,12
4,40385,3,6
4,40386,1,1
4,40386,1,2
4,40386,1,12
4,40387,1,12
4,40388,1,1
4,40388,1,2
4,40388,1,3
4,40388,1,4
4,40388,1,5
4,40388,1,6
4,40388,1,7
4,40388,1,8
4,40388,1,9
4,40388,1,10
4,40388,1,11
4,40388,1,12
4,40388,1,13
4,40388,1,14
4,40389,1,1
4,40389,1,2
4,40389,1,3
4,40389,1,4
4,40389,1,5
4,40389,1,6
4,40389,1,7
4,40389,1,8
4,40389,1,9
4,40389,1,10
4,40389,1,11
4,40389,1,12
4,40389,1,13
4,40389,1,14
4,40390,1,99
4,40391,1,99
4,40392,1,1
4,40392,1,2
4,40392,1,3
4,40392,1,4
4,40392,1,5
4,40392,1,6
4,40392,1,7
4,40392,1,8
4,40392,1,9
4,40392,1,10
4,40392,1,11
4,40392,1,12
4,40392,1,13
4,40392,1,14
4,40393,1,1
4,40393,1,2
4,40393,1,3
4,40393,1,4
4,40393,1,5
4,40393,1,6
4,40393,1,7
4,40393,1,8
4,40393,1,9
4,40393,1,10
4,40393,1,11
4,40393,1,12
4,40393,1,13
4,40393,1,14
4,40394,1,10
4,40394,1,11
4,40394,1,12
4,40394,2,9
4,40394,2,10
4,40394,2,11
4,40394,2,12
4,40395,1,9
4,40395,2,10
4,40395,2,11
4,40395,2,12
4,40396,1,1
4,40396,1,2
4,40396,1,3
4,40396,1,4
4,40396,1,5
4,40396,1,7
4,40396,1,8
4,40396,1,9
4,40396,1,10
4,40396,1,11
4,40396,1,12
4,40396,1,13
4,40396,2,1
4,40396,2,2
4,40396,2,10
4,40396,2,11
4,40396,2,12
4,40397,1,12
4,40397,2,14
4,40398,1,4
4,40398,2,12
4,40399,1,99
4,40400,1,15
4,40401,1,12
4,40401,1,14
4,40402,1,3
4,40402,2,12
4,40403,1,12
4,40403,2,99
4,40404,1,12
4,40405,1,12
4,40405,2,1
4,40405,2,2
4,40405,2,7
4,40405,2,8
4,40405,2,9
4,40405,2,10
4,40405,2,11
4,40405,2,12
4,40405,3,7
4,40405,3,8
4,40405,3,9
4,40406,1,99
4,40407,1,1
4,40407,1,2
4,40407,1,10
4,40407,1,11
4,40407,1,12
4,40407,2,1
4,40407,2,2
4,40407,2,10
4,40407,2,11
4,40407,2,12
4,40407,2,13
4,40409,1,9
4,40409,1,10
4,40409,1,11
4,40409,1,12
4,40410,1,12
4,40411,1,12
4,40412,1,99
4,40413,1,1
4,40413,1,2
4,40413,1,3
4,40413,1,4
4,40413,1,5
4,40413,2,12
4,40413,2,13
4,40414,1,99
4,40414,2,6
4,40415,1,12
4,40416,1,99
4,40417,1,12
4,40417,1,13
4,40418,1,1
4,40418,1,2
4,40418,1,3
4,40418,1,9
4,40418,1,10
4,40418,1,11
4,40418,1,12
4,40418,1,13
4,40418,1,14
4,40418,2,4
4,40418,2,5
4,40418,2,6
4,40418,2,7
4,40418,2,8
4,40418,2,14
4,40419,1,12
4,40420,1,12
4,40421,1,1
4,40421,1,2
4,40421,1,10
4,40421,1,11
4,40421,1,12
4,40421,2,1
4,40421,2,2
4,40421,2,10
4,40421,2,11
4,40421,2,12
4,40422,1,12
4,40422,2,1
4,40422,2,2
4,40422,2,3
4,40422,2,4
4,40422,2,5
4,40423,1,1
4,40423,1,2
4,40423,1,3
4,40423,1,4
4,40423,1,5
4,40423,1,6
4,40423,1,7
4,40423,1,8
4,40423,1,9
4,40423,1,10
4,40423,1,11
4,40423,1,12
4,40423,1,13
4,40423,1,14
4,40424,1,1
4,40424,1,2
4,40424,1,3
4,40424,1,4
4,40424,1,5
4,40424,1,6
4,40424,1,7
4,40424,1,8
4,40424,1,9
4,40424,1,10
4,40424,1,11
4,40424,1,12
4,40424,1,13
4,40424,1,14
4,40424,2,7
4,40424,2,8
4,40424,2,9
4,40424,2,10
4,40424,2,11
4,40424,2,12
4,40424,3,99
4,40425,1,3
4,40425,1,12
4,40426,1,99
4,40427,1,7
4,40427,1,8
4,40427,1,10
4,40427,1,11
4,40427,1,12
4,40427,2,3
4,40427,2,4
4,40427,2,5
4,40427,2,13
4,40427,3,10
4,40427,3,11
4,40428,1,1
4,40428,1,2
4,40428,1,3
4,40428,1,4
4,40428,1,5
4,40428,1,6
4,40428,1,7
4,40428,1,8
4,40428,1,9
4,40428,1,10
4,40428,1,11
4,40428,1,12
4,40428,1,13
4,40428,1,14
4,40429,1,4
4,40429,1,5
4,40429,1,12
4,40429,2,7
4,40429,2,8
4,40429,2,10
4,40429,2,11
4,40430,1,1
4,40430,1,2
4,40430,1,3
4,40430,1,4
4,40430,1,5
4,40430,1,6
4,40430,1,7
4,40430,1,8
4,40430,1,9
4,40430,1,10
4,40430,1,11
4,40430,1,12
4,40430,1,13
4,40430,1,14
4,40431,1,1
4,40431,1,2
4,40431,1,3
4,40431,1,4
4,40431,1,5
4,40431,1,6
4,40431,1,7
4,40431,1,8
4,40431,1,9
4,40431,1,10
4,40431,1,11
4,40431,1,12
4,40431,1,13
4,40431,1,14
4,40432,1,7
4,40432,1,8
4,40432,1,9
4,40432,1,10
4,40432,1,11
4,40433,1,1
4,40433,1,2
4,40433,1,3
4,40433,1,4
4,40433,1,5
4,40433,1,13
4,40434,1,1
4,40434,1,2
4,40434,1,3
4,40434,1,4
4,40434,1,5
4,40434,1,6
4,40434,1,7
4,40434,1,8
4,40434,1,9
4,40434,1,10
4,40434,1,11
4,40434,1,12
4,40434,1,13
4,40434,1,14
4,40434,2,4
4,40434,2,5
4,40434,2,6
4,40434,2,7
4,40434,2,8
4,40435,1,1
4,40435,1,2
4,40435,1,3
4,40435,1,4
4,40435,1,5
4,40435,1,6
4,40435,1,7
4,40435,1,8
4,40435,1,9
4,40435,1,10
4,40435,1,11
4,40435,1,12
4,40435,1,13
4,40435,1,14
4,40435,2,1
4,40435,2,4
4,40435,2,5
4,40435,2,6
4,40435,2,7
4,40435,2,8
4,40435,2,11
4,40435,2,12
4,40435,3,1
4,40435,3,5
4,40435,3,6
4,40435,3,7
4,40435,3,11
4,40435,3,12
4,40435,4,5
4,40435,4,6
4,40435,4,7
4,40436,1,1
4,40436,1,2
4,40437,1,1
4,40437,1,2
4,40437,1,3
4,40437,1,4
4,40437,1,5
4,40437,1,6
4,40437,1,7
4,40437,1,8
4,40437,1,9
4,40437,1,10
4,40437,1,11
4,40437,1,12
4,40437,1,13
4,40437,1,14
4,40438,1,10
4,40438,1,11
4,40438,1,12
4,40438,2,1
4,40438,2,2
4,40438,2,3
4,40438,2,4
4,40438,2,5
4,40438,2,6
4,40438,2,7
4,40438,2,8
4,40438,2,9
4,40438,2,10
4,40438,2,11
4,40438,2,12
4,40438,2,13
4,40438,2,14
4,40439,1,10
4,40439,1,11
4,40439,1,12
4,40440,1,1
4,40440,1,2
4,40440,1,3
4,40440,1,4
4,40440,1,5
4,40440,1,6
4,40440,1,7
4,40440,1,8
4,40440,1,9
4,40440,1,10
4,40440,1,11
4,40440,1,12
4,40440,1,13
4,40440,1,14
4,40441,1,1
4,40441,1,2
4,40441,1,3
4,40441,1,4
4,40441,1,5
4,40441,1,6
4,40441,1,7
4,40441,1,8
4,40441,1,9
4,40441,1,10
4,40441,1,11
4,40441,1,12
4,40441,1,13
4,40441,1,14
4,40442,1,12
4,40443,1,1
4,40443,1,2
4,40443,1,3
4,40443,1,4
4,40443,1,5
4,40443,1,6
4,40443,1,7
4,40443,1,8
4,40443,1,9
4,40443,1,10
4,40443,1,11
4,40443,1,12
4,40443,1,13
4,40443,1,14
4,40444,1,1
4,40444,1,2
4,40444,1,3
4,40444,1,4
4,40444,1,5
4,40444,1,6
4,40444,1,7
4,40444,1,8
4,40444,1,9
4,40444,1,10
4,40444,1,11
4,40444,1,12
4,40444,1,13
4,40444,1,14
4,40445,1,1
4,40445,1,2
4,40445,1,3
4,40445,1,4
4,40445,1,5
4,40445,1,6
4,40445,1,7
4,40445,1,8
4,40445,1,9
4,40445,1,10
4,40445,1,11
4,40445,1,12
4,40445,1,13
4,40445,1,14
4,40445,2,10
4,40445,2,11
4,40446,1,7
4,40446,1,8
4,40446,1,9
4,40446,2,1
4,40446,2,2
4,40446,2,10
4,40446,2,11
4,40446,2,12
4,40447,1,1
4,40447,1,2
4,40447,1,3
4,40447,1,4
4,40447,1,5
4,40447,1,12
4,40448,1,1
4,40448,1,2
4,40448,1,3
4,40448,1,4
4,40448,1,5
4,40448,1,6
4,40448,1,7
4,40448,1,8
4,40448,1,9
4,40448,1,10
4,40448,1,11
4,40448,1,12
4,40448,1,13
4,40448,1,14
4,40449,1,1
4,40449,1,2
4,40449,1,12
4,40449,2,10
4,40449,2,11
4,40449,2,12
4,40450,1,1
4,40450,1,2
4,40450,1,3
4,40450,1,4
4,40450,1,5
4,40450,1,6
4,40450,1,7
4,40450,1,8
4,40450,1,9
4,40450,1,10
4,40450,1,11
4,40450,1,12
4,40450,1,13
4,40450,1,14
4,40451,1,10
4,40451,1,11
4,40451,1,12
4,40451,2,1
4,40451,2,2
4,40451,2,3
4,40451,2,4
4,40451,2,5
4,40451,2,6
4,40451,2,7
4,40451,2,8
4,40451,2,9
4,40451,2,10
4,40451,2,11
4,40451,2,12
4,40451,2,13
4,40451,2,14
4,40452,1,7
4,40452,1,8
4,40452,1,9
4,40452,1,13
4,40452,1,14
4,40452,2,10
4,40452,2,11
4,40452,2,12
4,40454,1,1
4,40454,1,2
4,40454,1,3
4,40454,1,4
4,40454,1,6
4,40454,1,7
4,40454,1,8
4,40454,1,9
4,40454,1,10
4,40454,1,11
4,40454,1,12
4,40454,1,14
4,40455,1,1
4,40455,1,11
4,40455,1,12
4,40455,2,4
4,40455,2,5
4,40455,2,6
4,40455,2,7
4,40455,2,8
4,40456,1,1
4,40456,1,2
4,40456,1,7
4,40456,1,8
4,40456,1,9
4,40456,1,10
4,40456,1,11
4,40456,1,12
4,40456,1,13
4,40456,1,14
4,40456,2,1
4,40456,2,2
4,40456,2,7
4,40456,2,8
4,40456,2,9
4,40456,2,10
4,40456,2,11
4,40456,2,12
4,40456,2,13
4,40456,2,14
4,40457,1,1
4,40457,1,2
4,40457,1,3
4,40457,1,4
4,40457,1,5
4,40457,1,6
4,40457,1,7
4,40457,1,8
4,40457,1,9
4,40457,1,10
4,40457,1,11
4,40457,1,12
4,40457,1,13
4,40457,1,14
4,40458,1,1
4,40458,1,2
4,40458,1,10
4,40458,1,11
4,40458,1,12
4,40459,1,1
4,40459,1,2
4,40459,1,3
4,40459,1,4
4,40459,1,5
4,40459,1,6
4,40459,1,7
4,40459,1,8
4,40459,1,9
4,40459,1,10
4,40459,1,11
4,40459,1,12
4,40459,1,13
4,40459,1,14
4,40460,1,10
4,40460,1,11
4,40460,1,12
4,40461,1,1
4,40461,1,2
4,40461,1,3
4,40461,1,4
4,40461,1,5
4,40461,1,6
4,40461,1,7
4,40461,1,8
4,40461,1,9
4,40461,1,10
4,40461,1,11
4,40461,1,12
4,40461,1,13
4,40461,1,14
4,40462,1,12
4,40463,1,1
4,40463,1,2
4,40463,1,3
4,40463,1,4
4,40463,1,5
4,40463,1,7
4,40463,1,8
4,40463,1,9
4,40463,1,10
4,40463,1,11
4,40463,1,12
4,40463,2,1
4,40463,2,2
4,40463,2,10
4,40463,2,11
4,40463,2,12
4,40463,3,1
4,40463,3,2
4,40463,3,3
4,40463,3,4
4,40463,3,5
4,40463,3,12
4,40463,4,1
4,40463,4,2
4,40463,4,3
4,40463,4,4
4,40463,4,12
4,40464,1,99
4,40465,1,12
4,40466,1,9
4,40466,1,10
4,40466,1,11
4,40466,1,12
4,40466,1,13
4,40467,1,1
4,40467,1,2
4,40467,1,3
4,40467,1,4
4,40467,1,5
4,40467,1,6
4,40467,1,7
4,40467,1,8
4,40467,1,9
4,40467,1,10
4,40467,1,11
4,40467,1,12
4,40467,1,13
4,40467,1,14
4,40467,2,1
4,40467,2,2
4,40467,2,3
4,40467,2,4
4,40467,2,5
4,40467,2,6
4,40467,2,7
4,40467,2,8
4,40467,2,9
4,40467,2,10
4,40467,2,11
4,40467,2,12
4,40467,2,13
4,40467,2,14
4,40468,1,1
4,40468,1,2
4,40468,1,3
4,40468,1,4
4,40468,1,5
4,40468,1,6
4,40468,1,7
4,40468,1,8
4,40468,1,9
4,40468,1,10
4,40468,1,11
4,40468,1,12
4,40468,1,13
4,40468,1,14
4,40469,1,99
4,40470,1,7
4,40470,1,8
4,40470,1,9
4,40470,1,10
4,40470,1,11
4,40470,1,12
4,40470,2,1
4,40470,2,2
4,40470,2,10
4,40470,2,11
4,40470,2,12
4,40471,1,99
4,40472,1,1
4,40472,1,2
4,40472,1,10
4,40472,1,11
4,40472,1,12
4,40472,2,9
4,40472,2,10
4,40472,2,11
4,40473,1,99
4,40474,1,12
4,40474,2,12
4,40476,1,15
4,40477,1,99
4,40478,1,99
4,40479,1,99
4,40480,1,1
4,40480,1,2
4,40480,1,3
4,40480,1,4
4,40480,1,5
4,40480,1,6
4,40480,1,7
4,40480,1,8
4,40480,1,9
4,40480,1,10
4,40480,1,11
4,40480,1,12
4,40480,1,13
4,40480,1,14
4,40481,1,1
4,40481,1,2
4,40482,1,6
4,40483,1,1
4,40483,1,2
4,40483,1,10
4,40483,1,11
4,40483,1,12
4,40483,2,1
4,40483,2,2
4,40483,2,10
4,40483,2,11
4,40483,2,12
4,40484,1,99
4,40485,1,1
4,40485,1,2
4,40485,1,3
4,40485,1,4
4,40485,1,5
4,40485,1,6
4,40485,1,7
4,40485,1,8
4,40485,1,9
4,40485,1,10
4,40485,1,11
4,40485,1,12
4,40485,1,13
4,40485,1,14
4,40486,1,15
4,40487,1,12
4,40487,2,12
4,40488,1,99
4,40488,2,99
4,40489,1,1
4,40489,1,2
4,40489,1,3
4,40489,1,6
4,40489,1,9
4,40489,1,10
4,40489,1,11
4,40489,1,12
4,40489,1,14
4,40490,1,12
4,40491,1,1
4,40491,1,2
4,40491,1,3
4,40491,1,4
4,40491,1,9
4,40491,1,10
4,40491,1,11
4,40491,1,12
4,40491,2,12
4,40492,1,99
4,40492,2,15
4,40493,1,1
4,40493,1,2
4,40493,1,3
4,40493,1,4
4,40493,1,5
4,40493,1,6
4,40493,1,10
4,40493,1,11
4,40493,1,12
4,40494,1,1
4,40494,1,2
4,40494,1,3
4,40494,1,4
4,40494,1,5
4,40494,1,6
4,40494,1,7
4,40494,1,8
4,40494,1,9
4,40494,1,10
