YEAR,ST_CASE,VEH_NO,A_BODY,A_IMP1,A_IMP2,A_VROLL,A_LIC_S,A_LIC_C,A_CDL_S,A_MC_L_S,A_SPVEH,A_SBUS,A_MOD_YR,A_DRDIS,A_DRDRO
2015,122075,2,1,2,0,2,1,1,2,4,2,3,1997,2,2
2015,122076,1,1,3,0,2,1,1,2,4,2,3,2010,1,2
2015,122076,2,7,2,0,2,4,1,2,1,2,3,2011,2,2
2015,122077,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122078,1,1,2,0,1,1,1,2,4,2,3,2005,2,2
2015,122079,1,1,3,0,2,1,1,2,4,2,3,2008,2,2
2015,122079,2,7,2,0,2,4,2,2,2,2,3,2004,1,2
2015,122080,1,1,2,0,2,1,1,2,4,1,3,2006,2,2
2015,122081,1,7,2,0,2,4,1,2,1,2,3,2014,2,2
2015,122081,2,1,4,0,2,1,1,2,4,2,3,2011,2,2
2015,122082,1,1,2,0,2,1,1,2,4,2,3,2014,2,2
2015,122083,1,3,2,0,2,3,3,3,4,2,3,2002,2,2
2015,122084,1,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,122085,1,2,2,0,2,1,1,2,4,2,3,2001,2,2
2015,122086,1,1,2,0,2,1,1,2,4,1,3,2000,2,2
2015,122087,1,1,1,0,1,1,1,2,4,2,3,1984,2,2
2015,122088,1,1,2,0,2,1,1,1,4,2,3,2006,2,2
2015,122088,2,6,2,0,2,1,1,1,4,2,3,2004,2,2
2015,122089,1,1,2,0,2,1,1,2,4,1,3,2008,2,2
2015,122091,1,3,7,0,1,1,1,1,4,2,3,2004,2,2
2015,122092,1,3,2,0,2,1,1,2,4,2,3,2015,1,2
2015,122092,2,1,4,0,2,1,1,2,4,2,3,2001,2,2
2015,122092,3,3,4,0,2,1,1,2,4,2,3,2008,2,2
2015,122093,1,7,2,0,2,4,2,2,2,1,3,2000,2,2
2015,122093,2,1,5,0,2,1,1,2,4,2,3,2001,2,2
2015,122094,1,1,2,0,2,1,1,2,4,2,3,2010,2,2
2015,122095,1,2,5,0,2,1,1,2,4,2,3,1987,2,2
2015,122096,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122096,2,3,2,0,1,1,1,1,4,2,3,1994,2,2
2015,122097,1,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122098,1,3,3,0,2,1,1,2,4,2,3,2010,2,2
2015,122098,2,7,2,0,2,4,1,2,1,2,3,2001,2,2
2015,122099,1,1,2,0,2,1,1,2,4,2,3,2011,2,2
2015,122100,1,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122100,2,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122101,1,4,2,0,2,1,1,2,4,2,3,1999,2,2
2015,122101,2,1,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122102,1,6,2,0,2,1,1,1,4,2,3,2016,2,2
2015,122102,2,2,4,0,2,1,1,2,4,2,3,2012,2,2
2015,122102,3,1,4,0,2,1,1,2,4,2,3,2014,2,2
2015,122103,1,3,1,0,1,1,1,2,4,2,3,1996,2,2
2015,122104,1,3,2,0,2,3,3,3,4,2,3,2005,2,2
2015,122104,2,3,2,0,2,1,1,2,4,2,3,2004,2,2
2015,122105,1,2,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122106,1,1,2,0,2,1,1,2,4,2,3,1997,2,2
2015,122107,1,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,122108,1,1,2,0,2,1,1,2,4,2,3,2016,2,2
2015,122109,1,9,7,0,2,3,3,3,4,2,3,9999,2,2
2015,122110,1,1,3,0,2,1,1,2,4,2,3,1997,2,2
2015,122110,2,1,2,0,2,1,1,1,4,2,3,2014,2,2
2015,122111,1,1,3,0,2,1,1,2,4,2,3,2007,2,2
2015,122111,2,3,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122111,3,3,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122112,1,2,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122113,1,1,4,0,2,1,1,2,4,2,3,2004,2,2
2015,122113,2,7,2,0,2,4,1,2,1,2,3,2004,2,2
2015,122114,1,1,5,0,2,2,2,2,4,2,3,2000,2,2
2015,122114,2,6,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122115,1,2,2,0,2,2,2,2,4,2,3,2011,2,2
2015,122115,2,7,2,0,2,4,1,2,1,2,3,1997,2,2
2015,122116,1,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122117,1,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,122117,2,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,122118,1,1,6,0,1,1,1,2,4,1,3,2000,2,2
2015,122119,1,6,2,0,2,1,1,1,4,2,3,2000,2,2
2015,122119,2,1,4,0,2,1,1,2,4,2,3,2009,2,2
2015,122119,3,2,4,0,2,1,1,2,4,2,3,2003,2,2
2015,122119,4,3,4,0,2,1,1,2,4,2,3,2002,2,2
2015,122120,1,2,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122121,1,3,1,0,1,1,1,2,4,1,3,2004,2,2
2015,122122,1,3,2,0,2,1,1,2,4,2,3,2011,2,2
2015,122123,1,7,2,0,2,4,1,2,1,2,3,2015,2,2
2015,122123,2,1,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122124,1,2,3,0,2,1,1,2,4,2,3,2009,2,2
2015,122124,2,1,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122125,1,1,3,0,2,2,2,2,4,2,3,2014,2,2
2015,122125,2,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122126,1,7,2,0,2,4,1,2,1,2,3,2011,2,2
2015,122126,2,1,4,0,2,1,1,2,4,2,3,2007,2,2
2015,122127,1,3,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122127,2,1,5,0,2,1,1,2,4,2,3,2004,2,2
2015,122128,1,1,5,0,2,1,1,2,4,2,3,2003,2,2
2015,122128,2,1,2,0,2,2,2,2,4,2,3,1999,2,2
2015,122129,1,4,2,0,2,1,1,2,4,2,3,2001,2,2
2015,122129,2,2,2,0,2,1,1,1,4,2,3,1997,2,2
2015,122130,1,1,2,0,1,1,1,2,4,2,3,2014,2,2
2015,122131,1,1,2,0,2,1,1,2,4,2,3,2004,2,2
2015,122131,2,1,2,0,2,1,1,2,4,2,3,2011,2,2
2015,122131,3,7,2,0,2,4,1,2,1,2,3,2010,2,2
2015,122132,1,7,2,0,2,4,1,2,1,1,3,2015,2,2
2015,122133,1,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122134,1,1,2,0,1,1,1,2,4,2,3,2005,2,2
2015,122136,1,7,2,0,2,4,1,2,1,1,3,2012,2,2
2015,122136,2,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122137,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122138,1,1,2,0,2,2,2,2,4,1,3,2008,2,2
2015,122139,1,3,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122139,2,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122139,3,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122140,1,1,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122140,2,1,5,0,2,1,1,2,4,2,3,2014,2,2
2015,122141,1,7,3,0,2,4,1,2,1,2,3,2014,2,2
2015,122142,1,1,2,0,1,1,1,2,4,2,3,2003,2,2
2015,122143,1,1,5,0,2,1,1,2,4,2,3,2005,2,2
2015,122143,2,3,2,0,2,1,1,2,4,2,3,2014,2,2
2015,122144,1,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122145,1,7,2,0,2,4,2,2,2,2,3,2016,2,2
2015,122146,1,2,3,0,2,1,1,2,4,2,3,2002,2,2
2015,122146,2,7,2,0,2,4,1,2,1,2,3,2003,2,2
2015,122147,1,3,2,0,2,1,1,2,4,2,3,1998,2,2
2015,122147,2,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122148,1,3,1,0,1,1,1,2,4,1,3,2004,2,2
2015,122149,1,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122149,2,3,2,0,2,1,1,2,4,2,3,1999,2,2
2015,122150,1,9,4,0,2,1,1,2,4,2,3,2000,2,2
2015,122150,2,3,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122151,1,2,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122151,3,6,2,0,2,1,1,1,4,2,3,2009,2,2
2015,122152,1,3,7,0,2,1,1,2,4,2,3,2001,2,2
2015,122152,2,7,1,0,2,4,1,1,1,2,3,2008,2,2
2015,122153,1,1,2,0,1,1,1,2,4,1,3,1997,2,2
2015,122154,1,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122155,1,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122155,2,1,4,0,2,1,1,2,4,2,3,2011,2,2
2015,122156,1,4,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122157,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122158,1,2,2,0,2,1,1,2,4,2,3,2011,2,2
2015,122159,1,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122161,1,7,2,0,2,4,2,2,2,2,3,2011,2,2
2015,122161,2,3,2,0,2,2,2,2,4,2,3,2007,2,2
2015,122162,1,2,2,0,2,1,1,2,4,2,3,1999,2,2
2015,122162,2,4,3,0,2,1,1,2,4,2,3,1998,2,2
2015,122163,1,7,5,0,2,4,1,2,1,1,3,2014,2,2
2015,122164,1,1,2,0,2,1,1,2,4,2,3,2014,2,2
2015,122164,2,1,2,0,1,1,1,2,4,2,3,2000,2,2
2015,122165,1,7,1,0,2,4,1,2,1,2,3,2014,2,2
2015,122166,1,3,5,0,2,1,1,1,4,2,3,2008,2,2
2015,122167,1,1,2,0,2,1,1,2,4,2,3,2014,1,2
2015,122168,1,1,2,0,2,1,1,2,4,2,3,2010,1,2
2015,122169,1,1,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122170,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122170,2,8,2,0,2,1,1,1,4,2,1,2007,2,2
2015,122171,1,1,2,0,2,1,1,2,4,2,3,2002,2,2
2015,122172,1,1,6,0,2,1,1,2,4,1,3,2003,2,2
2015,122173,1,7,1,0,2,4,1,2,1,2,3,2007,2,2
2015,122174,1,6,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122175,1,2,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122175,2,3,4,0,2,1,1,2,4,2,3,2004,2,2
2015,122175,3,6,4,0,2,1,1,1,4,2,3,2015,2,2
2015,122175,4,1,2,0,2,1,1,2,4,2,3,2016,2,2
2015,122175,5,2,2,0,2,1,1,2,4,2,3,2001,2,2
2015,122176,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122177,1,3,2,0,1,1,1,2,4,2,3,1998,2,2
2015,122177,2,2,2,0,2,1,1,2,4,2,3,2001,2,2
2015,122178,1,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,122179,1,3,4,0,1,1,1,2,4,1,3,1998,2,2
2015,122179,2,1,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122180,1,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122180,2,1,4,0,2,1,1,2,4,2,3,2003,2,2
2015,122180,3,9,4,0,2,3,3,3,4,2,3,9999,2,2
2015,122181,1,1,2,0,2,2,2,2,4,1,3,2013,2,2
2015,122182,1,1,3,0,2,1,1,2,4,2,3,1994,2,2
2015,122183,1,1,3,0,2,1,1,2,4,2,3,2010,2,2
2015,122183,2,2,2,0,2,1,1,2,4,2,3,2014,2,2
2015,122183,3,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122184,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122184,2,9,4,0,2,1,1,2,4,2,3,9999,2,2
2015,122185,1,3,2,0,2,1,1,2,4,2,3,1999,2,2
2015,122186,1,2,1,0,1,1,1,2,4,2,3,2003,2,2
2015,122187,1,1,4,0,2,1,1,2,4,2,3,2008,2,2
2015,122187,2,2,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122187,3,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122187,4,1,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122187,5,1,2,0,2,2,2,2,4,2,3,2003,2,2
2015,122188,1,4,2,0,2,1,1,2,4,2,3,2004,2,2
2015,122190,1,3,2,0,2,1,1,2,4,2,3,2002,2,2
2015,122191,1,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,122191,2,7,2,0,2,4,2,2,2,2,3,2015,2,2
2015,122193,1,2,2,0,2,2,2,2,4,2,3,2007,2,2
2015,122193,2,7,2,0,2,4,1,2,1,2,3,2002,2,2
2015,122194,1,7,2,0,2,4,2,2,2,1,3,2015,2,2
2015,122195,1,1,2,0,2,1,1,2,4,2,3,1995,2,2
2015,122196,1,9,7,0,2,3,3,3,4,2,3,9999,2,2
2015,122197,1,4,2,0,2,1,1,2,4,2,3,2001,2,2
2015,122198,1,6,3,0,2,1,1,1,4,2,3,2006,2,2
2015,122198,2,6,2,0,1,1,1,1,4,2,3,2006,2,2
2015,122199,1,1,2,0,2,1,1,2,4,2,3,2010,2,2
2015,122200,1,1,2,0,1,1,1,2,4,1,3,2006,2,2
2015,122201,1,7,2,0,2,4,1,2,1,2,3,2000,2,2
2015,122201,2,9,4,0,1,1,1,2,4,2,3,1999,2,2
2015,122202,1,1,3,0,2,1,1,2,4,2,3,2013,2,2
2015,122202,2,1,4,0,2,1,1,2,4,2,3,2014,2,2
2015,122202,3,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122203,1,3,2,0,2,1,1,2,4,2,3,1998,2,2
2015,122204,1,4,3,0,2,1,1,2,4,2,3,1998,2,2
2015,122204,2,3,2,0,2,1,1,2,4,2,3,2006,2,2
2015,122205,1,1,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122205,2,3,2,0,2,1,1,2,4,2,3,2000,2,2
2015,122206,1,1,3,0,2,1,1,2,4,2,3,2007,2,2
2015,122206,2,7,2,0,2,4,2,2,2,2,3,2005,2,2
2015,122207,1,2,2,0,2,1,1,2,4,2,3,2004,2,1
2015,122207,2,7,4,0,2,4,1,2,1,2,3,2012,2,2
2015,122208,1,1,5,0,2,1,1,2,4,2,3,2007,2,2
2015,122209,1,1,3,0,2,1,1,2,4,1,3,2006,2,2
2015,122209,2,2,2,0,2,1,1,1,4,2,3,2004,2,2
2015,122210,1,7,2,0,2,4,1,2,1,2,3,2005,2,2
2015,122211,1,2,1,0,1,1,1,2,4,2,3,2004,1,2
2015,122211,2,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,122212,1,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,122212,2,1,6,0,2,1,1,2,4,2,3,2008,2,2
2015,122212,3,4,6,0,2,2,2,2,4,2,3,2002,2,2
2015,122213,1,4,3,0,2,1,1,2,4,2,3,2010,2,1
2015,122214,1,3,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122215,1,2,5,0,2,1,1,2,4,2,3,1998,2,2
2015,122215,2,7,2,0,2,4,1,1,1,2,3,1998,2,2
2015,122216,1,1,3,0,2,1,1,2,4,2,3,2006,2,2
2015,122216,2,2,2,0,2,1,1,2,4,2,3,2004,2,2
2015,122217,1,1,2,0,2,1,1,2,4,2,3,2000,2,2
2015,122217,2,3,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122218,1,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122220,1,1,3,0,2,2,2,2,4,2,3,2005,2,2
2015,122220,2,2,2,0,1,1,1,2,4,2,3,2011,2,2
2015,122221,1,7,2,0,2,4,2,2,2,2,3,2005,2,2
2015,122222,1,2,1,0,1,1,1,2,4,2,3,2008,2,2
2015,122223,1,3,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122224,1,2,3,0,2,1,1,2,4,2,3,2007,2,2
2015,122224,2,7,2,0,2,4,1,2,1,1,3,2014,2,2
2015,122225,1,4,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122226,1,4,4,0,2,1,1,2,4,2,3,2007,2,2
2015,122227,1,7,1,0,2,4,2,2,2,2,3,2012,2,2
2015,122228,1,3,5,0,2,1,1,2,4,2,3,2010,2,2
2015,122228,2,1,2,0,2,1,1,2,4,1,3,2015,2,2
2015,122229,1,6,5,0,2,1,1,1,4,2,3,2000,2,2
2015,122229,2,1,2,0,2,1,1,2,4,1,3,2011,2,2
2015,122229,3,6,2,0,2,1,1,1,4,2,3,2014,2,2
2015,122230,1,1,2,0,2,1,1,2,4,2,3,2010,2,2
2015,122231,1,7,2,0,2,4,1,1,1,2,3,2013,2,2
2015,122232,1,1,2,0,2,1,1,2,4,2,3,2004,2,2
2015,122233,1,2,2,0,2,1,1,2,4,2,3,2011,2,2
2015,122234,1,4,2,0,2,1,1,2,4,2,3,2002,2,2
2015,122235,1,4,2,0,2,3,3,3,4,2,3,2007,2,2
2015,122236,1,1,3,0,2,1,1,2,4,2,3,2004,2,2
2015,122236,2,1,2,0,2,3,3,3,4,2,3,2014,2,2
2015,122237,1,1,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122237,2,7,2,0,2,4,1,2,1,2,3,2007,2,2
2015,122238,1,1,2,0,2,1,1,2,4,2,3,2010,1,2
2015,122238,2,3,5,0,1,1,1,2,4,2,3,2011,2,2
2015,122239,1,2,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122239,2,6,4,0,2,1,1,1,4,2,3,1994,2,2
2015,122240,1,6,2,0,1,1,1,1,4,2,3,1999,2,2
2015,122241,1,1,3,0,2,1,1,2,4,2,3,2005,2,2
2015,122241,2,7,2,0,2,4,2,2,2,1,3,2002,2,2
2015,122242,1,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122242,2,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,122243,1,1,2,0,1,1,1,2,4,2,3,2000,2,2
2015,122243,2,2,4,0,2,1,1,2,4,2,3,2000,2,2
2015,122244,1,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122244,2,6,2,0,1,1,1,1,4,2,3,2002,2,2
2015,122245,1,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122246,1,1,2,0,2,1,1,2,4,2,3,2006,2,2
2015,122246,2,7,2,0,2,4,2,2,2,2,3,2014,2,2
2015,122247,1,1,2,0,2,2,2,2,4,1,3,2008,2,2
2015,122247,2,3,2,0,2,1,1,2,4,2,3,2002,2,2
2015,122248,1,3,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122249,1,1,2,0,2,1,1,2,4,2,3,2000,2,2
2015,122249,2,2,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122250,1,3,2,0,2,1,1,2,4,2,3,2004,2,2
2015,122251,1,1,2,0,2,1,1,2,4,1,3,2014,2,2
2015,122251,2,2,4,0,1,1,1,2,4,2,3,2013,2,2
2015,122251,3,1,4,0,2,1,1,2,4,2,3,2004,2,2
2015,122251,4,1,5,0,2,1,1,2,4,2,3,2015,2,2
2015,122252,1,6,2,0,2,1,1,1,4,2,3,2007,2,2
2015,122252,2,6,5,0,2,1,1,1,4,2,3,2013,2,2
2015,122252,3,4,2,0,2,1,1,2,4,2,3,2014,2,2
2015,122252,4,2,2,0,2,1,1,2,4,2,3,2010,2,2
2015,122252,5,6,5,0,2,1,1,1,4,2,3,2006,2,2
2015,122252,6,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122252,7,2,2,0,2,1,1,2,4,2,3,2002,2,2
2015,122253,1,3,2,0,2,2,2,2,4,2,3,1998,2,2
2015,122254,1,1,2,0,2,1,1,2,4,2,3,1997,2,2
2015,122254,2,6,2,0,2,1,1,1,4,2,3,2000,2,2
2015,122255,1,1,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122256,1,2,2,0,1,1,1,2,4,2,3,2008,2,2
2015,122256,2,1,2,0,2,1,1,2,4,1,3,2011,2,2
2015,122256,3,1,4,0,2,1,1,2,4,2,3,2016,2,2
2015,122257,1,2,2,0,1,1,1,2,4,2,3,2002,2,2
2015,122257,2,6,2,0,2,1,1,1,4,2,3,2004,2,2
2015,122258,1,1,5,0,2,1,1,2,4,1,3,1998,2,2
2015,122259,1,4,2,0,2,2,2,2,4,2,3,1997,2,2
2015,122260,1,3,1,0,1,1,1,2,4,2,3,2005,2,2
2015,122261,1,2,2,0,2,1,1,2,4,2,3,1998,2,2
2015,122262,1,1,2,0,2,1,1,1,4,2,3,2012,2,2
2015,122263,1,1,2,0,2,1,1,2,4,2,3,1998,2,2
2015,122264,1,4,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122265,1,2,1,0,1,1,1,2,4,2,3,2006,2,2
2015,122266,1,1,2,0,2,1,1,2,4,1,3,1998,2,2
2015,122267,1,1,7,0,2,1,1,2,4,2,3,2009,2,2
2015,122268,1,6,4,0,2,1,1,1,4,2,3,2014,2,2
2015,122268,2,3,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122269,1,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122269,2,4,2,0,1,1,1,2,4,2,3,1997,2,2
2015,122269,3,1,2,0,2,1,1,2,4,2,3,2004,2,2
2015,122270,1,3,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122271,1,1,2,0,2,1,1,2,4,2,3,2002,2,2
2015,122272,1,1,2,0,2,1,1,2,4,2,3,1967,2,2
2015,122273,1,1,4,0,2,1,1,2,4,2,3,2009,1,2
2015,122273,2,7,2,0,2,4,1,2,1,2,3,2012,2,2
2015,122274,1,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122275,1,8,2,0,2,1,1,1,4,2,1,2011,2,2
2015,122276,1,3,5,0,2,1,1,2,4,2,3,2002,2,2
2015,122276,2,7,2,0,2,4,1,1,1,2,3,2004,2,2
2015,122277,1,1,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122277,2,6,2,0,2,1,1,1,4,2,3,2002,2,2
2015,122278,1,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122279,1,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122279,2,1,5,0,2,1,1,2,4,2,3,2009,2,2
2015,122280,1,1,2,0,1,1,1,2,4,2,3,2011,2,2
2015,122280,2,9,2,0,2,3,3,3,4,2,3,9999,2,2
2015,122281,1,1,6,0,2,2,2,2,4,2,3,1997,1,2
2015,122282,1,1,2,0,2,1,1,2,4,2,3,2015,2,2
2015,122283,1,7,2,0,2,4,2,2,2,2,3,1984,2,2
2015,122284,1,1,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122285,1,7,2,0,2,4,1,2,1,2,3,2014,2,2
2015,122285,2,1,3,0,2,1,1,2,4,2,3,2011,2,2
2015,122286,1,6,2,0,1,1,1,2,4,2,3,2015,2,2
2015,122286,2,1,6,0,2,1,1,1,4,2,3,2003,2,2
2015,122287,1,7,2,0,2,4,1,2,1,2,3,2015,2,2
2015,122288,1,2,4,0,2,2,2,2,4,2,3,1997,2,2
2015,122288,2,2,2,0,2,2,2,2,4,2,3,2002,2,2
2015,122290,1,1,3,0,2,1,1,2,4,2,3,2007,2,2
2015,122290,2,7,2,0,2,4,1,2,1,2,3,2003,2,2
2015,122291,1,1,2,0,2,2,2,2,4,2,3,2005,2,2
2015,122292,1,1,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122292,2,2,6,0,2,1,1,2,4,2,3,2008,2,2
2015,122293,1,2,2,0,2,1,1,2,4,2,3,1996,2,2
2015,122294,1,3,3,0,2,1,1,2,4,2,3,2014,2,2
2015,122294,2,7,2,0,2,4,1,2,1,2,3,2013,2,2
2015,122295,1,1,2,0,2,1,1,2,4,2,3,2016,2,2
2015,122295,2,3,4,0,2,1,1,2,4,2,3,2014,2,2
2015,122295,3,1,4,0,2,1,1,2,4,2,3,2015,2,2
2015,122295,4,3,4,0,2,1,1,2,4,2,3,2008,2,2
2015,122297,1,1,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122298,1,1,2,0,2,1,1,2,4,2,3,1998,2,2
2015,122299,1,1,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122299,2,7,2,0,2,4,2,2,2,2,3,1997,2,2
2015,122300,1,1,2,0,2,1,1,2,4,2,3,1999,2,2
2015,122300,2,1,4,0,2,1,1,2,4,2,3,2013,2,2
2015,122301,1,2,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122302,1,1,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122303,1,1,2,0,2,1,1,2,4,2,3,2009,2,2
2015,122303,2,7,4,0,2,4,1,2,1,2,3,2016,2,2
2015,122304,1,1,5,0,2,1,1,2,4,2,3,2010,2,2
2015,122304,2,2,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122305,1,1,2,0,1,1,1,2,4,2,3,2013,2,2
2015,122306,1,1,2,0,2,1,1,2,4,2,3,2000,2,2
2015,122307,1,1,2,0,2,1,1,2,4,2,3,2011,2,2
2015,122308,1,1,2,0,2,1,1,2,4,2,3,2000,2,2
2015,122309,1,1,7,0,2,1,1,2,4,2,3,2007,2,2
2015,122310,1,1,2,0,2,2,2,2,4,1,3,2006,2,2
2015,122311,1,1,3,0,2,1,1,2,4,2,3,2002,2,2
2015,122311,2,7,2,0,2,4,2,2,2,2,3,2012,2,2
2015,122312,1,1,2,0,2,1,1,1,4,2,3,2012,2,2
2015,122313,1,1,2,0,2,1,1,2,4,1,3,2015,2,2
2015,122313,2,2,2,0,2,1,1,2,4,2,3,2013,2,2
2015,122314,1,2,4,0,2,1,1,2,4,2,3,2004,2,2
2015,122315,1,1,2,0,2,1,1,2,4,2,3,2001,2,2
2015,122316,1,4,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122316,2,7,2,0,2,4,1,2,1,2,3,2005,2,2
2015,122317,1,2,2,0,2,1,1,2,4,2,3,1998,2,2
2015,122318,1,1,3,0,2,1,1,2,4,2,3,2010,2,2
2015,122318,2,1,2,0,2,1,1,2,4,2,3,2016,2,2
2015,122318,3,2,2,0,2,1,1,2,4,2,3,2007,2,2
2015,122319,1,3,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122320,1,1,3,0,2,1,1,2,4,2,3,2008,2,2
2015,122320,2,2,2,0,2,1,1,2,4,2,3,2000,2,2
2015,122321,1,1,2,0,2,1,1,2,4,2,3,1999,2,2
2015,122322,1,3,2,0,2,1,1,2,4,2,3,2001,2,2
2015,122323,1,2,2,0,2,1,1,2,4,2,3,2005,2,2
2015,122323,2,7,2,0,2,4,1,1,1,2,3,1996,2,2
2015,122324,1,3,2,0,2,1,1,2,4,2,3,2008,2,2
2015,122325,1,4,2,0,2,1,1,2,4,2,3,2003,2,2
2015,122326,1,7,5,0,2,4,1,2,1,2,3,2009,2,2
2015,122327,1,2,1,0,1,2,2,2,4,2,3,1999,2,2
2015,122328,1,2,2,0,2,1,1,2,4,2,3,1998,2,2
2015,122329,1,1,2,0,2,1,1,1,4,2,3,2008,2,2
2015,122331,1,4,2,0,2,1,1,2,4,2,3,2006,2,2
2015,122332,1,1,2,0,2,2,2,2,4,2,3,2007,2,2
2015,122332,2,1,2,0,2,1,1,2,4,2,3,2004,2,2
2015,122333,1,1,5,0,2,1,1,2,4,2,3,2003,2,2
2015,122333,2,4,2,0,2,1,1,2,4,2,3,2002,2,2
2015,122334,1,6,5,0,2,1,1,1,4,2,3,1996,2,2
2015,122334,2,1,2,0,2,1,1,2,4,2,3,2012,2,2
2015,122335,1,1,3,0,2,1,1,2,4,2,3,2004,2,2
2015,122335,2,7,2,0,2,4,1,2,1,2,3,2015,2,2
2015,122336,1,3,5,0,1,1,1,2,4,1,3,2001,2,2
2015,122337,1,2,2,0,2,1,1,2,4,2,3,2013,2,2
