STATE,ST_CASE,VEH_NO,PER_NO,MSAFEQMT
6,62717,0,1,2
6,62720,0,1,8
6,62724,0,1,8
6,62725,0,1,8
6,62726,0,1,8
6,62730,0,1,1
6,62732,0,1,8
6,62733,0,1,8
6,62733,0,2,8
6,62742,0,1,8
6,62744,0,1,8
6,62751,0,1,8
6,62752,0,1,8
6,62754,0,1,8
6,62755,0,1,8
6,62756,0,1,1
6,62757,0,1,3
6,62760,0,1,8
6,62764,0,1,8
6,62766,0,1,8
6,62769,0,1,8
6,62771,0,1,8
6,62776,0,1,2
6,62781,0,1,8
6,62782,0,1,1
6,62783,0,1,8
6,62787,0,1,8
6,62788,0,1,1
6,62791,0,1,8
6,62794,0,1,8
6,62795,0,1,8
6,62798,0,1,8
6,62799,0,1,8
6,62801,0,1,8
6,62802,0,1,8
6,62805,0,1,8
6,62806,0,1,1
6,62808,0,1,8
6,62811,0,1,8
6,62813,0,1,8
6,62816,0,1,8
6,62816,0,2,8
6,62816,0,3,8
6,62816,0,4,8
6,62816,0,5,8
6,62816,0,6,8
6,62816,0,7,8
6,62816,0,8,8
6,62816,0,9,8
6,62819,0,1,8
6,62824,0,1,8
6,62827,0,1,8
6,62830,0,1,8
6,62832,0,1,8
6,62832,0,2,8
6,62835,0,1,8
6,62836,0,1,8
6,62841,0,1,8
6,62843,0,1,8
6,62844,0,1,8
6,62845,0,1,8
6,62846,0,1,8
6,62847,0,1,3
6,62854,0,1,1
6,62855,0,1,8
6,62857,0,1,1
6,62857,0,2,1
6,62863,0,1,8
6,62864,0,1,8
6,62866,0,1,8
6,62867,0,1,8
6,62878,0,1,8
6,62881,0,1,8
6,62882,0,1,8
6,62883,0,1,8
6,62890,0,1,1
6,62892,0,1,1
6,62893,0,1,1
6,62894,0,1,1
6,62895,0,1,8
6,62896,0,1,1
6,62896,0,2,1
6,62897,0,1,1
6,62905,0,1,8
6,62908,0,1,1
6,62915,0,1,8
6,62916,0,1,8
6,62922,0,1,1
6,62927,0,1,8
6,62929,0,1,1
6,62931,0,1,8
8,80002,0,1,8
8,80002,0,2,8
8,80002,0,3,8
8,80008,0,1,8
8,80019,0,1,8
8,80021,0,1,8
8,80022,0,1,8
8,80026,0,1,8
8,80040,0,1,1
8,80043,0,1,8
8,80047,0,1,8
8,80047,0,2,8
8,80047,0,3,8
8,80053,0,1,1
8,80066,0,1,8
8,80073,0,1,8
8,80074,0,1,1
8,80095,0,1,1
8,80099,0,1,8
8,80100,0,1,8
8,80101,0,1,8
8,80102,0,1,8
8,80106,0,1,8
8,80115,0,1,8
8,80122,0,1,8
8,80133,0,1,8
8,80137,0,1,8
8,80143,0,1,8
8,80143,0,2,8
8,80166,0,1,8
8,80173,0,1,8
8,80173,0,2,8
8,80174,0,1,8
8,80175,0,1,8
8,80177,0,1,8
8,80180,0,1,8
8,80204,0,1,8
8,80210,0,1,8
8,80216,0,1,8
8,80222,0,1,1
8,80224,0,1,2
8,80228,0,1,2
8,80241,0,1,8
8,80243,0,1,8
8,80249,0,1,1
8,80254,0,1,8
8,80273,0,1,8
8,80277,0,1,8
8,80278,0,1,1
8,80312,0,1,2
8,80313,0,1,8
8,80321,0,1,8
8,80329,0,1,8
8,80338,0,1,8
8,80346,0,1,8
8,80348,0,1,8
8,80353,0,1,8
8,80358,0,1,1
8,80362,0,1,8
8,80367,0,1,8
8,80378,0,1,8
8,80382,0,1,8
8,80384,0,1,1
8,80387,0,1,8
8,80390,0,1,2
8,80396,0,1,8
8,80405,0,1,8
8,80405,0,2,8
8,80418,0,1,2
8,80443,0,1,8
8,80444,0,1,8
8,80446,0,1,8
8,80457,0,1,1
8,80463,0,1,8
8,80464,0,1,8
8,80473,0,1,8
8,80479,0,1,8
8,80483,0,1,8
8,80494,0,1,8
8,80496,0,1,1
8,80505,0,1,8
8,80507,0,1,8
8,80510,0,1,8
8,80511,0,1,8
9,90002,0,1,1
9,90008,0,1,1
9,90009,0,1,1
9,90010,0,1,1
9,90012,0,1,1
9,90013,0,1,1
9,90015,0,1,1
9,90018,0,1,1
9,90019,0,1,1
9,90033,0,1,1
9,90034,0,1,1
9,90052,0,1,8
9,90053,0,1,1
9,90065,0,1,1
9,90068,0,1,1
9,90071,0,1,1
9,90071,0,2,1
9,90103,0,1,1
9,90114,0,1,1
9,90114,0,2,1
9,90128,0,1,1
9,90132,0,1,1
9,90142,0,1,1
9,90143,0,1,1
9,90148,0,1,1
9,90154,0,1,1
9,90156,0,1,1
9,90158,0,1,1
9,90162,0,1,1
9,90170,0,1,1
9,90174,0,1,1
9,90175,0,1,1
9,90178,0,1,1
9,90183,0,1,1
9,90189,0,1,1
9,90192,0,1,1
9,90193,0,1,1
9,90197,0,1,1
9,90203,0,1,1
9,90207,0,1,1
9,90214,0,1,1
9,90216,0,1,1
9,90229,0,1,1
9,90229,0,2,1
9,90231,0,1,1
9,90239,0,1,1
9,90248,0,1,1
9,90249,0,1,1
9,90256,0,1,1
9,90259,0,1,1
9,90260,0,1,1
10,100004,0,1,1
10,100006,0,1,1
10,100007,0,1,1
10,100013,0,1,1
10,100014,0,1,1
10,100024,0,1,1
10,100027,0,1,1
10,100029,0,1,1
10,100031,0,1,1
10,100035,0,1,1
10,100036,0,1,1
10,100040,0,1,1
10,100042,0,1,1
10,100043,0,1,1
10,100043,0,2,1
10,100048,0,1,1
10,100050,0,1,1
10,100050,0,2,1
10,100054,0,1,1
10,100062,0,1,1
10,100065,0,1,8
10,100067,0,1,1
10,100068,0,1,1
10,100076,0,1,8
10,100080,0,1,1
10,100081,0,1,1
10,100085,0,1,1
10,100086,0,1,1
10,100089,0,1,1
10,100090,0,1,1
10,100094,0,1,1
10,100096,0,1,1
10,100102,0,1,1
10,100103,0,1,1
10,100116,0,1,1
10,100117,0,1,1
10,100118,0,1,2
10,100119,0,1,1
10,100120,0,1,1
10,100121,0,1,1
10,100122,0,1,1
11,110001,0,1,1
11,110002,0,1,1
11,110002,0,2,1
11,110005,0,1,1
11,110006,0,1,1
11,110008,0,1,1
11,110009,0,1,1
11,110011,0,1,1
11,110013,0,1,1
11,110015,0,1,1
11,110016,0,1,1
11,110016,0,2,1
11,110016,0,3,1
11,110016,0,4,1
11,110017,0,1,1
11,110018,0,1,1
11,110020,0,1,1
11,110022,0,1,1
12,120001,0,1,1
12,120004,0,1,1
12,120004,0,2,1
12,120004,0,3,1
12,120004,0,4,1
12,120006,0,1,1
12,120008,0,1,1
12,120014,0,1,1
12,120014,0,2,1
12,120018,0,1,1
12,120021,0,1,1
12,120027,0,1,1
12,120030,0,1,1
12,120031,0,1,1
12,120037,0,1,1
12,120041,0,1,5
12,120047,0,1,1
12,120050,0,1,1
12,120051,0,1,1
12,120058,0,1,1
12,120060,0,1,1
12,120064,0,1,1
12,120067,0,1,1
12,120069,0,1,1
12,120071,0,1,1
12,120073,0,1,1
12,120080,0,1,1
12,120083,0,1,1
12,120085,0,1,1
12,120088,0,1,1
12,120089,0,1,1
12,120090,0,1,1
12,120092,0,1,1
12,120096,0,1,1
12,120096,0,2,1
12,120098,0,1,1
12,120107,0,1,1
12,120108,0,1,1
12,120113,0,1,1
12,120113,0,2,1
12,120125,0,1,1
12,120134,0,1,1
12,120135,0,1,1
12,120137,0,1,1
12,120138,0,1,1
12,120144,0,1,1
12,120145,0,1,1
12,120146,0,1,1
12,120147,0,1,1
12,120148,0,1,1
12,120150,0,1,1
12,120154,0,1,1
12,120161,0,1,1
12,120174,0,1,1
12,120175,0,1,1
12,120176,0,1,1
12,120177,0,1,1
12,120177,0,2,1
12,120182,0,1,1
12,120192,0,1,1
12,120195,0,1,1
12,120196,0,1,1
12,120196,0,2,1
12,120196,0,3,1
12,120196,0,4,1
12,120200,0,1,1
12,120204,0,1,2
12,120211,0,1,1
12,120212,0,1,1
12,120213,0,1,1
12,120213,0,2,1
12,120218,0,1,1
12,120225,0,1,1
12,120226,0,1,1
12,120232,0,1,1
12,120234,0,1,1
12,120236,0,1,1
12,120239,0,1,9
12,120241,0,1,1
12,120242,0,1,1
12,120245,0,1,3
12,120246,0,1,1
12,120248,0,1,1
12,120252,0,1,1
12,120256,0,1,1
12,120258,0,1,1
12,120260,0,1,1
12,120267,0,1,1
12,120269,0,1,1
12,120270,0,1,1
12,120271,0,1,1
12,120272,0,1,1
12,120272,0,2,1
12,120274,0,1,1
12,120276,0,1,1
12,120286,0,1,1
12,120287,0,1,9
12,120289,0,1,3
12,120291,0,1,1
12,120293,0,1,5
12,120295,0,1,2
12,120296,0,1,1
12,120298,0,1,1
12,120308,0,1,1
12,120309,0,1,1
12,120317,0,1,1
12,120326,0,1,1
12,120328,0,1,1
12,120331,0,1,1
12,120335,0,1,1
12,120338,0,1,1
12,120339,0,1,1
12,120340,0,1,1
12,120347,0,1,1
12,120348,0,1,1
12,120354,0,1,1
12,120358,0,1,1
12,120360,0,1,1
12,120365,0,1,1
12,120367,0,1,1
12,120370,0,1,1
12,120375,0,1,1
12,120386,0,1,1
12,120387,0,1,1
12,120387,0,2,1
12,120387,0,3,1
12,120396,0,1,1
12,120397,0,1,1
12,120399,0,1,1
12,120399,0,2,1
12,120402,0,1,1
12,120419,0,1,1
12,120434,0,1,1
12,120441,0,1,1
12,120444,0,1,1
12,120446,0,1,1
12,120447,0,1,1
12,120447,0,2,1
12,120447,0,3,1
12,120447,0,4,1
12,120452,0,1,1
12,120453,0,1,1
12,120454,0,1,1
12,120460,0,1,1
12,120461,0,1,1
12,120465,0,1,1
12,120473,0,1,1
12,120476,0,1,1
12,120487,0,1,1
12,120492,0,1,1
12,120493,0,1,3
12,120494,0,1,1
12,120494,0,2,1
12,120495,0,1,1
12,120498,0,1,1
12,120508,0,1,1
12,120508,0,2,1
12,120508,0,3,1
12,120510,0,1,1
12,120514,0,1,1
12,120523,0,1,3
12,120523,0,2,3
12,120523,0,3,3
12,120530,0,1,1
12,120533,0,1,1
12,120534,0,1,1
12,120534,0,2,1
12,120535,0,1,1
12,120536,0,1,1
12,120538,0,1,1
12,120551,0,1,1
12,120558,0,1,1
12,120562,0,1,1
12,120566,0,1,1
12,120569,0,1,1
12,120570,0,1,1
12,120571,0,1,1
12,120572,0,1,1
12,120574,0,1,1
12,120577,0,1,1
12,120578,0,1,1
12,120580,0,1,1
12,120585,0,1,1
12,120587,0,1,1
12,120588,0,1,1
12,120591,0,1,1
12,120592,0,1,5
12,120593,0,1,1
12,120596,0,1,1
12,120600,0,1,1
12,120603,0,1,1
12,120605,0,1,1
12,120617,0,1,1
12,120617,0,2,1
12,120619,0,1,1
12,120636,0,1,1
12,120640,0,1,1
12,120649,0,1,1
12,120654,0,1,1
12,120660,0,1,1
12,120662,0,1,1
12,120665,0,1,1
12,120667,0,1,1
12,120668,0,1,1
12,120680,0,1,1
12,120686,0,1,1
12,120689,0,1,1
12,120696,0,1,1
12,120700,0,1,1
12,120705,0,1,1
12,120711,0,1,1
12,120714,0,1,1
12,120719,0,1,1
12,120723,0,1,1
12,120730,0,1,1
12,120731,0,1,1
12,120732,0,1,1
12,120735,0,1,1
12,120736,0,1,1
12,120741,0,1,1
12,120743,0,1,1
12,120744,0,1,1
12,120745,0,1,1
12,120746,0,1,1
12,120749,0,1,1
12,120751,0,1,1
12,120752,0,1,1
12,120753,0,1,1
12,120756,0,1,1
12,120760,0,1,2
12,120760,0,2,2
12,120761,0,1,1
12,120764,0,1,1
12,120767,0,1,1
12,120769,0,1,1
12,120775,0,1,1
12,120777,0,1,1
12,120778,0,1,1
12,120781,0,1,1
12,120782,0,1,1
12,120799,0,1,2
12,120799,0,2,2
12,120806,0,1,1
12,120815,0,1,1
12,120817,0,1,1
12,120824,0,1,1
12,120826,0,1,1
12,120828,0,1,1
12,120831,0,1,1
12,120832,0,1,1
12,120833,0,1,1
12,120834,0,1,1
12,120836,0,1,1
12,120837,0,1,1
12,120839,0,1,1
12,120841,0,1,1
12,120849,0,1,1
12,120851,0,1,2
12,120856,0,1,1
12,120858,0,1,1
12,120859,0,1,1
12,120862,0,1,1
12,120865,0,1,1
12,120878,0,1,1
12,120882,0,1,1
12,120885,0,1,1
12,120889,0,1,1
12,120894,0,1,1
12,120902,0,1,1
12,120903,0,1,1
12,120907,0,1,1
12,120914,0,1,1
12,120919,0,1,1
12,120921,0,1,1
12,120925,0,1,1
12,120931,0,1,1
12,120932,0,1,1
12,120940,0,1,1
12,120947,0,1,1
12,120948,0,1,1
12,120956,0,1,1
12,120957,0,1,1
12,120959,0,1,1
12,120961,0,1,1
12,120978,0,1,1
12,120986,0,1,1
12,120990,0,1,9
12,120992,0,1,1
12,121013,0,1,1
12,121022,0,1,1
12,121025,0,1,1
12,121029,0,1,1
12,121037,0,1,1
12,121040,0,1,1
12,121050,0,1,1
12,121051,0,1,1
12,121057,0,1,1
12,121058,0,1,1
12,121060,0,1,1
12,121062,0,1,1
12,121066,0,1,1
12,121068,0,1,1
12,121073,0,1,1
12,121078,0,1,1
12,121078,0,2,1
12,121082,0,1,1
12,121083,0,1,1
12,121084,0,1,1
12,121087,0,1,1
12,121091,0,1,3
12,121093,0,1,1
12,121094,0,1,1
12,121094,0,2,1
12,121100,0,1,1
12,121106,0,1,1
12,121112,0,1,1
12,121118,0,1,1
12,121121,0,1,1
12,121124,0,1,1
12,121144,0,1,1
12,121148,0,1,1
12,121149,0,1,1
12,121152,0,1,1
12,121154,0,1,1
12,121156,0,1,1
12,121164,0,1,1
12,121165,0,1,1
12,121165,0,2,1
12,121166,0,1,1
12,121171,0,1,1
12,121174,0,1,1
12,121176,0,1,1
12,121179,0,1,1
12,121181,0,1,1
12,121182,0,1,1
12,121186,0,1,9
12,121194,0,1,1
12,121197,0,1,1
12,121198,0,1,1
12,121204,0,1,1
12,121206,0,1,1
12,121213,0,1,1
12,121218,0,1,1
12,121229,0,1,1
12,121237,0,1,1
12,121239,0,1,1
12,121246,0,1,1
12,121246,0,2,1
12,121246,0,3,1
12,121254,0,1,1
12,121255,0,1,1
12,121264,0,1,1
12,121277,0,1,1
12,121277,0,2,3
12,121290,0,1,8
12,121291,0,1,1
12,121293,0,1,1
12,121295,0,1,1
12,121296,0,1,1
12,121299,0,1,1
12,121301,0,1,1
12,121305,0,1,1
12,121326,0,1,1
12,121327,0,1,1
12,121330,0,1,1
12,121331,0,1,8
12,121333,0,1,1
12,121337,0,1,1
12,121339,0,1,2
12,121339,0,1,3
12,121341,0,1,1
12,121344,0,1,1
12,121345,0,1,1
12,121346,0,1,1
12,121352,0,1,1
12,121353,0,1,1
12,121356,0,1,1
12,121357,0,1,1
12,121359,0,1,1
12,121363,0,1,1
12,121373,0,1,1
12,121385,0,1,1
12,121387,0,1,1
12,121388,0,1,1
12,121388,0,2,1
12,121388,0,3,1
12,121389,0,1,1
12,121390,0,1,1
12,121390,0,2,1
12,121399,0,1,1
12,121402,0,1,1
12,121403,0,1,1
12,121409,0,1,1
12,121419,0,1,1
12,121424,0,1,1
12,121433,0,1,1
12,121434,0,1,1
12,121436,0,1,1
12,121438,0,1,1
12,121444,0,1,1
12,121445,0,1,1
12,121446,0,1,1
12,121448,0,1,1
12,121448,0,2,1
12,121449,0,1,1
12,121452,0,1,1
12,121453,0,1,1
12,121454,0,1,1
12,121455,0,1,1
12,121456,0,1,1
12,121459,0,1,1
12,121460,0,1,1
12,121463,0,1,1
12,121465,0,1,1
12,121467,0,1,1
12,121472,0,1,7
12,121475,0,1,1
12,121476,0,1,1
12,121480,0,1,1
12,121484,0,1,1
12,121491,0,1,1
12,121492,0,1,1
12,121495,0,1,2
12,121505,0,1,1
12,121514,0,1,1
12,121514,0,2,1
12,121518,0,1,1
12,121519,0,1,1
12,121521,0,1,1
12,121522,0,1,1
12,121524,0,1,1
12,121525,0,1,1
12,121529,0,1,1
12,121532,0,1,1
12,121535,0,1,1
12,121537,0,1,1
12,121543,0,1,1
12,121554,0,1,1
12,121555,0,1,9
12,121562,0,1,1
12,121575,0,1,1
12,121577,0,1,1
12,121581,0,1,1
12,121590,0,1,1
12,121595,0,1,1
12,121596,0,1,1
12,121603,0,1,1
12,121618,0,1,1
12,121622,0,1,1
12,121625,0,1,1
12,121630,0,1,1
12,121631,0,1,1
12,121634,0,1,1
12,121638,0,1,1
12,121639,0,1,1
12,121640,0,1,1
12,121645,0,1,1
12,121647,0,1,1
12,121648,0,1,1
12,121654,0,1,1
12,121656,0,1,1
12,121666,0,1,1
12,121669,0,1,1
12,121669,0,2,1
12,121675,0,1,1
12,121680,0,1,1
12,121681,0,1,1
12,121682,0,1,1
12,121687,0,1,1
12,121691,0,1,1
12,121694,0,1,1
12,121697,0,1,1
12,121698,0,1,1
12,121701,0,1,1
12,121705,0,1,1
12,121708,0,1,1
12,121710,0,1,1
12,121712,0,1,1
12,121716,0,1,1
12,121735,0,1,1
12,121736,0,1,1
12,121739,0,1,1
12,121741,0,1,1
12,121743,0,1,1
12,121744,0,1,1
12,121746,0,1,1
12,121748,0,1,1
12,121749,0,1,1
12,121750,0,1,1
12,121750,0,2,1
12,121750,0,3,1
12,121754,0,1,5
12,121755,0,1,1
12,121756,0,1,1
12,121760,0,1,1
12,121762,0,1,1
12,121763,0,1,1
12,121764,0,1,1
12,121764,0,2,1
12,121764,0,3,1
12,121765,0,1,1
12,121766,0,1,1
12,121767,0,1,1
12,121769,0,1,1
12,121775,0,1,1
12,121776,0,1,1
12,121777,0,1,1
12,121779,0,1,1
12,121780,0,1,1
12,121782,0,1,1
12,121790,0,1,1
12,121791,0,1,1
12,121795,0,1,3
12,121796,0,1,1
12,121798,0,1,1
12,121803,0,1,1
12,121804,0,1,1
12,121815,0,1,1
12,121823,0,1,1
12,121825,0,1,1
12,121827,0,1,1
12,121828,0,1,1
12,121837,0,1,1
12,121839,0,1,1
12,121839,0,2,1
12,121845,0,1,1
12,121846,0,1,1
12,121848,0,1,1
12,121851,0,1,1
12,121855,0,1,1
12,121856,0,1,1
12,121857,0,1,1
12,121866,0,1,1
12,121867,0,1,3
12,121868,0,1,1
12,121869,0,1,1
12,121870,0,1,1
12,121872,0,1,1
12,121873,0,1,1
12,121874,0,1,9
12,121877,0,1,1
12,121877,0,2,1
12,121882,0,1,1
12,121885,0,1,1
12,121888,0,1,1
12,121890,0,1,1
12,121894,0,1,1
12,121897,0,1,1
12,121903,0,1,1
12,121910,0,1,1
12,121921,0,1,1
12,121923,0,1,1
12,121926,0,1,3
12,121932,0,1,1
12,121934,0,1,1
12,121939,0,1,1
12,121942,0,1,1
12,121946,0,1,1
12,121948,0,1,3
12,121949,0,1,1
12,121950,0,1,1
12,121955,0,1,1
12,121958,0,1,1
12,121971,0,1,1
12,121977,0,1,1
12,121980,0,1,1
12,121981,0,1,1
12,121983,0,1,1
12,121985,0,1,1
12,121988,0,1,1
12,121992,0,1,1
12,121995,0,1,1
12,122001,0,1,1
12,122002,0,1,1
12,122004,0,1,1
12,122005,0,1,1
12,122007,0,1,1
12,122012,0,1,5
12,122019,0,1,1
12,122020,0,1,1
12,122028,0,1,1
12,122030,0,1,9
12,122034,0,1,1
12,122038,0,1,1
12,122042,0,1,1
12,122043,0,1,1
12,122044,0,1,1
12,122046,0,1,1
12,122048,0,1,1
12,122049,0,1,1
12,122052,0,1,1
12,122053,0,1,1
12,122058,0,1,1
12,122059,0,1,1
12,122063,0,1,1
12,122067,0,1,1
12,122068,0,1,1
12,122072,0,1,1
12,122074,0,1,1
12,122077,0,1,1
12,122082,0,1,1
12,122083,0,1,1
12,122083,0,2,1
12,122084,0,1,1
12,122085,0,1,1
12,122094,0,1,1
12,122097,0,1,1
12,122106,0,1,1
12,122107,0,1,1
12,122108,0,1,1
12,122109,0,1,1
12,122112,0,1,1
12,122116,0,1,1
12,122117,0,1,1
12,122120,0,1,1
12,122120,0,2,1
12,122122,0,1,1
12,122129,0,1,1
12,122137,0,1,1
12,122144,0,1,1
12,122156,0,1,1
12,122156,0,2,1
12,122157,0,1,1
12,122158,0,1,3
12,122159,0,1,1
12,122166,0,1,1
12,122167,0,1,3
12,122168,0,1,1
12,122169,0,1,1
12,122171,0,1,1
12,122174,0,1,1
12,122176,0,1,1
12,122178,0,1,1
12,122181,0,1,1
12,122185,0,1,1
12,122190,0,1,1
12,122195,0,1,9
12,122196,0,1,1
12,122197,0,1,1
12,122199,0,1,9
12,122203,0,1,1
12,122205,0,1,1
12,122212,0,1,1
12,122213,0,1,1
12,122218,0,1,1
12,122223,0,1,1
12,122225,0,1,1
12,122226,0,1,1
12,122230,0,1,1
12,122232,0,1,8
12,122233,0,1,1
12,122234,0,1,1
12,122238,0,1,1
12,122245,0,1,1
12,122248,0,1,1
12,122253,0,1,1
12,122255,0,1,1
12,122259,0,1,1
12,122261,0,1,1
12,122263,0,1,1
12,122264,0,1,1
12,122270,0,1,1
12,122271,0,1,1
12,122272,0,1,1
12,122274,0,1,1
12,122275,0,1,1
12,122281,0,1,2
12,122282,0,1,1
12,122284,0,1,1
12,122292,0,1,1
12,122297,0,1,1
12,122298,0,1,1
12,122300,0,1,1
12,122300,0,2,1
12,122301,0,1,1
12,122302,0,1,1
12,122306,0,1,1
12,122307,0,1,3
12,122308,0,1,1
12,122310,0,1,1
12,122314,0,1,1
12,122319,0,1,1
12,122321,0,1,1
12,122322,0,1,1
12,122324,0,1,1
12,122325,0,1,1
12,122329,0,1,1
12,122331,0,1,1
12,122337,0,1,1
12,122339,0,1,1
12,122344,0,1,1
12,122346,0,1,1
12,122350,0,1,1
12,122360,0,1,1
12,122366,0,1,1
12,122368,0,1,1
12,122370,0,1,1
12,122375,0,1,1
12,122376,0,1,1
12,122399,0,1,1
12,122400,0,1,1
12,122401,0,1,1
12,122404,0,1,1
12,122405,0,1,1
12,122407,0,1,1
12,122411,0,1,1
12,122412,0,1,1
12,122413,0,1,1
12,122418,0,1,1
12,122418,0,2,1
12,122420,0,1,1
12,122422,0,1,5
12,122424,0,1,9
12,122428,0,1,1
12,122430,0,1,1
12,122430,0,2,1
12,122434,0,1,1
12,122437,0,1,1
12,122440,0,1,1
12,122441,0,1,1
12,122443,0,1,9
12,122446,0,1,1
12,122449,0,1,1
12,122450,0,1,1
12,122451,0,1,1
12,122456,0,1,1
12,122456,0,2,1
12,122458,0,1,1
12,122459,0,1,1
12,122463,0,1,1
12,122468,0,1,1
12,122469,0,1,1
12,122469,0,2,1
12,122471,0,1,1
12,122473,0,1,1
12,122476,0,1,1
12,122481,0,1,1
12,122485,0,1,1
12,122487,0,1,1
12,122488,0,1,1
12,122492,0,1,1
12,122494,0,1,1
12,122496,0,1,1
12,122497,0,1,1
12,122498,0,1,1
12,122499,0,1,1
12,122502,0,1,1
12,122503,0,1,1
12,122505,0,1,1
12,122506,0,1,3
12,122507,0,1,1
12,122510,0,1,1
12,122510,0,2,1
12,122511,0,1,1
12,122511,0,2,1
12,122517,0,1,1
12,122520,0,1,1
12,122528,0,1,1
12,122531,0,1,1
12,122532,0,1,1
12,122537,0,1,1
12,122537,0,2,1
12,122539,0,1,1
12,122540,0,1,1
12,122543,0,1,1
12,122544,0,1,1
12,122547,0,1,1
12,122548,0,1,1
12,122551,0,1,1
12,122557,0,1,1
12,122565,0,1,1
12,122566,0,1,1
12,122567,0,1,1
12,122568,0,1,8
12,122572,0,1,1
12,122573,0,1,1
12,122580,0,1,1
12,122581,0,1,1
12,122584,0,1,2
12,122587,0,1,1
12,122590,0,1,1
12,122592,0,1,1
12,122593,0,1,1
12,122594,0,1,1
12,122597,0,1,1
12,122604,0,1,1
12,122611,0,1,1
12,122613,0,1,1
12,122615,0,1,1
12,122616,0,1,1
12,122618,0,1,1
12,122619,0,1,1
12,122622,0,1,1
12,122622,0,2,1
12,122625,0,1,1
12,122627,0,1,1
12,122629,0,1,1
12,122632,0,1,1
12,122634,0,1,1
12,122638,0,1,1
12,122640,0,1,1
12,122642,0,1,1
12,122643,0,1,1
12,122649,0,1,1
12,122649,0,2,1
12,122650,0,1,9
12,122651,0,1,1
12,122654,0,1,1
12,122655,0,1,1
12,122659,0,1,1
12,122663,0,1,1
12,122664,0,1,1
12,122666,0,1,1
12,122667,0,1,1
12,122669,0,1,1
12,122673,0,1,1
12,122674,0,1,1
12,122675,0,1,1
12,122677,0,1,1
12,122678,0,1,1
12,122679,0,1,1
12,122686,0,1,1
12,122687,0,1,1
12,122688,0,1,1
12,122693,0,1,1
12,122694,0,1,1
12,122696,0,1,1
12,122700,0,1,1
12,122720,0,1,1
12,122721,0,1,1
12,122722,0,1,1
12,122725,0,1,1
12,122733,0,1,1
12,122739,0,1,1
12,122740,0,1,1
12,122744,0,1,1
12,122751,0,1,1
12,122753,0,1,1
12,122756,0,1,1
12,122762,0,1,1
12,122763,0,1,1
12,122766,0,1,1
12,122769,0,1,1
12,122770,0,1,1
12,122771,0,1,1
12,122776,0,1,1
12,122778,0,1,1
12,122779,0,1,1
12,122781,0,1,1
12,122782,0,1,1
12,122786,0,1,5
12,122788,0,1,1
12,122789,0,1,3
12,122791,0,1,1
12,122792,0,1,1
12,122794,0,1,1
12,122796,0,1,1
12,122801,0,1,1
12,122802,0,1,1
12,122804,0,1,1
13,130008,0,1,8
13,130011,0,1,3
13,130011,0,1,5
13,130012,0,1,8
13,130015,0,1,1
13,130016,0,1,8
13,130021,0,1,1
13,130029,0,1,1
13,130038,0,1,8
13,130039,0,1,8
13,130042,0,1,8
13,130045,0,1,8
13,130046,0,1,1
13,130053,0,1,8
13,130057,0,1,8
13,130063,0,1,1
13,130064,0,1,8
13,130077,0,1,8
13,130081,0,1,1
13,130084,0,1,8
13,130093,0,1,1
13,130095,0,1,1
13,130116,0,1,1
13,130121,0,1,8
13,130123,0,1,8
13,130131,0,1,8
13,130133,0,1,5
13,130147,0,1,1
13,130148,0,1,8
13,130149,0,1,8
13,130176,0,1,1
13,130178,0,1,1
13,130179,0,1,1
13,130183,0,1,1
13,130188,0,1,1
13,130191,0,1,8
13,130197,0,1,8
13,130207,0,1,8
13,130212,0,1,1
13,130215,0,1,1
13,130223,0,1,8
13,130228,0,1,1
13,130233,0,1,1
13,130235,0,1,8
13,130239,0,1,8
13,130265,0,1,1
13,130266,0,1,1
13,130271,0,1,8
13,130272,0,1,8
13,130273,0,1,1
13,130278,0,1,1
13,130282,0,1,1
13,130284,0,1,8
13,130290,0,1,1
13,130293,0,1,1
13,130299,0,1,8
13,130302,0,1,8
13,130307,0,1,8
13,130316,0,1,1
13,130322,0,1,8
13,130329,0,1,1
13,130341,0,1,1
13,130345,0,1,1
13,130346,0,1,1
13,130361,0,1,8
13,130363,0,1,1
13,130365,0,1,8
13,130367,0,1,8
13,130373,0,1,8
13,130377,0,1,1
13,130380,0,1,1
13,130386,0,1,1
13,130400,0,1,1
13,130401,0,1,1
13,130408,0,1,8
13,130413,0,1,1
13,130414,0,1,8
13,130414,0,2,8
13,130414,0,3,8
13,130414,0,4,8
13,130434,0,1,1
13,130435,0,1,8
13,130437,0,1,2
13,130447,0,1,2
13,130456,0,1,1
13,130463,0,1,1
13,130467,0,1,1
13,130470,0,1,1
13,130472,0,1,8
13,130475,0,1,8
13,130481,0,1,1
13,130482,0,1,8
13,130501,0,1,1
13,130518,0,1,2
13,130518,0,1,3
13,130525,0,1,8
13,130532,0,1,8
13,130556,0,1,8
13,130568,0,1,8
13,130570,0,1,8
13,130581,0,1,1
13,130589,0,1,1
13,130598,0,1,1
13,130603,0,1,3
13,130624,0,1,8
13,130644,0,1,1
13,130660,0,1,1
13,130665,0,1,8
13,130684,0,1,1
13,130697,0,1,1
13,130701,0,1,1
13,130709,0,1,2
13,130712,0,1,8
13,130718,0,1,1
13,130720,0,1,8
13,130722,0,1,8
13,130726,0,1,8
13,130751,0,1,8
13,130753,0,1,8
13,130756,0,1,8
13,130767,0,1,2
13,130775,0,1,8
13,130790,0,1,8
13,130794,0,1,8
