STATE,ST_CASE,EVENTNUM,VEH_NO,VEVENTNUM,VNUMBER1,AOI1,SOE,VNUMBER2,AOI2
8,80025,4,1,4,1,12,31,9999,77
8,80025,5,1,5,1,12,31,9999,77
8,80025,6,1,6,1,55,65,5555,55
8,80025,7,1,7,1,62,12,2,62
8,80025,8,1,8,1,0,1,9999,77
8,80025,7,2,1,1,62,12,2,62
8,80025,9,2,2,2,0,7,9999,77
8,80026,1,1,1,1,12,8,9999,77
8,80027,1,1,1,1,55,63,5555,55
8,80027,2,1,2,1,12,33,9999,77
8,80027,3,1,3,1,12,31,9999,77
8,80027,4,1,4,1,12,31,9999,77
8,80027,5,1,5,1,12,33,9999,77
8,80027,6,1,6,1,12,31,9999,77
8,80027,7,1,7,1,12,33,9999,77
8,80027,8,1,8,1,12,46,9999,77
8,80029,1,1,1,1,55,64,5555,55
8,80029,2,1,2,1,55,69,5555,55
8,80029,3,1,3,1,55,64,5555,55
8,80029,4,1,4,1,0,1,9999,77
8,80029,5,1,5,1,98,59,9999,77
8,80030,1,1,1,1,55,68,5555,55
8,80030,2,1,2,1,12,12,2,12
8,80030,3,1,3,1,0,1,9999,77
8,80030,2,2,1,1,12,12,2,12
8,80031,1,1,1,1,55,68,5555,55
8,80031,2,1,2,1,55,64,5555,55
8,80031,3,1,3,1,61,38,9999,77
8,80031,4,1,4,1,98,30,9999,77
8,80032,1,1,1,1,0,1,9999,77
8,80032,2,1,2,1,19,14,2,12
8,80032,2,2,1,1,19,14,2,12
8,80033,1,1,1,1,55,68,5555,55
8,80033,2,1,2,1,55,64,5555,55
8,80033,3,1,3,1,55,69,5555,55
8,80033,4,1,4,1,55,64,5555,55
8,80033,5,1,5,1,12,18,9999,77
8,80033,6,1,6,1,12,43,9999,77
8,80033,7,1,7,1,55,69,5555,55
8,80033,8,1,8,1,0,1,9999,77
8,80034,1,1,1,1,55,68,5555,55
8,80034,2,1,2,1,11,12,2,63
8,80034,3,1,3,1,12,12,3,12
8,80034,2,2,1,1,11,12,2,63
8,80034,3,3,1,1,12,12,3,12
8,80035,1,1,1,1,12,12,2,6
8,80035,1,2,1,1,12,12,2,6
8,80035,2,2,2,2,12,12,3,6
8,80035,2,3,1,2,12,12,3,6
8,80036,1,1,1,1,12,12,2,62
8,80036,1,2,1,1,12,12,2,62
8,80037,1,1,1,1,55,68,5555,55
8,80037,2,1,2,1,61,12,2,12
8,80037,2,2,1,1,61,12,2,12
8,80038,1,1,1,1,55,64,5555,55
8,80038,2,1,2,1,0,1,9999,77
8,80039,1,1,1,1,55,64,5555,55
8,80039,2,1,2,1,12,31,9999,77
8,80039,3,1,3,1,55,69,5555,55
8,80039,4,1,4,1,55,63,5555,55
8,80039,5,1,5,1,12,31,9999,77
8,80039,6,1,6,1,0,1,9999,77
8,80040,1,1,1,1,12,9,9999,77
8,80041,1,1,1,1,55,68,5555,55
8,80041,2,1,2,1,6,12,2,12
8,80041,2,2,1,1,6,12,2,12
8,80042,1,1,1,1,62,12,2,12
8,80042,1,2,1,1,62,12,2,12
8,80042,2,2,2,2,0,1,9999,77
8,80043,1,1,1,1,12,8,9999,77
8,80044,1,1,1,1,81,12,3,63
8,80044,2,1,2,1,55,68,5555,55
8,80044,3,1,3,1,12,12,2,12
8,80044,3,2,1,1,12,12,2,12
8,80044,1,3,1,1,81,12,3,63
8,80044,4,4,1,4,98,18,9999,77
8,80045,1,1,1,1,55,68,5555,55
8,80045,2,1,2,1,55,64,5555,55
8,80045,3,1,3,1,12,23,9999,77
8,80045,4,1,4,1,55,69,5555,55
8,80045,5,1,5,1,55,64,5555,55
8,80045,6,1,6,1,12,59,9999,77
8,80045,7,1,7,1,12,32,9999,77
8,80045,8,1,8,1,12,38,9999,77
8,80045,9,1,9,1,12,34,9999,77
8,80046,1,1,1,1,55,68,5555,55
8,80046,2,1,2,1,12,12,2,12
8,80046,5,1,3,1,55,68,5555,55
8,80046,6,1,4,1,55,63,5555,55
8,80046,9,1,5,3,12,12,1,83
8,80046,2,2,1,1,12,12,2,12
8,80046,3,2,2,2,55,63,5555,55
8,80046,4,2,3,2,5,24,9999,77
8,80046,7,3,1,3,55,68,5555,55
8,80046,8,3,2,3,55,64,5555,55
8,80046,9,3,3,3,12,12,1,83
8,80047,1,1,1,1,12,8,9999,77
8,80047,2,1,2,1,12,15,9999,77
8,80047,3,1,3,1,12,15,9999,77
8,80048,1,1,1,1,55,63,5555,55
8,80048,2,1,2,1,55,69,5555,55
8,80048,3,1,3,1,55,68,5555,55
8,80048,4,1,4,1,55,64,5555,55
8,80048,5,1,5,1,11,31,9999,77
8,80048,6,1,6,1,98,38,9999,77
8,80048,7,1,7,1,9,30,9999,77
8,80048,8,1,8,1,0,1,9999,77
8,80049,1,1,1,1,55,63,5555,55
8,80049,2,1,2,1,55,69,5555,55
8,80049,3,1,3,1,55,63,5555,55
8,80049,4,1,4,1,12,31,9999,77
8,80049,5,1,5,1,0,1,9999,77
8,80049,6,1,6,1,14,42,9999,77
8,80050,1,1,1,1,55,64,5555,55
8,80050,2,1,2,1,12,31,9999,77
8,80050,3,1,3,1,55,69,5555,55
8,80050,4,1,4,1,55,63,5555,55
8,80050,5,1,5,1,11,38,9999,77
8,80050,6,1,6,1,0,1,9999,77
8,80051,1,1,1,1,55,68,5555,55
8,80051,2,1,2,1,62,12,2,62
8,80051,2,2,1,1,62,12,2,62
8,80052,1,1,1,1,55,63,5555,55
8,80052,2,1,2,1,55,67,5555,55
8,80052,3,1,3,1,0,1,9999,77
8,80052,4,1,4,1,12,34,9999,77
8,80052,5,1,5,1,0,3,9999,77
8,80053,1,1,1,1,82,8,9999,77
8,80054,1,1,1,1,55,68,5555,55
8,80054,2,1,2,1,12,12,2,12
8,80054,3,1,3,1,0,2,9999,77
8,80054,2,2,1,1,12,12,2,12
8,80055,1,1,1,1,55,68,5555,55
8,80055,2,1,2,1,55,64,5555,55
8,80055,3,1,3,1,0,1,9999,77
8,80056,1,1,1,1,55,63,5555,55
8,80056,2,1,2,1,12,59,9999,77
8,80056,3,1,3,1,55,70,5555,55
8,80056,4,1,4,1,0,1,9999,77
8,80057,1,1,1,1,12,12,2,6
8,80057,2,1,2,1,55,68,5555,55
8,80057,3,1,3,1,12,12,3,12
8,80057,1,2,1,1,12,12,2,6
8,80057,3,3,1,1,12,12,3,12
8,80058,1,1,1,1,55,64,5555,55
8,80058,2,1,2,1,9,17,9999,77
8,80058,3,1,3,1,19,17,9999,77
8,80059,1,1,1,1,55,64,5555,55
8,80059,2,1,2,1,55,65,5555,55
8,80059,3,1,3,1,61,12,2,12
8,80059,3,2,1,1,61,12,2,12
8,80060,1,1,1,1,12,12,2,6
8,80060,1,2,1,1,12,12,2,6
8,80060,2,2,2,2,12,12,3,6
8,80060,2,3,1,2,12,12,3,6
8,80061,1,1,1,1,12,12,2,6
8,80061,1,2,1,1,12,12,2,6
8,80061,2,2,2,2,12,12,3,6
8,80061,2,3,1,2,12,12,3,6
8,80062,1,1,1,1,55,68,5555,55
8,80062,2,1,2,1,81,12,2,12
8,80062,2,2,1,1,81,12,2,12
8,80063,1,1,1,1,12,12,2,6
8,80063,1,2,1,1,12,12,2,6
8,80064,1,1,1,1,55,63,5555,55
8,80064,2,1,2,1,55,69,5555,55
8,80064,3,1,3,1,55,64,5555,55
8,80064,4,1,4,1,0,1,9999,77
8,80065,1,1,1,1,55,64,5555,55
8,80065,2,1,2,1,12,33,9999,77
8,80065,3,1,3,1,55,65,5555,55
8,80065,4,1,4,1,98,33,9999,77
8,80065,5,1,5,1,12,46,9999,77
8,80066,1,1,1,1,12,8,9999,77
8,80067,1,1,1,1,12,12,2,12
8,80067,2,1,2,1,55,68,5555,55
8,80067,3,1,3,1,55,63,5555,55
8,80067,4,1,4,1,0,2,9999,77
8,80067,1,2,1,1,12,12,2,12
8,80067,5,2,2,2,55,68,5555,55
8,80067,6,2,3,2,55,64,5555,55
8,80067,7,2,4,2,98,31,9999,77
8,80068,1,1,1,1,55,63,5555,55
8,80068,2,1,2,1,1,43,9999,77
8,80068,3,1,3,1,55,67,5555,55
8,80068,4,1,4,1,61,42,9999,77
8,80069,1,1,1,1,55,64,5555,55
8,80069,2,1,2,1,0,1,9999,77
8,80070,1,1,1,1,12,12,2,81
8,80070,1,2,1,1,12,12,2,81
8,80071,1,1,1,1,55,63,5555,55
8,80071,2,1,2,1,12,42,9999,77
8,80071,3,1,3,1,55,67,5555,55
8,80071,4,1,4,1,14,58,9999,77
8,80071,5,1,5,1,12,38,9999,77
8,80071,6,1,6,1,0,1,9999,77
8,80073,1,1,1,1,12,8,9999,77
8,80074,1,1,1,1,12,9,9999,77
8,80075,1,1,1,1,55,63,5555,55
8,80075,2,1,2,1,12,30,9999,77
8,80076,1,1,1,1,12,12,2,6
8,80076,2,1,2,1,55,68,5555,55
8,80076,3,1,3,1,62,12,3,61
8,80076,1,2,1,1,12,12,2,6
8,80076,3,3,1,1,62,12,3,61
8,80078,1,1,1,1,55,68,5555,55
8,80078,2,1,2,1,55,64,5555,55
8,80078,3,1,3,1,12,35,9999,77
8,80079,1,1,1,1,55,63,5555,55
8,80079,2,1,2,1,12,41,9999,77
8,80079,3,1,3,1,12,41,9999,77
8,80079,4,1,4,1,12,43,9999,77
8,80079,5,1,5,1,12,35,9999,77
8,80079,6,1,6,1,0,1,9999,77
8,80079,7,1,7,1,98,42,9999,77
8,80080,1,1,1,1,55,68,5555,55
8,80080,2,1,2,1,12,12,2,12
8,80080,2,2,1,1,12,12,2,12
8,80081,1,1,1,1,55,64,5555,55
8,80081,2,1,2,1,12,33,9999,77
8,80081,3,1,3,1,55,65,5555,55
8,80081,4,1,4,1,82,12,2,12
8,80081,5,1,5,1,0,1,9999,77
8,80081,4,2,1,1,82,12,2,12
8,80082,1,1,1,1,81,12,2,12
8,80082,2,1,2,1,55,64,5555,55
8,80082,3,1,3,1,98,46,9999,77
8,80082,1,2,1,1,81,12,2,12
8,80082,4,2,2,2,55,63,5555,55
8,80082,5,2,3,2,98,46,9999,77
8,80083,1,1,1,1,0,1,9999,77
8,80083,2,1,2,1,12,12,2,6
8,80083,2,2,1,1,12,12,2,6
8,80084,1,1,1,1,55,68,5555,55
8,80084,2,1,2,1,55,68,5555,55
8,80084,3,1,3,1,55,63,5555,55
8,80084,4,1,4,1,55,69,5555,55
8,80084,5,1,5,1,55,68,5555,55
8,80084,6,1,6,1,81,12,2,12
8,80084,7,1,7,1,55,64,5555,55
8,80084,8,1,8,1,0,1,9999,77
8,80084,9,1,9,1,0,2,9999,77
8,80084,10,1,10,1,98,38,9999,77
8,80084,6,2,1,1,81,12,2,12
8,80085,1,1,1,1,55,64,5555,55
8,80085,2,1,2,1,55,65,5555,55
8,80085,3,1,3,1,12,12,2,12
8,80085,4,1,4,1,55,64,5555,55
8,80085,5,1,5,1,1,24,9999,77
8,80085,3,2,1,1,12,12,2,12
8,80086,1,1,1,1,55,64,5555,55
8,80086,2,1,2,1,62,42,9999,77
8,80086,3,1,3,1,55,69,5555,55
8,80086,4,1,4,1,0,1,9999,77
8,80086,5,1,5,1,55,64,5555,55
8,80086,6,1,6,1,12,33,9999,77
8,80087,1,1,1,1,55,71,9999,77
8,80087,2,1,2,1,12,19,9999,77
8,80088,1,1,1,1,55,64,5555,55
8,80088,2,1,2,1,55,65,5555,55
8,80088,3,1,3,1,12,12,2,12
8,80088,3,2,1,1,12,12,2,12
8,80089,1,1,1,1,6,12,2,12
8,80089,2,1,2,1,55,64,5555,55
8,80089,3,1,3,1,12,25,9999,77
8,80089,1,2,1,1,6,12,2,12
8,80090,1,1,1,1,55,64,5555,55
8,80090,2,1,2,1,55,69,5555,55
8,80090,3,1,3,1,55,63,5555,55
8,80090,4,1,4,1,0,1,9999,77
8,80091,1,1,1,1,12,12,2,12
8,80091,1,2,1,1,12,12,2,12
8,80092,1,1,1,1,55,63,5555,55
8,80092,2,1,2,1,61,52,9999,77
8,80093,1,1,1,1,12,12,2,6
8,80093,3,1,2,1,55,63,5555,55
8,80093,4,1,3,1,1,24,9999,77
8,80093,1,2,1,1,12,12,2,6
8,80093,2,2,2,2,12,12,3,6
8,80093,2,3,1,2,12,12,3,6
8,80094,1,1,1,1,55,68,5555,55
8,80094,2,1,2,1,82,12,2,12
8,80094,2,2,1,1,82,12,2,12
8,80095,1,1,1,1,12,8,9999,77
8,80096,2,1,1,1,12,12,2,4
8,80096,1,2,1,2,55,68,5555,55
8,80096,2,2,2,1,12,12,2,4
8,80097,1,1,1,1,55,63,5555,55
8,80097,2,1,2,1,12,24,9999,77
8,80097,3,1,3,1,12,24,9999,77
8,80098,1,1,1,1,55,64,5555,55
8,80098,2,1,2,1,0,1,9999,77
8,80098,3,1,3,1,0,2,9999,77
8,80099,1,1,1,1,12,8,9999,77
8,80100,1,1,1,1,12,8,9999,77
8,80101,1,1,1,1,12,8,9999,77
8,80102,1,1,1,1,12,8,9999,77
8,80103,1,1,1,1,55,63,5555,55
8,80103,2,1,2,1,55,69,5555,55
8,80103,3,1,3,1,55,68,5555,55
8,80103,4,1,4,1,55,64,5555,55
8,80103,5,1,5,1,55,69,5555,55
8,80103,6,1,6,1,0,1,9999,77
8,80103,7,1,7,1,55,64,5555,55
8,80103,8,1,8,1,98,38,9999,77
8,80104,1,1,1,1,55,63,5555,55
8,80104,2,1,2,1,0,1,9999,77
8,80105,1,1,1,1,12,12,2,12
8,80105,1,2,1,1,12,12,2,12
8,80106,1,1,1,1,12,8,9999,77
8,80107,1,1,1,1,55,63,5555,55
8,80107,2,1,2,1,11,25,9999,77
8,80107,3,1,3,1,55,69,5555,55
8,80107,4,1,4,1,0,1,9999,77
8,80108,1,1,1,1,55,64,5555,55
8,80108,2,1,2,1,12,31,9999,77
8,80108,3,1,3,1,12,31,9999,77
8,80108,4,1,4,1,55,69,5555,55
8,80108,5,1,5,1,55,63,5555,55
8,80108,6,1,6,1,0,1,9999,77
8,80109,1,1,1,1,55,63,5555,55
8,80109,2,1,2,1,12,24,9999,77
8,80109,3,2,1,2,0,1,9999,77
8,80110,1,1,1,1,55,68,5555,55
8,80110,2,1,2,1,55,64,5555,55
8,80110,3,1,3,1,0,1,9999,77
8,80110,4,1,4,1,0,3,9999,77
8,80110,5,1,5,1,98,17,9999,77
8,80111,1,1,1,1,55,68,5555,55
8,80111,2,1,2,1,55,64,5555,55
8,80111,3,1,3,1,63,42,9999,77
8,80111,4,1,4,1,7,38,9999,77
8,80111,5,1,5,1,0,1,9999,77
8,80111,6,1,6,1,98,42,9999,77
8,80112,1,1,1,1,55,63,5555,55
8,80112,2,1,2,1,55,67,5555,55
8,80112,3,1,3,1,12,32,9999,77
8,80113,1,1,1,1,55,63,5555,55
8,80113,2,1,2,1,81,24,9999,77
8,80113,3,1,3,1,55,69,5555,55
8,80113,4,1,4,1,55,64,5555,55
8,80113,5,1,5,1,12,25,9999,77
8,80113,6,2,1,2,12,18,9999,77
8,80113,7,2,2,2,55,64,5555,55
8,80113,8,2,3,2,61,25,9999,77
8,80113,9,3,1,3,13,18,9999,77
8,80113,10,4,1,4,12,18,9999,77
8,80114,1,1,1,1,55,64,5555,55
8,80114,2,1,2,1,55,69,5555,55
8,80114,3,1,3,1,0,1,9999,77
8,80114,4,1,4,1,19,73,9999,77
8,80114,5,1,5,1,12,12,2,12
8,80114,5,2,1,1,12,12,2,12
8,80114,6,2,2,2,12,18,9999,77
8,80115,1,1,1,1,12,8,9999,77
8,80116,1,1,1,1,2,12,2,12
8,80116,1,2,1,1,2,12,2,12
8,80117,1,1,1,1,55,63,5555,55
8,80117,2,1,2,1,12,59,9999,77
8,80117,3,1,3,1,0,1,9999,77
8,80118,1,1,1,1,55,63,5555,55
8,80118,2,1,2,1,82,31,9999,77
8,80118,3,1,3,1,82,31,9999,77
8,80118,4,1,4,1,55,69,5555,55
8,80118,5,1,5,1,55,63,5555,55
8,80118,6,1,6,1,2,32,9999,77
8,80118,7,1,7,1,55,67,5555,55
8,80118,8,1,8,1,98,42,9999,77
8,80118,9,1,9,1,98,42,9999,77
8,80118,10,1,10,1,0,1,9999,77
8,80119,1,1,1,1,55,63,5555,55
8,80119,2,1,2,1,0,1,9999,77
8,80119,3,1,3,1,0,2,9999,77
8,80120,1,1,1,1,62,12,2,12
8,80120,2,1,2,1,55,64,5555,55
8,80120,3,1,3,1,12,33,9999,77
8,80120,4,1,4,1,12,59,9999,77
8,80120,5,1,5,1,12,31,9999,77
8,80120,6,1,6,1,55,67,5555,55
8,80120,7,1,7,1,55,65,5555,55
8,80120,8,1,8,1,12,12,3,12
8,80120,1,2,1,1,62,12,2,12
8,80120,8,3,1,1,12,12,3,12
8,80121,1,1,1,1,4,12,2,62
8,80121,2,1,2,1,55,64,5555,55
8,80121,3,1,3,1,12,33,9999,77
8,80121,4,1,4,1,12,43,9999,77
8,80121,5,1,5,1,12,43,9999,77
8,80121,1,2,1,1,4,12,2,62
8,80122,1,1,1,1,12,8,9999,77
8,80123,1,1,1,1,55,64,5555,55
8,80123,2,1,2,1,12,33,9999,77
8,80123,3,1,3,1,0,1,9999,77
8,80124,1,1,1,1,61,12,2,12
8,80124,1,2,1,1,61,12,2,12
8,80125,1,1,1,1,55,63,5555,55
8,80125,2,1,2,1,12,38,9999,77
8,80125,3,1,3,1,19,38,9999,77
8,80126,1,1,1,1,55,64,5555,55
8,80126,2,1,2,1,12,57,9999,77
8,80126,3,1,3,1,55,65,5555,55
8,80126,4,1,4,1,61,12,2,61
8,80126,5,1,5,1,0,1,9999,77
8,80126,6,1,6,1,98,12,4,13
8,80126,4,2,1,1,61,12,2,61
8,80126,7,2,2,2,81,12,5,8
8,80126,8,2,3,2,55,63,5555,55
8,80126,9,2,4,2,98,30,9999,77
8,80126,10,2,5,2,98,31,9999,77
8,80126,11,3,1,3,55,64,5555,55
8,80126,12,3,2,3,12,57,9999,77
8,80126,6,4,1,1,98,12,4,13
8,80126,7,5,1,2,81,12,5,8
8,80126,13,5,2,5,55,63,5555,55
8,80126,14,5,3,5,98,30,9999,77
8,80126,15,5,4,5,98,31,9999,77
8,80127,1,1,1,1,12,12,2,9
8,80127,2,1,2,1,12,12,2,9
8,80127,1,2,1,1,12,12,2,9
8,80127,2,2,2,1,12,12,2,9
8,80128,1,1,1,1,55,68,5555,55
8,80128,2,1,2,1,55,64,5555,55
8,80128,3,1,3,1,0,1,9999,77
8,80129,1,1,1,1,61,12,2,82
8,80129,1,2,1,1,61,12,2,82
8,80130,1,1,1,1,55,63,5555,55
8,80130,2,1,2,1,55,69,5555,55
8,80130,3,1,3,1,55,68,5555,55
8,80130,4,1,4,1,81,12,2,12
8,80130,4,2,1,1,81,12,2,12
8,80131,1,1,1,1,55,64,5555,55
8,80131,2,1,2,1,0,1,9999,77
8,80132,1,1,1,1,12,12,2,6
8,80132,2,1,2,1,55,64,5555,55
8,80132,3,1,3,1,98,25,9999,77
8,80132,1,2,1,1,12,12,2,6
8,80132,4,2,2,2,55,64,5555,55
8,80132,5,2,3,2,98,25,9999,77
8,80133,1,1,1,1,12,8,9999,77
8,80134,1,1,1,1,12,12,2,6
8,80134,2,1,2,1,0,1,9999,77
8,80134,1,2,1,1,12,12,2,6
8,80134,3,2,2,2,1,12,3,11
8,80134,4,2,3,2,3,12,3,10
8,80134,3,3,1,2,1,12,3,11
8,80134,4,3,2,2,3,12,3,10
8,80135,1,1,1,1,55,63,5555,55
8,80135,2,1,2,1,12,31,9999,77
8,80135,3,1,3,1,0,1,9999,77
8,80135,4,1,4,1,98,38,9999,77
8,80136,1,1,1,1,55,68,5555,55
8,80136,2,1,2,1,55,68,5555,55
8,80136,4,1,3,1,12,12,2,62
8,80136,5,1,4,1,55,63,5555,55
8,80136,6,1,5,1,0,1,9999,77
8,80136,3,2,1,2,55,68,5555,55
8,80136,4,2,2,1,12,12,2,62
8,80136,7,2,3,2,55,64,5555,55
8,80136,8,2,4,2,0,1,9999,77
8,80137,1,1,1,1,12,8,9999,77
8,80138,1,1,1,1,55,63,5555,55
8,80138,2,1,2,1,0,1,9999,77
8,80138,3,1,3,1,3,59,9999,77
8,80139,1,1,1,1,55,63,5555,55
8,80139,2,1,2,1,98,35,9999,77
8,80139,3,1,3,1,0,1,9999,77
8,80140,1,1,1,1,3,12,2,12
8,80140,2,1,2,1,55,64,5555,55
8,80140,3,1,3,1,0,1,9999,77
8,80140,1,2,1,1,3,12,2,12
8,80141,1,1,1,1,0,1,9999,77
8,80141,2,1,2,1,19,54,2,6
8,80141,3,1,3,1,12,12,2,6
8,80141,2,2,1,1,19,54,2,6
8,80141,3,2,2,1,12,12,2,6
8,80142,1,1,1,1,55,68,5555,55
8,80142,2,1,2,1,81,12,2,81
8,80142,2,2,1,1,81,12,2,81
8,80143,1,1,1,1,55,63,5555,55
8,80143,2,1,2,1,12,59,9999,77
8,80143,3,1,3,1,12,8,9999,77
8,80143,4,1,4,1,12,8,9999,77
8,80143,5,1,5,1,98,14,2,8
8,80143,6,1,6,1,12,14,3,83
8,80143,5,2,1,1,98,14,2,8
8,80143,6,3,1,1,12,14,3,83
8,80144,1,1,1,1,83,12,2,12
8,80144,2,1,2,1,55,64,5555,55
8,80144,3,1,3,1,7,38,9999,77
8,80144,1,2,1,1,83,12,2,12
8,80144,4,2,2,2,0,1,9999,77
8,80144,5,2,3,2,55,63,5555,55
8,80144,6,2,4,2,14,38,9999,77
8,80145,1,1,1,1,55,64,5555,55
8,80145,2,1,2,1,55,69,5555,55
8,80145,3,1,3,1,0,1,9999,77
8,80146,1,1,1,1,55,64,5555,55
8,80146,2,1,2,1,12,31,9999,77
8,80146,3,1,3,1,12,31,9999,77
8,80146,4,1,4,1,55,65,5555,55
8,80146,5,1,5,1,12,21,9999,77
8,80146,6,1,6,1,55,62,5555,55
8,80146,7,1,7,1,0,1,9999,77
8,80146,8,1,8,1,3,42,9999,77
8,80146,9,1,9,1,82,38,9999,77
8,80147,1,1,1,1,55,63,5555,55
8,80147,2,1,2,1,0,1,9999,77
8,80148,1,1,1,1,55,63,5555,55
8,80148,2,1,2,1,55,69,5555,55
8,80148,3,1,3,1,0,1,9999,77
8,80149,1,1,1,1,12,12,2,12
8,80149,1,2,1,1,12,12,2,12
8,80150,1,1,1,1,55,64,5555,55
8,80150,2,1,2,1,12,43,9999,77
8,80150,3,1,3,1,0,1,9999,77
8,80150,4,1,4,1,55,65,5555,55
8,80150,5,1,5,1,98,42,9999,77
8,80150,6,1,6,1,98,42,9999,77
8,80150,7,1,7,1,98,43,9999,77
8,80150,8,1,8,1,6,42,9999,77
8,80151,1,1,1,1,55,63,5555,55
8,80151,2,1,2,1,82,14,2,61
8,80151,3,1,3,1,0,1,9999,77
8,80151,4,1,4,1,98,14,3,6
8,80151,5,1,5,1,55,67,5555,55
8,80151,6,1,6,1,98,59,9999,77
8,80151,2,2,1,1,82,14,2,61
8,80151,4,3,1,1,98,14,3,6
8,80152,1,1,1,1,55,68,5555,55
8,80152,2,1,2,1,12,12,2,12
8,80152,2,2,1,1,12,12,2,12
8,80153,1,1,1,1,11,12,2,5
8,80153,2,1,2,1,55,68,5555,55
8,80153,3,1,3,1,12,12,3,12
8,80153,1,2,1,1,11,12,2,5
8,80153,3,3,1,1,12,12,3,12
8,80154,1,1,1,1,2,12,2,12
8,80154,1,2,1,1,2,12,2,12
8,80155,1,1,1,1,55,68,5555,55
8,80155,2,1,2,1,55,64,5555,55
8,80155,3,1,3,1,12,46,9999,77
8,80156,1,1,1,1,55,64,5555,55
8,80156,2,1,2,1,0,1,9999,77
8,80157,1,1,1,1,55,63,5555,55
8,80157,2,1,2,1,12,52,9999,77
8,80158,1,1,1,1,55,68,5555,55
8,80158,2,1,2,1,12,12,2,12
8,80158,2,2,1,1,12,12,2,12
8,80159,1,1,1,1,55,64,5555,55
8,80159,2,1,2,1,0,1,9999,77
8,80160,1,1,1,1,55,68,5555,55
8,80160,2,1,2,1,55,64,5555,55
8,80160,3,1,3,1,63,35,9999,77
8,80160,4,1,4,1,0,1,9999,77
8,80161,1,1,1,1,12,12,2,6
8,80161,2,1,2,1,55,64,5555,55
8,80161,3,1,3,1,12,33,9999,77
8,80161,4,1,4,1,55,65,5555,55
8,80161,5,1,5,1,12,33,9999,77
8,80161,6,1,6,1,12,43,9999,77
8,80161,7,1,7,1,12,30,9999,77
8,80161,8,1,8,1,12,19,9999,77
8,80161,1,2,1,1,12,12,2,6
8,80162,1,1,1,1,0,1,9999,77
8,80162,2,1,2,1,55,68,5555,55
8,80162,3,1,3,1,55,64,5555,55
8,80162,4,1,4,1,13,24,9999,77
8,80163,1,1,1,1,55,63,5555,55
8,80163,2,1,2,1,55,67,5555,55
8,80163,3,1,3,1,0,1,9999,77
8,80163,4,1,4,1,12,35,9999,77
8,80163,5,1,5,1,0,1,9999,77
8,80164,1,1,1,1,55,68,5555,55
8,80164,2,1,2,1,62,12,2,62
8,80164,3,1,3,1,55,68,5555,55
8,80164,4,1,4,1,55,63,5555,55
8,80164,5,1,5,1,82,35,9999,77
8,80164,2,2,1,1,62,12,2,62
8,80165,1,1,1,1,55,68,5555,55
8,80165,2,1,2,1,12,12,2,12
8,80165,3,1,3,1,55,64,5555,55
8,80165,4,1,4,1,0,1,9999,77
8,80165,5,1,5,1,14,42,9999,77
8,80165,2,2,1,1,12,12,2,12
8,80165,6,2,2,2,55,68,5555,55
8,80165,7,2,3,2,55,64,5555,55
8,80165,8,2,4,2,0,1,9999,77
8,80166,1,1,1,2,1,12,1,61
8,80166,1,2,1,2,1,12,1,61
8,80166,2,2,2,2,12,8,9999,77
8,80166,3,2,3,2,55,63,5555,55
8,80166,4,2,4,2,0,1,9999,77
8,80166,5,2,5,2,6,38,9999,77
8,80167,1,1,1,1,55,68,5555,55
8,80167,2,1,2,1,12,12,2,12
8,80167,3,1,3,1,83,12,2,63
8,80167,2,2,1,1,12,12,2,12
8,80167,3,2,2,1,83,12,2,63
8,80167,4,2,3,2,55,63,5555,55
8,80167,5,2,4,2,0,1,9999,77
8,80168,1,1,1,1,55,63,5555,55
8,80168,2,1,2,1,0,1,9999,77
8,80169,1,1,1,1,12,12,2,12
8,80169,1,2,1,1,12,12,2,12
8,80170,1,1,1,1,61,12,2,12
8,80170,1,2,1,1,61,12,2,12
8,80170,2,2,2,2,55,68,5555,55
8,80170,3,2,3,2,55,64,5555,55
8,80170,4,2,4,2,12,38,9999,77
8,80171,1,1,1,1,55,68,5555,55
8,80171,2,1,2,1,62,12,2,62
8,80171,3,1,3,1,55,68,5555,55
8,80171,4,1,4,1,55,63,5555,55
8,80171,8,1,5,3,62,12,1,9
8,80171,2,2,1,1,62,12,2,62
8,80171,5,2,2,2,55,63,5555,55
8,80171,6,2,3,2,0,1,9999,77
8,80171,7,3,1,3,55,63,5555,55
8,80171,8,3,2,3,62,12,1,9
8,80172,1,1,1,1,55,66,5555,55
8,80172,2,1,2,1,55,68,5555,55
8,80172,3,1,3,1,1,12,2,7
8,80172,4,1,4,1,55,64,5555,55
8,80172,5,1,5,1,11,25,9999,77
8,80172,6,1,6,1,55,68,5555,55
8,80172,7,1,7,1,5,12,2,61
8,80172,8,1,8,1,55,63,5555,55
8,80172,9,1,9,1,1,23,9999,77
8,80172,10,1,10,1,12,12,3,6
8,80172,11,1,11,1,12,42,9999,77
8,80172,12,1,12,1,0,1,9999,77
8,80172,13,1,13,1,0,2,9999,77
8,80172,3,2,1,1,1,12,2,7
8,80172,7,2,2,1,5,12,2,61
8,80172,14,2,3,2,55,63,5555,55
8,80172,15,2,4,2,12,23,9999,77
8,80172,10,3,1,1,12,12,3,6
8,80172,16,3,2,3,0,1,9999,77
8,80172,17,3,3,3,12,12,4,13
8,80172,17,4,1,3,12,12,4,13
8,80173,1,1,1,1,12,8,9999,77
