ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
60482,20,20,20,20,20,20,20,20,20,20
60483,0,0,0,0,0,0,0,0,0,8
60484,0,0,0,8,0,11,0,12,0,0
60485,0,0,0,0,0,0,22,0,25,0
60486,0,0,0,7,0,0,0,0,0,0
60487,0,23,0,0,0,23,24,0,0,0
60488,17,0,0,0,0,0,0,18,0,22
60489,0,0,0,0,0,0,0,0,0,0
60490,8,8,8,8,8,8,8,8,8,8
60491,10,10,10,10,10,10,10,10,15,10
60492,0,0,0,0,0,0,0,0,0,0
60493,16,0,22,0,15,0,0,0,27,3
60494,23,23,23,23,23,23,23,23,23,23
60495,10,10,10,10,10,10,10,10,10,10
60496,21,16,47,0,0,9,0,0,0,0
60497,0,0,0,0,0,0,0,0,0,0
60498,0,0,0,0,0,0,0,16,0,0
60499,0,0,0,0,0,0,0,0,0,0
60500,24,24,24,24,24,24,24,24,24,24
60501,9,9,9,9,9,9,9,9,9,9
60502,14,14,14,14,14,14,14,14,14,14
60503,10,34,24,10,10,10,10,10,10,10
60504,11,0,4,16,16,0,0,0,0,12
60505,0,0,0,0,0,0,0,0,0,0
60506,0,0,0,0,0,0,0,0,0,0
60507,0,0,0,0,0,0,0,0,0,0
60508,18,0,13,14,0,0,0,0,0,0
60509,0,4,0,0,0,0,0,0,0,0
60510,0,0,21,0,17,0,0,18,14,34
60511,0,0,0,0,0,0,0,0,0,0
60512,0,0,0,0,0,0,0,22,0,0
60513,0,0,0,0,0,0,0,0,0,0
60514,0,0,0,13,0,0,0,0,0,0
60515,0,0,0,0,0,0,0,0,0,0
60516,0,0,0,0,0,0,0,0,0,0
60517,24,0,0,10,0,0,0,0,0,16
60518,0,0,0,0,0,19,12,10,0,0
60519,14,0,15,0,0,0,0,0,0,0
60520,28,24,22,4,25,36,18,14,1,16
60521,30,30,30,30,30,30,30,30,30,30
60522,12,0,0,0,0,0,0,0,0,18
60523,0,0,0,0,0,0,0,0,0,0
60524,20,20,20,20,20,20,20,20,20,20
60525,0,0,0,0,0,0,0,0,0,0
60526,4,4,4,4,4,4,4,4,4,4
60527,0,28,15,0,0,0,0,28,0,0
60528,0,0,0,0,0,0,0,0,0,0
60529,0,0,0,0,0,0,0,0,0,35
60530,0,0,0,0,0,0,3,0,0,0
60531,0,14,0,0,0,29,0,0,0,0
60532,24,25,11,27,13,32,0,20,25,33
60533,30,30,30,30,30,30,30,30,30,30
60534,0,0,0,0,0,0,0,0,0,0
60535,20,0,0,0,0,18,0,0,0,0
60536,0,0,28,11,35,0,0,25,16,14
60537,10,10,10,10,10,10,10,21,10,10
60538,0,0,0,0,0,0,0,0,0,0
60539,20,20,20,20,20,20,20,20,20,20
60540,22,22,22,22,22,22,22,22,22,22
60541,0,30,32,17,31,23,8,6,35,28
60542,24,15,42,18,14,26,25,23,16,16
60543,0,0,0,0,0,0,0,0,0,0
60544,0,0,0,0,0,0,0,0,0,0
60545,0,0,0,0,0,0,0,0,14,0
60546,20,20,20,20,20,20,20,20,20,20
60547,0,0,0,0,0,0,0,0,0,0
60548,0,0,0,0,0,0,0,0,0,0
60549,0,0,0,0,0,0,0,0,0,0
60550,0,0,0,0,22,0,30,0,25,0
60551,12,13,9,12,0,0,0,0,0,0
60552,0,0,0,0,0,0,0,0,0,0
60553,25,22,23,13,18,14,36,20,9,7
60554,12,5,0,0,0,16,0,0,0,10
60555,0,0,0,0,0,0,0,0,0,0
60556,0,0,0,0,0,0,0,0,0,0
60557,22,22,22,22,22,22,22,22,22,22
60558,0,0,0,0,0,0,0,0,0,0
60559,0,0,0,0,0,0,0,0,0,0
60560,19,19,19,19,19,19,19,19,19,19
60561,0,0,0,0,0,0,0,0,0,0
60562,10,10,10,10,10,10,10,10,10,10
60563,0,0,0,0,8,29,14,0,0,10
60564,0,0,0,0,11,0,0,0,0,0
60565,0,0,0,0,0,0,0,0,0,0
60566,0,6,0,0,0,0,0,22,0,7
60567,8,25,0,0,21,16,28,20,36,20
60568,0,0,0,0,0,0,0,0,0,0
60569,0,0,0,0,0,0,0,0,0,0
60570,28,0,0,0,0,0,0,5,0,0
60571,0,0,0,0,0,0,0,0,0,0
60572,0,0,0,0,27,19,0,0,0,0
60573,0,15,0,0,0,0,0,0,9,0
60574,0,0,0,0,0,21,9,0,12,17
60575,0,0,0,0,0,0,0,0,0,0
60576,0,0,0,0,0,0,0,0,0,0
60577,0,0,0,0,0,0,0,0,0,0
60578,8,3,17,11,0,0,11,0,24,0
60579,0,0,0,0,0,0,0,0,0,0
60580,0,0,0,0,0,0,0,0,0,0
60581,0,0,0,0,0,0,0,0,0,0
60582,0,0,0,0,0,0,0,0,0,0
60583,4,4,4,4,4,4,4,4,4,4
60584,0,0,0,0,0,0,0,0,0,27
60585,0,0,0,0,0,0,0,0,0,0
60586,0,23,0,0,0,0,0,0,14,0
60587,0,0,0,0,0,0,0,0,0,0
60588,17,23,0,0,0,14,18,0,0,0
60589,19,19,19,19,19,19,19,19,19,19
60590,25,25,25,25,25,25,25,25,25,25
60591,0,0,0,0,0,0,0,0,0,0
60592,0,26,14,21,47,8,7,12,26,23
60593,10,10,10,10,10,10,10,10,10,10
60594,0,0,0,0,0,0,0,0,0,0
60595,0,0,0,0,0,0,0,0,0,0
60596,0,0,0,0,0,0,0,0,0,0
60597,0,0,0,0,0,0,32,0,0,0
60598,0,0,0,0,0,0,0,0,0,0
60599,0,0,0,0,0,0,0,0,0,0
60600,0,0,0,0,0,0,0,0,0,0
60601,0,0,0,0,0,0,0,0,0,0
60602,39,39,39,39,39,39,39,39,39,39
60603,0,0,0,0,0,0,0,0,0,0
60604,17,17,17,17,17,17,17,17,17,17
60605,0,0,0,0,0,0,0,0,0,0
60606,27,27,27,27,27,27,27,27,27,27
60607,0,0,0,0,0,0,0,0,0,0
60608,0,0,0,0,0,0,0,0,0,0
60609,4,4,4,4,4,4,4,4,4,4
60610,27,27,27,27,27,27,27,27,27,27
60611,0,17,0,0,0,7,17,0,0,0
60612,0,0,0,0,0,0,0,0,0,0
60613,22,16,14,19,14,18,14,14,16,22
60614,0,0,0,0,0,0,0,0,0,0
60615,0,0,0,0,0,0,0,0,0,0
60616,0,0,0,0,0,0,0,0,0,0
60617,16,10,9,21,37,7,26,30,18,0
60618,0,0,0,0,0,0,0,0,0,0
60619,0,0,0,30,13,10,23,0,0,0
60620,0,0,0,0,0,0,0,0,0,0
60621,0,0,0,0,0,0,0,0,0,0
60622,25,34,0,0,0,28,0,8,0,0
60623,15,17,9,21,14,0,14,20,32,10
60624,22,22,22,22,22,22,22,22,22,22
60625,19,19,19,19,21,19,19,19,19,19
60626,5,5,5,5,5,5,5,5,5,5
60627,0,0,0,0,0,0,0,0,0,0
60628,0,0,15,0,4,12,0,0,0,0
60629,0,0,0,0,0,0,0,0,0,0
60630,0,0,0,0,0,0,0,0,0,0
60631,0,0,0,16,0,0,0,0,0,0
60632,0,0,0,0,0,0,0,0,0,0
60633,0,0,0,0,0,0,0,0,0,0
60634,0,0,0,0,13,0,0,0,0,0
60635,23,23,23,23,23,23,23,23,23,23
60636,0,0,19,0,4,9,0,0,0,0
60637,0,0,0,0,0,0,0,0,0,0
60638,5,5,5,5,5,5,5,5,5,5
60639,0,0,0,0,18,0,0,0,0,0
60640,18,2,2,2,24,2,2,2,17,2
60641,5,8,0,0,21,25,20,8,10,13
60642,16,35,31,45,24,12,8,20,11,9
60643,20,20,20,20,20,20,20,20,20,20
60644,0,25,13,13,16,0,32,18,10,0
60645,8,0,16,43,0,0,22,21,13,0
60646,0,21,14,0,0,14,0,0,0,0
60647,0,3,0,26,4,10,0,0,0,12
60648,16,0,0,13,0,0,15,0,0,0
60649,0,0,0,0,0,0,0,0,0,0
60650,17,29,41,14,19,12,0,18,15,11
60651,21,26,10,24,6,34,13,40,16,23
60652,0,0,0,0,0,27,0,0,0,0
60653,12,12,12,12,12,12,12,12,12,12
60654,0,19,0,0,9,0,0,0,2,0
60655,0,0,0,0,0,0,0,0,0,0
60656,30,30,30,30,30,30,30,30,30,30
60657,0,0,0,0,0,0,0,0,0,0
60658,0,0,0,0,0,0,0,0,0,0
60659,9,0,27,46,20,14,16,15,17,13
60660,0,0,0,0,0,0,0,0,0,0
60661,0,0,0,0,0,0,12,24,15,0
60662,15,15,15,15,15,15,15,15,15,15
60663,32,20,35,0,0,0,0,0,0,26
60664,0,0,6,19,0,0,0,0,0,0
60665,3,3,3,3,3,3,3,3,3,3
60666,0,0,0,0,0,0,0,0,0,0
60667,0,0,0,0,0,0,0,0,0,0
60668,15,0,26,0,35,10,12,23,6,16
60669,0,0,0,0,0,0,0,0,0,0
60670,16,16,16,16,16,16,16,16,16,16
60671,0,0,0,0,0,0,0,0,0,0
60672,0,0,0,0,0,6,20,0,0,0
60673,23,0,10,16,20,0,14,0,0,0
60674,0,0,0,0,0,0,11,0,0,0
60675,16,16,16,16,16,16,16,16,16,16
60676,26,26,26,26,26,26,26,26,26,26
60677,15,13,13,19,22,0,10,7,17,16
60678,20,0,0,24,21,0,14,26,30,0
60679,0,0,0,0,0,0,0,0,0,0
60680,21,21,21,21,21,21,21,21,21,21
60681,18,0,0,0,19,0,0,0,21,0
60682,6,0,24,0,0,0,26,6,0,0
60683,0,0,11,8,0,21,25,0,0,23
60684,26,8,15,7,12,28,13,10,18,19
60685,0,0,0,0,0,0,0,0,0,0
60686,16,16,16,16,16,16,16,16,16,16
60687,0,0,0,0,0,0,0,0,0,0
60688,13,13,13,13,13,13,13,13,13,13
60689,16,16,16,16,16,16,16,16,16,16
60690,0,0,0,0,0,0,0,0,0,0
60691,0,0,15,0,22,0,0,0,0,0
60692,9,9,9,9,9,9,9,9,9,9
60693,0,0,0,0,0,0,0,0,0,0
60694,0,0,0,0,0,0,0,0,0,0
60695,28,28,28,28,28,28,28,28,28,28
60696,18,18,18,18,18,18,18,18,18,18
60697,0,0,0,0,0,0,0,0,0,0
60698,14,14,14,14,14,14,14,14,14,14
60699,7,18,23,28,9,17,33,10,22,20
60700,0,0,0,0,0,0,0,0,0,0
60701,0,0,0,0,19,0,0,0,0,12
60702,0,0,0,0,0,0,0,0,0,0
60703,0,0,0,0,0,0,0,0,0,0
60704,24,24,24,24,24,24,24,24,24,24
60705,12,12,12,12,12,12,12,12,12,12
60706,0,0,0,0,0,0,0,0,0,0
60707,0,0,0,0,0,0,0,0,0,0
60708,0,0,0,0,0,0,0,0,0,0
60709,24,24,24,24,24,24,24,24,24,24
60710,0,10,14,0,9,0,0,25,0,0
60711,0,0,0,0,0,0,0,0,0,0
60712,11,11,11,11,11,11,11,11,11,11
60713,31,31,31,31,31,31,31,31,31,31
60714,0,0,0,0,0,0,0,0,0,0
60715,0,0,0,0,0,0,0,0,0,0
60716,7,18,19,11,7,17,29,22,15,24
60717,9,9,9,9,9,9,9,9,9,9
60718,9,19,14,12,32,0,0,0,17,6
60719,0,0,0,0,0,0,0,0,0,0
60720,0,0,0,0,0,0,0,0,0,0
60721,0,0,0,0,18,0,0,0,0,0
60722,16,0,19,7,9,14,0,0,0,0
60723,16,16,16,16,16,16,16,16,16,16
60724,0,0,0,0,0,0,0,0,0,0
60725,19,19,19,19,19,19,19,19,19,19
60726,9,0,12,0,0,21,0,0,0,16
60727,0,0,0,0,0,0,0,0,0,0
60728,0,0,0,9,0,0,0,0,0,0
60729,0,0,0,0,0,0,0,0,0,0
60730,0,0,0,0,0,0,0,0,0,0
60731,20,20,20,20,20,20,20,20,20,20
60732,2,2,2,2,2,2,2,2,2,2
60733,16,16,16,16,16,16,16,16,16,16
60734,2,2,2,2,2,2,2,2,2,2
60735,15,15,15,15,15,15,15,15,15,15
60736,13,60,12,11,0,9,13,12,16,22
60737,8,14,24,0,20,23,26,7,9,4
60738,12,12,12,12,12,12,12,12,12,12
60739,0,9,0,0,0,0,0,0,0,0
60740,23,11,22,26,39,25,5,17,30,11
60741,0,0,0,0,0,0,0,0,0,0
60742,14,14,14,14,14,14,14,14,14,14
60743,0,0,0,0,0,0,0,0,14,0
60744,0,21,0,28,0,0,0,0,0,5
60745,0,0,0,0,0,0,0,0,30,9
60746,17,17,17,17,17,17,17,17,17,17
60747,0,0,0,0,0,0,0,0,0,0
60748,0,0,0,37,19,25,0,18,31,0
60749,0,0,0,0,20,24,0,0,0,0
60750,8,3,0,0,22,0,11,31,0,11
60751,0,0,0,0,0,0,0,0,0,0
60752,29,29,29,29,29,29,29,29,29,29
60753,0,0,0,0,0,0,0,0,0,0
60754,0,0,0,0,0,0,38,0,7,0
60755,0,0,0,0,0,0,0,0,0,0
60756,0,0,0,0,0,16,0,0,21,0
60757,0,23,20,0,0,22,0,0,0,12
60758,17,17,17,17,17,17,17,17,17,17
60759,0,0,0,0,0,0,0,0,0,0
60760,18,18,18,18,18,18,18,18,18,18
60761,0,0,0,0,0,0,0,0,0,0
60762,7,7,7,7,7,7,7,7,7,7
60763,19,12,14,39,16,27,21,25,7,17
60764,0,16,18,0,9,0,27,19,13,0
60765,0,0,0,0,0,0,0,0,0,0
60766,26,0,0,0,8,0,0,0,0,0
60767,0,0,0,0,0,0,0,0,0,0
60768,0,0,0,0,0,0,0,0,0,0
60769,0,0,0,0,0,0,0,0,0,0
60770,12,12,12,12,12,12,12,12,12,12
60771,0,30,0,0,0,0,0,0,21,0
60772,6,0,0,0,0,16,0,0,0,0
60773,16,16,16,16,16,16,16,16,16,16
60774,0,27,0,19,25,8,14,15,9,0
60775,17,26,15,0,0,18,8,0,0,0
60776,0,0,0,0,0,0,0,0,0,0
60777,0,0,0,0,0,0,0,0,0,0
60778,53,53,53,53,53,53,53,53,53,53
60779,0,0,0,0,0,0,0,0,0,0
60780,18,18,18,18,18,18,18,18,18,18
60781,10,0,0,19,0,0,0,0,0,0
60782,0,0,0,0,0,0,0,0,0,0
60783,0,0,0,12,0,29,0,0,0,0
60784,0,0,0,0,0,21,0,0,6,0
60785,0,25,0,0,0,0,20,0,0,0
60786,17,17,17,17,17,17,17,17,17,17
60787,30,21,20,0,9,11,17,0,31,22
60788,0,0,0,0,0,0,0,0,0,0
60789,14,10,10,10,10,10,10,10,10,10
60790,0,0,0,0,0,0,0,0,0,0
60791,0,0,0,0,0,0,0,0,0,0
60792,17,17,17,17,17,17,17,17,17,17
60793,0,0,0,0,0,0,0,0,0,0
60794,0,0,0,0,0,0,0,0,0,0
60795,1,41,1,17,6,23,1,1,1,14
60796,14,14,14,14,14,14,14,14,14,14
60797,0,0,21,0,0,0,0,0,0,0
60798,0,0,0,0,0,0,0,0,0,0
60799,20,20,20,20,20,20,20,20,20,20
60800,0,0,0,11,0,0,0,0,24,0
60801,13,13,13,13,13,13,13,13,13,13
60802,0,0,0,0,0,0,0,0,0,0
60803,0,0,27,0,0,0,0,0,0,0
60804,0,0,0,0,0,0,0,0,0,0
60805,0,0,0,0,0,0,0,0,0,0
60806,0,0,0,0,0,0,0,0,0,0
60807,0,0,0,0,0,0,0,1,0,0
60808,18,18,18,18,18,18,18,18,18,18
60809,0,0,0,0,0,0,0,0,0,0
60810,21,0,0,0,0,0,0,0,0,0
60811,0,0,13,0,0,0,0,0,0,0
60812,14,25,12,19,17,22,21,22,22,20
60813,0,37,4,0,0,24,10,23,14,0
60814,0,0,0,0,0,0,0,0,0,0
60815,0,0,0,0,0,0,0,0,0,0
60816,0,10,3,32,39,26,0,0,8,0
60817,16,16,37,16,16,16,16,16,16,16
60818,0,0,0,0,0,0,0,0,0,0
60819,0,0,0,0,0,0,0,0,0,0
60820,16,16,16,16,16,16,16,16,16,16
60821,19,19,19,19,19,19,19,19,26,19
60822,0,15,0,12,20,15,0,0,0,0
60823,0,21,10,0,0,8,0,0,13,0
60824,0,0,0,0,0,0,0,0,0,0
60825,9,9,15,9,9,40,9,9,25,12
60826,8,0,0,0,0,0,0,0,0,0
60827,0,0,0,0,0,12,0,0,0,24
60828,0,0,0,0,0,0,0,0,0,23
60829,16,0,0,0,0,0,0,0,0,0
60830,0,34,0,0,0,10,28,0,0,0
60831,35,35,35,35,35,35,35,35,35,35
60832,18,18,18,18,18,18,18,18,18,18
60833,0,0,11,0,0,0,0,0,0,0
60834,19,19,19,19,19,19,19,19,19,19
60835,0,21,0,0,0,0,14,0,0,0
60836,24,24,24,24,24,24,24,24,24,24
60837,12,12,12,12,12,12,12,12,12,12
60838,0,0,0,0,0,0,0,0,13,0
60839,0,0,0,0,0,0,0,0,0,0
60840,0,0,0,0,0,0,0,0,0,0
60841,27,21,15,20,28,20,25,19,29,23
60842,0,0,0,0,0,0,0,0,0,0
60843,11,0,0,0,18,0,11,0,13,0
60844,0,24,0,0,0,0,0,0,0,0
60845,0,22,23,0,17,0,0,0,7,29
60846,16,31,0,21,0,19,21,16,0,6
60847,2,2,2,2,2,2,2,2,2,2
60848,0,0,0,0,0,0,0,0,0,0
60849,0,0,8,0,0,0,0,0,0,6
60850,0,0,0,13,0,0,0,0,0,0
60851,0,0,20,13,6,31,0,0,0,0
60852,0,7,0,0,0,0,0,0,0,0
60853,0,0,0,0,0,0,0,0,7,0
60854,25,25,25,25,25,25,25,25,25,25
60855,6,6,6,6,6,6,6,6,6,6
60856,2,2,2,2,2,2,2,2,2,2
60857,27,26,30,6,29,31,12,0,36,5
60858,18,11,0,0,10,4,0,0,15,0
60859,0,0,0,0,0,17,0,0,0,0
60860,14,14,14,14,14,14,14,14,14,14
60861,13,13,13,13,13,48,13,13,13,13
60862,0,0,0,0,0,0,0,0,0,0
60863,0,0,0,0,0,0,0,0,0,0
60864,0,0,0,0,0,0,0,0,0,0
60865,0,0,12,0,0,0,0,0,0,0
60866,19,19,19,19,19,19,19,19,19,19
60867,0,0,0,0,0,0,0,0,0,0
60868,20,20,20,20,20,20,20,20,20,20
60869,0,0,0,0,0,30,9,0,40,0
60870,0,0,0,0,0,0,0,0,7,0
60871,0,0,0,0,0,0,0,0,0,0
60872,24,24,24,24,24,24,24,24,24,24
60873,26,26,26,26,26,26,26,26,26,26
60874,32,32,32,32,32,32,32,32,32,32
60875,0,0,0,0,0,0,0,0,0,0
60876,0,0,0,0,0,0,0,0,0,0
60877,0,0,0,0,0,0,0,0,0,0
60878,0,17,0,0,0,0,0,0,24,6
60879,0,0,0,0,11,0,0,0,0,0
60880,0,0,0,0,0,0,0,0,26,0
60881,17,7,33,8,13,10,3,16,14,4
60882,0,0,0,0,0,0,8,0,0,0
60883,0,0,0,0,0,0,0,0,0,0
60884,0,0,0,0,0,0,0,0,0,0
60885,0,0,0,0,0,0,0,0,0,0
60886,21,0,21,22,15,15,12,0,16,24
60887,0,0,0,0,0,0,0,0,0,0
60888,19,19,19,19,19,19,46,19,21,19
60889,0,0,0,0,0,0,0,0,0,0
60890,0,0,0,0,0,0,0,0,23,0
60891,0,20,0,0,0,0,0,0,0,0
60892,0,0,9,0,0,0,0,0,0,0
60893,0,0,0,0,0,0,0,0,0,0
60894,0,0,0,0,0,0,0,0,0,0
60895,9,9,9,9,9,9,9,9,9,9
60896,0,27,0,0,17,0,15,0,5,38
60897,0,0,0,0,0,0,0,0,0,0
60898,0,0,0,10,0,0,0,0,0,0
60899,13,6,16,0,26,12,9,23,25,0
60900,0,0,0,0,0,0,0,0,0,0
60901,0,0,0,0,0,0,0,0,0,0
60902,24,24,24,24,24,24,24,24,24,24
60903,23,41,23,23,23,23,23,23,23,23
60904,0,31,4,14,0,16,0,0,0,15
60905,0,0,12,0,0,16,32,15,29,11
60906,34,34,15,11,0,12,18,0,16,20
60907,0,0,0,0,0,0,0,0,0,0
60908,0,0,0,0,0,0,0,0,0,0
60909,0,0,0,0,0,0,0,0,0,0
60910,6,12,0,17,0,22,0,0,0,0
60911,5,5,5,5,5,5,5,5,5,5
60912,0,0,0,0,0,0,0,0,0,0
60913,0,0,0,0,0,0,0,0,0,0
60914,28,28,28,28,28,28,28,28,28,28
60915,0,0,0,0,0,0,0,0,0,0
60916,0,0,0,0,0,0,0,0,0,0
60917,9,9,9,9,9,9,9,9,9,9
60918,0,0,0,0,0,0,0,0,0,7
60919,20,20,20,20,20,20,20,20,20,20
60920,0,0,0,0,0,0,0,0,0,0
60921,1,1,1,1,1,1,1,1,1,1
60922,0,0,0,0,0,0,0,0,0,0
60923,1,0,0,5,0,14,0,49,15,19
60924,18,18,18,18,18,18,18,18,18,18
60925,0,0,0,18,0,0,0,8,0,0
60926,27,16,0,42,0,28,17,0,0,24
60927,10,10,10,10,10,10,10,10,10,10
60928,0,0,0,0,0,0,0,0,0,0
60929,0,0,0,0,14,0,0,0,0,0
60930,22,0,0,0,0,9,17,14,7,27
60931,0,0,0,0,0,0,0,0,0,0
60932,0,0,0,0,0,0,0,0,0,0
60933,12,12,12,12,12,12,12,12,12,12
60934,0,0,0,0,0,0,0,0,0,0
60935,0,0,0,0,0,0,0,0,0,0
60936,0,0,0,0,32,0,0,0,0,0
60937,21,11,23,8,13,9,14,10,19,5
60938,25,19,27,15,7,20,12,6,12,12
60939,0,0,0,0,0,4,0,0,0,0
60940,9,9,9,9,9,9,9,9,9,9
60941,0,16,17,0,15,25,18,0,0,0
60942,0,0,0,0,0,0,0,0,0,0
60943,0,0,0,0,0,0,0,0,0,0
60944,0,0,0,0,0,0,0,0,0,0
60945,0,0,0,0,0,0,0,0,0,0
60946,3,3,3,3,3,3,3,3,3,3
60947,0,29,0,0,0,0,0,0,0,0
60948,0,0,0,0,17,0,0,19,0,0
60949,0,0,0,0,0,0,0,0,0,10
60950,21,21,21,21,21,21,21,21,21,21
60951,0,0,0,0,0,0,0,0,0,0
60952,0,0,0,14,0,0,0,0,0,0
60953,0,0,0,0,0,0,0,0,0,0
60954,0,0,0,12,0,14,0,0,0,0
60955,25,25,25,25,25,25,25,25,25,25
60956,17,15,11,16,16,29,7,0,0,0
60957,11,11,11,11,11,11,11,11,11,11
60958,14,14,14,14,14,14,14,14,14,14
60959,0,0,0,0,0,0,0,0,0,0
60960,20,20,20,20,20,20,20,20,20,20
60961,0,17,0,0,0,0,0,0,0,0
60962,0,15,0,0,0,0,0,0,0,0
60963,0,0,0,0,0,20,0,0,0,0
60964,28,28,28,28,28,28,28,28,28,28
60965,0,0,0,3,0,9,0,0,0,0
60966,0,0,0,0,0,0,0,0,0,0
60967,0,0,0,0,17,0,0,38,0,14
60968,0,0,0,0,0,0,0,0,0,0
60969,11,11,11,11,11,11,11,11,11,11
60970,12,12,12,36,12,12,12,12,12,12
60971,31,31,31,31,31,31,31,31,31,31
60972,0,0,0,0,10,0,0,0,0,22
60973,0,0,0,0,0,37,0,0,0,0
60974,0,0,0,0,0,0,0,0,0,0
60975,0,0,0,0,0,0,0,0,0,0
60976,0,0,11,0,0,0,0,0,0,0
60977,17,17,17,17,17,17,17,20,17,17
60978,0,0,11,0,0,0,0,0,0,0
60979,18,30,10,17,12,30,7,29,13,16
60980,33,34,0,0,19,0,24,6,16,39
60981,12,12,12,12,12,12,12,12,12,12
60982,0,0,0,0,0,0,0,0,0,0
60983,0,0,0,0,0,0,0,0,0,0
60984,0,0,0,0,0,0,0,0,0,0
60985,27,14,14,9,17,11,16,6,7,7
60986,0,0,0,0,0,0,0,0,0,0
60987,0,0,0,0,0,0,0,0,0,0
60988,0,8,8,18,17,0,0,36,14,22
60989,16,0,0,12,10,0,0,0,20,14
60990,0,0,0,9,0,14,27,0,0,0
60991,27,18,0,24,17,8,0,0,0,0
60992,0,0,0,0,0,0,0,0,0,0
60993,0,0,0,0,0,0,0,0,0,0
60994,0,0,0,0,0,0,0,0,0,0
60995,0,0,0,0,0,0,0,0,14,0
60996,19,21,20,13,28,15,22,30,21,22
60997,0,0,0,0,0,0,0,0,0,0
60998,22,7,0,0,0,0,22,0,5,0
60999,32,32,32,32,32,32,32,32,32,32
61000,10,19,23,35,23,37,24,27,12,22
61001,0,0,0,0,0,0,0,0,0,0
61002,0,14,0,3,0,0,0,0,0,0
61003,0,0,0,0,0,0,0,0,0,0
61004,0,0,0,0,0,0,0,0,0,0
61005,27,27,27,27,27,27,30,27,27,27
61006,0,0,0,0,0,29,0,0,0,0
61007,0,0,0,0,0,0,0,23,4,0
61008,17,20,14,16,14,5,14,8,13,17
61009,25,25,25,25,25,25,25,25,25,25
61010,11,18,12,14,0,18,0,0,0,0
61011,4,0,0,0,0,8,0,0,0,0
61012,14,14,14,24,31,14,15,14,14,14
61013,0,0,0,0,0,7,0,0,10,0
61014,0,0,0,0,0,0,0,0,0,0
61015,0,0,14,40,0,0,24,13,0,0
61016,0,0,0,0,0,0,0,0,0,0
61017,0,0,0,0,25,0,0,0,0,0
61018,4,4,4,4,4,4,4,4,4,4
61019,1,1,1,1,1,1,1,1,1,1
61020,0,0,0,0,0,21,0,0,0,24
61021,18,16,16,16,16,16,16,16,16,16
61022,0,0,0,0,0,0,0,0,0,0
61023,0,0,0,0,0,0,0,0,0,0
61024,0,0,14,0,0,0,0,0,0,0
61025,8,8,8,8,8,8,8,8,8,8
61026,0,0,0,0,0,0,0,21,0,0
61027,0,0,0,11,14,0,0,0,0,0
61028,0,0,0,0,0,0,0,0,0,0
61029,0,0,0,0,0,0,0,0,0,0
61030,0,0,0,0,0,10,0,10,0,0
61031,0,0,0,0,0,0,0,0,0,0
61032,0,0,0,0,0,0,0,16,0,0
61033,0,0,0,0,0,0,0,0,0,0
61034,0,0,0,0,0,0,0,0,0,0
61035,3,3,3,3,3,3,3,3,3,3
61036,0,0,0,2,14,0,20,0,0,0
61037,0,0,0,0,0,0,0,0,0,0
61038,0,0,0,0,0,0,0,0,0,0
61039,0,0,0,14,0,7,0,0,0,0
61040,0,0,0,0,0,0,0,0,0,0
61041,0,0,0,0,0,0,0,0,0,0
61042,0,0,0,0,0,0,0,0,0,0
61043,14,0,10,16,0,0,7,11,9,17
61044,7,0,0,0,0,0,0,14,0,14
61045,0,0,0,0,0,0,16,0,0,0
61046,0,0,0,0,0,0,0,0,0,0
61047,0,0,19,6,11,19,12,20,0,0
61048,0,0,0,0,0,0,0,0,20,0
61049,2,2,2,2,2,2,2,2,2,2
61050,10,10,10,10,10,10,10,10,10,10
61051,0,0,0,0,0,0,0,0,0,0
61052,0,0,0,0,0,19,0,0,0,0
61053,0,0,0,0,0,0,0,0,0,0
61054,0,0,0,11,0,0,0,0,0,0
61055,0,21,9,19,9,9,0,10,0,0
61056,2,2,2,2,2,2,2,33,2,2
61057,0,0,0,0,0,0,0,0,0,0
61058,0,0,0,0,0,0,0,0,0,0
61059,0,0,8,12,0,10,0,0,22,0
61060,27,27,27,27,27,27,27,27,27,27
61061,17,17,17,17,17,17,17,17,17,17
61062,0,0,0,0,0,28,0,0,0,0
61063,0,9,13,15,9,17,22,16,27,15
61064,18,18,18,18,18,18,18,18,18,18
61065,43,29,0,0,0,28,32,41,0,0
61066,0,0,0,0,0,0,0,0,0,0
61067,0,0,0,0,0,0,0,0,0,6
61068,7,0,0,0,0,0,0,0,0,0
61069,0,0,0,0,0,0,15,4,0,0
61070,23,0,0,0,0,0,0,0,0,0
61071,0,0,0,0,0,0,0,0,0,0
61072,0,0,0,0,0,0,0,0,0,0
61073,17,17,17,17,17,17,17,25,23,17
61074,13,13,13,13,13,13,13,13,13,13
61075,0,0,0,0,0,0,0,0,0,0
61076,0,0,0,0,0,0,0,0,0,0
61077,15,5,20,36,8,26,16,8,32,27
61078,1,1,1,1,1,1,1,1,1,1
61079,0,0,0,0,0,0,0,0,0,0
61080,0,0,0,0,0,0,0,0,0,0
61081,0,0,12,0,0,0,0,14,0,0
61082,0,13,0,18,0,0,0,0,12,16
61083,0,0,0,0,41,9,0,0,0,0
61084,26,17,0,0,8,32,0,0,0,15
61085,19,14,9,11,25,15,15,10,24,21
61086,20,18,18,0,3,11,5,0,8,0
61087,0,0,0,26,0,0,18,0,0,16
61088,0,0,0,0,0,0,0,0,0,0
