@relation mytest

@attribute age {<=33,<=49&>33,<=87&>49}
@attribute job {blue-collar,entrepreneur,management,technician,self-employed,admin.,student,services,unemployed,housemaid,retired,unknown}
@attribute marital {single,married,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance {Very-Low,Low,Medium,High}
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute month {may,feb,jun,aug,jul,sep,apr,jan,nov,mar,oct,dec}
@attribute campaign numeric
@attribute poutcome {unknown,success,failure,other}
@attribute y {no,yes}

@data
<=49&>33,entrepreneur,married,tertiary,no,Very-Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,admin.,married,secondary,no,Very-Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,technician,single,tertiary,no,Very-Low,no,yes,cellular,aug,15,unknown,no
<=49&>33,blue-collar,single,primary,yes,Very-Low,no,yes,cellular,jul,4,unknown,no
<=49&>33,blue-collar,married,primary,no,Very-Low,yes,no,unknown,jun,3,unknown,no
<=49&>33,admin.,single,secondary,no,Very-Low,yes,no,cellular,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Very-Low,yes,no,cellular,may,1,unknown,no
<=49&>33,housemaid,married,secondary,no,Very-Low,yes,no,cellular,jul,2,unknown,no
<=49&>33,management,married,tertiary,no,Very-Low,yes,no,unknown,jun,12,unknown,no
<=49&>33,blue-collar,single,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,admin.,single,secondary,no,Very-Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,services,divorced,secondary,no,Very-Low,no,yes,cellular,jul,1,unknown,no
<=49&>33,management,married,tertiary,no,Very-Low,no,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,married,unknown,no,Very-Low,yes,no,cellular,jul,5,unknown,no
<=49&>33,management,married,tertiary,no,Very-Low,no,yes,cellular,jul,2,unknown,no
<=49&>33,technician,married,secondary,no,Very-Low,yes,no,cellular,jan,5,failure,no
<=49&>33,blue-collar,single,secondary,no,Very-Low,yes,no,cellular,jul,5,unknown,no
<=49&>33,technician,single,secondary,no,Very-Low,yes,yes,unknown,may,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Very-Low,yes,no,cellular,jul,6,unknown,no
<=49&>33,retired,married,primary,no,Very-Low,no,no,unknown,jul,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Very-Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Very-Low,yes,no,cellular,jan,1,failure,no
<=49&>33,technician,married,secondary,no,Very-Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,admin.,single,secondary,no,Very-Low,no,no,cellular,nov,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Very-Low,yes,yes,cellular,may,8,unknown,no
<=49&>33,admin.,married,secondary,no,Very-Low,yes,yes,cellular,jul,4,unknown,no
<=49&>33,technician,married,secondary,yes,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Very-Low,yes,no,cellular,may,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,single,tertiary,no,Very-Low,yes,yes,cellular,may,10,unknown,no
<=49&>33,unemployed,married,primary,no,Very-Low,no,no,unknown,jun,2,unknown,no
<=49&>33,admin.,single,secondary,no,Very-Low,no,no,cellular,jul,1,unknown,no
<=49&>33,management,married,tertiary,no,Very-Low,no,yes,cellular,jul,1,unknown,no
<=49&>33,technician,divorced,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,single,secondary,no,Very-Low,no,yes,cellular,nov,2,unknown,no
<=49&>33,management,married,tertiary,no,Very-Low,yes,no,cellular,may,2,unknown,no
<=49&>33,management,married,secondary,no,Very-Low,no,no,cellular,jul,3,unknown,no
<=49&>33,technician,married,secondary,no,Very-Low,yes,yes,cellular,aug,2,unknown,no
<=49&>33,management,married,tertiary,no,Very-Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,student,married,unknown,no,Very-Low,no,no,telephone,jul,6,unknown,no
<=49&>33,management,married,secondary,no,Very-Low,yes,no,unknown,jun,1,unknown,no
<=49&>33,management,single,secondary,no,Very-Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,management,divorced,secondary,no,Very-Low,no,no,cellular,nov,4,unknown,no
<=49&>33,technician,divorced,secondary,no,Very-Low,yes,no,cellular,may,5,unknown,no
<=49&>33,blue-collar,divorced,primary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,admin.,single,secondary,no,Very-Low,yes,no,cellular,apr,1,unknown,no
<=49&>33,admin.,divorced,unknown,no,Very-Low,no,no,cellular,may,1,unknown,no
<=49&>33,services,married,secondary,no,Very-Low,no,no,unknown,jun,1,unknown,no
<=49&>33,services,married,secondary,yes,Very-Low,no,no,cellular,aug,2,unknown,no
<=49&>33,management,divorced,secondary,no,Very-Low,no,yes,cellular,aug,2,unknown,no
<=49&>33,technician,married,primary,no,Very-Low,no,no,unknown,jun,2,unknown,no
<=49&>33,technician,married,tertiary,no,Very-Low,no,yes,cellular,aug,4,unknown,no
<=49&>33,retired,married,primary,no,Very-Low,yes,no,cellular,may,3,unknown,no
<=49&>33,admin.,married,secondary,no,Very-Low,yes,no,cellular,jul,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Very-Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,management,married,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,services,married,secondary,no,Very-Low,yes,no,cellular,jul,28,unknown,no
<=49&>33,technician,married,secondary,yes,Very-Low,yes,no,cellular,nov,1,unknown,no
<=49&>33,admin.,divorced,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,services,married,secondary,no,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,single,tertiary,yes,Very-Low,yes,no,cellular,aug,4,unknown,no
<=49&>33,services,married,secondary,no,Very-Low,yes,yes,cellular,may,1,failure,no
<=49&>33,unemployed,married,tertiary,no,Very-Low,yes,no,cellular,nov,3,failure,no
<=49&>33,management,single,tertiary,no,Very-Low,yes,yes,cellular,may,1,failure,no
<=49&>33,technician,married,secondary,no,Very-Low,yes,no,cellular,jul,2,unknown,no
<=49&>33,admin.,married,secondary,no,Very-Low,no,no,cellular,may,2,failure,no
<=49&>33,blue-collar,married,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,services,married,secondary,no,Very-Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Very-Low,yes,no,telephone,may,3,failure,no
<=49&>33,technician,divorced,secondary,no,Very-Low,yes,no,unknown,jun,8,unknown,no
<=49&>33,blue-collar,married,secondary,no,Very-Low,no,no,cellular,jul,1,unknown,no
<=49&>33,unemployed,married,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Very-Low,yes,no,cellular,feb,4,failure,no
<=49&>33,technician,single,secondary,no,Very-Low,yes,no,unknown,jun,2,unknown,no
<=49&>33,unemployed,married,primary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,divorced,secondary,no,Very-Low,no,no,unknown,jun,2,unknown,no
<=49&>33,admin.,divorced,secondary,no,Very-Low,yes,no,unknown,may,10,unknown,no
<=49&>33,technician,married,secondary,no,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,blue-collar,married,secondary,yes,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Very-Low,no,no,cellular,aug,2,unknown,no
<=49&>33,admin.,married,secondary,no,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Very-Low,yes,no,cellular,apr,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Very-Low,no,yes,unknown,jul,1,unknown,no
<=49&>33,services,married,secondary,no,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,yes,Very-Low,yes,no,cellular,may,6,other,no
<=49&>33,management,married,secondary,no,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,married,secondary,yes,Very-Low,no,no,cellular,feb,1,unknown,no
<=49&>33,services,divorced,secondary,no,Very-Low,no,no,unknown,jul,2,unknown,no
<=49&>33,management,married,tertiary,no,Very-Low,yes,no,cellular,apr,2,unknown,no
<=49&>33,unemployed,married,secondary,no,Very-Low,yes,yes,cellular,nov,1,failure,no
<=49&>33,blue-collar,married,secondary,no,Very-Low,yes,no,unknown,may,2,unknown,no
<=49&>33,admin.,married,secondary,no,Very-Low,yes,no,unknown,jun,2,unknown,no
<=49&>33,admin.,divorced,secondary,no,Very-Low,no,no,cellular,jul,1,unknown,yes
<=49&>33,services,married,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,single,tertiary,no,Very-Low,yes,no,cellular,aug,6,unknown,no
<=49&>33,blue-collar,married,primary,no,Very-Low,yes,no,unknown,may,4,unknown,no
<=49&>33,unemployed,married,secondary,no,Very-Low,no,no,cellular,jan,3,unknown,no
<=49&>33,technician,married,secondary,no,Very-Low,yes,no,unknown,may,1,unknown,no
<=49&>33,services,married,secondary,no,Very-Low,yes,yes,cellular,feb,1,unknown,no
<=49&>33,unemployed,divorced,tertiary,no,Very-Low,no,no,cellular,aug,4,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,may,2,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,apr,2,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,yes,cellular,aug,2,unknown,no
<=49&>33,management,divorced,unknown,no,Low,yes,no,cellular,nov,2,unknown,no
<=49&>33,entrepreneur,married,secondary,no,Low,no,no,cellular,jul,2,unknown,no
<=49&>33,technician,single,secondary,no,Low,yes,no,cellular,aug,2,unknown,no
<=49&>33,technician,single,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,retired,single,secondary,no,Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,management,married,secondary,no,Low,no,yes,cellular,jul,3,unknown,no
<=49&>33,services,married,tertiary,no,Low,yes,no,unknown,jun,5,unknown,no
<=49&>33,blue-collar,divorced,secondary,no,Low,yes,no,cellular,may,2,other,no
<=49&>33,unemployed,married,secondary,no,Low,yes,no,cellular,nov,2,failure,no
<=49&>33,blue-collar,single,primary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,apr,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,no,no,cellular,nov,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,unknown,jun,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,no,no,cellular,aug,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,nov,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,admin.,married,unknown,no,Low,yes,no,cellular,may,1,failure,no
<=49&>33,admin.,married,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,yes,cellular,aug,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,jan,4,other,no
<=49&>33,technician,single,unknown,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,entrepreneur,married,unknown,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,married,tertiary,no,Low,no,no,unknown,oct,1,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,unknown,may,1,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,jan,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,admin.,married,tertiary,no,Low,yes,no,cellular,nov,2,failure,no
<=49&>33,admin.,divorced,secondary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,services,single,secondary,no,Low,yes,no,cellular,feb,1,other,no
<=49&>33,blue-collar,married,primary,no,Low,yes,yes,telephone,jul,6,unknown,no
<=49&>33,services,married,secondary,no,Low,no,yes,cellular,nov,2,unknown,no
<=49&>33,technician,single,tertiary,no,Low,yes,no,cellular,nov,2,unknown,no
<=49&>33,technician,married,tertiary,no,Low,yes,no,cellular,may,2,other,no
<=49&>33,blue-collar,married,primary,no,Low,yes,yes,telephone,jul,10,unknown,no
<=49&>33,services,married,secondary,no,Low,no,no,cellular,aug,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,no,no,unknown,may,2,unknown,no
<=49&>33,self-employed,married,primary,no,Low,no,no,cellular,aug,7,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,technician,married,tertiary,no,Low,yes,yes,cellular,sep,1,other,no
<=49&>33,technician,single,secondary,no,Low,yes,no,cellular,may,3,failure,no
<=49&>33,blue-collar,single,secondary,no,Low,yes,no,cellular,jul,2,success,no
<=49&>33,technician,divorced,secondary,yes,Low,no,no,cellular,aug,3,unknown,no
<=49&>33,admin.,single,secondary,no,Low,yes,no,cellular,jul,7,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,jan,1,other,no
<=49&>33,technician,married,secondary,no,Low,no,yes,cellular,may,2,failure,no
<=49&>33,services,married,secondary,no,Low,yes,no,cellular,jun,1,failure,no
<=49&>33,blue-collar,single,tertiary,no,Low,yes,no,cellular,jul,4,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,single,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,admin.,divorced,secondary,no,Low,no,no,unknown,may,6,unknown,no
<=49&>33,student,married,secondary,no,Low,no,no,unknown,jun,6,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,jul,5,unknown,no
<=49&>33,blue-collar,single,primary,no,Low,yes,no,cellular,jul,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,cellular,feb,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,yes,unknown,jun,1,unknown,no
<=49&>33,blue-collar,single,secondary,no,Low,yes,yes,cellular,may,2,failure,no
<=49&>33,admin.,married,secondary,no,Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,yes,Low,yes,no,cellular,nov,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,yes,cellular,jul,3,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,no,unknown,may,4,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,nov,6,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,yes,cellular,may,2,unknown,no
<=49&>33,technician,single,secondary,no,Low,yes,no,cellular,apr,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,apr,1,failure,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,jul,2,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,unknown,may,4,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,yes,telephone,may,3,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,jul,2,unknown,no
<=49&>33,management,married,secondary,no,Low,yes,no,telephone,may,3,failure,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,blue-collar,single,secondary,no,Low,no,no,cellular,feb,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,self-employed,married,secondary,no,Low,yes,yes,cellular,jul,1,unknown,no
<=49&>33,services,single,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,single,tertiary,no,Low,yes,no,cellular,jul,4,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,cellular,may,1,failure,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,aug,2,unknown,no
<=49&>33,admin.,married,secondary,no,Low,no,no,cellular,jul,1,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,no,cellular,nov,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,no,no,cellular,may,1,failure,no
<=49&>33,management,divorced,tertiary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,entrepreneur,married,secondary,yes,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,jul,8,unknown,no
<=49&>33,technician,single,secondary,no,Low,no,yes,unknown,jun,2,unknown,no
<=49&>33,self-employed,divorced,tertiary,no,Low,yes,no,unknown,jun,5,unknown,no
<=49&>33,blue-collar,single,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,cellular,feb,1,failure,no
<=49&>33,blue-collar,married,primary,no,Low,no,no,cellular,aug,3,unknown,no
<=49&>33,unemployed,divorced,secondary,no,Low,no,no,cellular,jul,3,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,cellular,aug,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,jul,6,unknown,no
<=49&>33,entrepreneur,married,unknown,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,services,divorced,secondary,no,Low,yes,no,cellular,may,2,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,yes,cellular,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,cellular,feb,3,other,no
<=49&>33,management,divorced,tertiary,no,Low,yes,no,cellular,jul,6,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,yes,cellular,jul,2,unknown,no
<=49&>33,self-employed,married,tertiary,no,Low,no,no,unknown,jun,2,unknown,no
<=49&>33,services,married,secondary,no,Low,yes,yes,unknown,may,7,unknown,no
<=49&>33,unemployed,single,tertiary,yes,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,housemaid,married,primary,no,Low,yes,no,cellular,aug,2,failure,no
<=49&>33,housemaid,married,primary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,technician,married,tertiary,no,Low,yes,yes,cellular,may,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,yes,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,divorced,secondary,no,Low,no,yes,cellular,jul,5,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,may,1,success,no
<=49&>33,services,single,secondary,no,Low,no,no,unknown,jun,6,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,blue-collar,single,secondary,no,Low,no,yes,unknown,jun,3,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,no,no,cellular,may,1,failure,no
<=49&>33,blue-collar,married,primary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,housemaid,divorced,secondary,no,Low,no,no,cellular,jul,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,management,single,tertiary,no,Low,yes,no,cellular,nov,2,unknown,no
<=49&>33,blue-collar,divorced,primary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,no,no,cellular,feb,1,unknown,no
<=49&>33,management,divorced,secondary,no,Low,no,no,cellular,jan,2,failure,no
<=49&>33,management,divorced,tertiary,no,Low,yes,no,unknown,jun,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,3,unknown,no
<=49&>33,services,divorced,secondary,no,Low,no,yes,cellular,jul,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,unemployed,married,primary,no,Low,yes,no,telephone,jan,1,other,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,services,single,secondary,no,Low,yes,no,cellular,may,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,cellular,aug,3,unknown,no
<=49&>33,technician,divorced,tertiary,no,Low,no,yes,cellular,jul,1,unknown,no
<=49&>33,technician,single,tertiary,no,Low,yes,yes,cellular,oct,1,failure,no
<=49&>33,technician,married,secondary,no,Low,yes,no,cellular,aug,2,unknown,no
<=49&>33,entrepreneur,married,primary,no,Low,yes,no,telephone,may,3,failure,no
<=49&>33,technician,married,secondary,no,Low,no,yes,cellular,jul,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,technician,married,tertiary,no,Low,yes,no,cellular,nov,1,unknown,no
<=49&>33,admin.,married,tertiary,no,Low,yes,no,cellular,oct,1,failure,no
<=49&>33,management,married,tertiary,no,Low,no,no,unknown,jun,6,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,technician,single,tertiary,no,Low,no,no,cellular,aug,3,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,apr,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,jun,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,may,1,failure,no
<=49&>33,technician,married,secondary,no,Low,no,no,unknown,jun,22,unknown,no
<=49&>33,blue-collar,single,unknown,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,feb,1,unknown,no
<=49&>33,self-employed,married,secondary,no,Low,no,no,unknown,jun,8,unknown,no
<=49&>33,entrepreneur,divorced,tertiary,no,Low,no,no,cellular,nov,1,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,no,no,cellular,jul,1,unknown,no
<=49&>33,technician,married,secondary,no,Low,yes,yes,cellular,apr,2,unknown,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,nov,3,unknown,no
<=49&>33,entrepreneur,married,primary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,5,unknown,no
<=49&>33,housemaid,single,secondary,no,Low,no,no,cellular,jul,2,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,retired,married,primary,no,Low,yes,no,cellular,jan,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,no,unknown,jun,3,unknown,no
<=49&>33,admin.,single,secondary,no,Low,yes,yes,unknown,may,9,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,5,other,no
<=49&>33,housemaid,married,secondary,no,Low,yes,no,unknown,may,1,unknown,no
<=49&>33,admin.,married,secondary,no,Low,no,no,cellular,aug,5,unknown,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,oct,4,unknown,no
<=49&>33,technician,married,tertiary,no,Low,yes,no,cellular,may,1,other,no
<=49&>33,technician,single,secondary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,no,yes,unknown,oct,1,failure,no
<=49&>33,management,single,tertiary,no,Low,no,no,cellular,nov,1,other,no
<=49&>33,technician,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,no,no,cellular,aug,3,unknown,no
<=49&>33,management,single,tertiary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,technician,divorced,secondary,no,Low,no,no,cellular,aug,12,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,cellular,aug,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,yes,no,telephone,aug,3,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,yes,unknown,jun,6,unknown,no
<=49&>33,admin.,single,secondary,no,Low,no,no,cellular,apr,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,jun,7,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,3,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,technician,single,secondary,no,Low,no,no,cellular,jul,2,unknown,no
<=49&>33,blue-collar,married,unknown,no,Low,no,no,cellular,feb,1,failure,no
<=49&>33,entrepreneur,married,primary,no,Low,yes,no,unknown,may,5,unknown,no
<=49&>33,services,married,secondary,no,Low,no,no,unknown,jun,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,yes,unknown,may,1,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,unknown,may,4,unknown,no
<=49&>33,admin.,married,primary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,admin.,single,secondary,no,Low,yes,no,cellular,may,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,yes,no,cellular,jul,1,unknown,no
<=49&>33,technician,divorced,secondary,no,Low,no,no,cellular,aug,4,unknown,no
<=49&>33,entrepreneur,married,primary,no,Low,yes,no,cellular,jul,2,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,2,unknown,no
<=49&>33,entrepreneur,married,unknown,no,Low,yes,no,unknown,may,2,unknown,no
<=49&>33,technician,married,tertiary,no,Low,no,no,telephone,aug,15,unknown,no
<=49&>33,student,married,unknown,no,Low,no,no,unknown,jun,1,unknown,no
<=49&>33,management,married,tertiary,no,Low,no,no,telephone,may,2,failure,no
<=49&>33,services,married,secondary,no,Low,no,no,cellular,jun,1,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,may,1,failure,no
<=49&>33,entrepreneur,married,tertiary,no,Low,yes,no,cellular,nov,1,failure,no
<=49&>33,self-employed,married,secondary,no,Low,no,no,cellular,jul,2,unknown,no
<=49&>33,technician,single,tertiary,no,Low,no,no,cellular,jan,2,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,yes,cellular,aug,5,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,yes,no,cellular,may,2,failure,no
<=49&>33,management,married,tertiary,no,Low,no,yes,cellular,aug,2,unknown,no
<=49&>33,management,divorced,tertiary,no,Low,no,no,cellular,jan,3,unknown,no
<=49&>33,technician,married,secondary,no,Low,no,no,cellular,mar,1,unknown,no
<=49&>33,housemaid,married,primary,no,Low,yes,no,cellular,jul,3,unknown,no
<=49&>33,blue-collar,married,primary,no,Low,yes,no,cellular,nov,2,unknown,no
<=49&>33,blue-collar,married,secondary,no,Low,yes,no,cellular,may,6,other,no
<=49&>33,technician,single,secondary,no,Low,no,yes,cellular,jan,1,failure,no
